G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2011-12-26,Washington Wizards,W,90,84,W 1,1-0,6
2,2011-12-27,Atlanta Hawks,L,70,106,L 1,1-1,-36
3,2011-12-29,Orlando Magic,L,78,94,L 2,1-2,-16
4,2011-12-30,Atlanta Hawks,L,98,105,L 3,1-3,-7
5,2012-01-01,Cleveland Cavaliers,L,82,98,L 4,1-4,-16
6,2012-01-02,Indiana Pacers,L,94,108,L 5,1-5,-14
7,2012-01-04,Boston Celtics,L,70,89,L 6,1-6,-19
8,2012-01-06,Toronto Raptors,W,97,85,W 1,2-6,12
9,2012-01-07,Miami Heat,L,90,101,L 1,2-7,-11
10,2012-01-09,Atlanta Hawks,L,101,106,L 2,2-8,-5
11,2012-01-11,Denver Nuggets,L,115,123,L 3,2-9,-8
12,2012-01-13,Phoenix Suns,W,110,103,W 1,3-9,7
13,2012-01-14,Utah Jazz,L,94,107,L 1,3-10,-13
14,2012-01-16,Los Angeles Clippers,L,91,101,L 2,3-11,-10
15,2012-01-18,Golden State Warriors,W,107,100,W 1,4-11,7
16,2012-01-21,Oklahoma City Thunder,L,74,84,L 1,4-12,-10
17,2012-01-22,Charlotte Bobcats,W,97,87,W 1,5-12,10
18,2012-01-23,Chicago Bulls,L,95,110,L 1,5-13,-15
19,2012-01-25,Philadelphia 76ers,W,97,90,W 1,6-13,7
20,2012-01-27,Cleveland Cavaliers,W,99,96,W 2,7-13,3
21,2012-01-29,Toronto Raptors,L,73,94,L 1,7-14,-21
22,2012-01-31,Indiana Pacers,L,99,106,L 2,7-15,-7
23,2012-02-01,Detroit Pistons,W,99,96,W 1,8-15,3
24,2012-02-03,Minnesota Timberwolves,L,105,108,L 1,8-16,-3
25,2012-02-04,New York Knicks,L,92,99,L 2,8-17,-7
26,2012-02-06,Chicago Bulls,L,87,108,L 3,8-18,-21
27,2012-02-08,Detroit Pistons,L,92,99,L 4,8-19,-7
28,2012-02-10,Detroit Pistons,L,92,109,L 5,8-20,-17
29,2012-02-11,San Antonio Spurs,L,89,103,L 6,8-21,-14
30,2012-02-15,Memphis Grizzlies,L,100,105,L 7,8-22,-5
31,2012-02-16,Indiana Pacers,L,88,93,L 8,8-23,-5
32,2012-02-18,Chicago Bulls,W,97,85,W 1,9-23,12
33,2012-02-19,Milwaukee Bucks,L,85,92,L 1,9-24,-7
34,2012-02-20,New York Knicks,W,100,92,W 1,10-24,8
35,2012-02-22,Orlando Magic,L,91,108,L 1,10-25,-17
36,2012-02-28,Dallas Mavericks,W,93,92,W 1,11-25,1
37,2012-03-02,Boston Celtics,L,94,107,L 1,11-26,-13
38,2012-03-04,Charlotte Bobcats,W,104,101,W 1,12-26,3
39,2012-03-06,Miami Heat,L,78,108,L 1,12-27,-30
40,2012-03-07,Los Angeles Clippers,W,101,100,W 1,13-27,1
41,2012-03-09,Charlotte Bobcats,W,83,74,W 2,14-27,9
42,2012-03-10,Houston Rockets,L,106,112,L 1,14-28,-6
43,2012-03-12,Milwaukee Bucks,L,99,105,L 2,14-29,-6
44,2012-03-14,Toronto Raptors,W,98,84,W 1,15-29,14
45,2012-03-16,Orlando Magic,L,70,86,L 1,15-30,-16
46,2012-03-17,New Orleans Hornets,L,94,102,L 2,15-31,-8
47,2012-03-19,Cleveland Cavaliers,L,100,105,L 3,15-32,-5
48,2012-03-21,Washington Wizards,L,89,108,L 4,15-33,-19
49,2012-03-23,Atlanta Hawks,L,84,93,L 5,15-34,-9
50,2012-03-24,Charlotte Bobcats,W,102,89,W 1,16-34,13
51,2012-03-26,Utah Jazz,L,84,105,L 1,16-35,-21
52,2012-03-28,Indiana Pacers,W,100,84,W 1,17-35,16
53,2012-03-30,Golden State Warriors,W,102,100,W 2,18-35,2
54,2012-03-31,Sacramento Kings,W,111,99,W 3,19-35,12
55,2012-04-03,Los Angeles Lakers,L,87,91,L 1,19-36,-4
56,2012-04-04,Portland Trail Blazers,L,88,101,L 2,19-37,-13
57,2012-04-06,Washington Wizards,W,110,98,W 1,20-37,12
58,2012-04-08,Cleveland Cavaliers,W,122,117,W 2,21-37,5
59,2012-04-10,Philadelphia 76ers,L,88,107,L 1,21-38,-19
60,2012-04-13,Philadelphia 76ers,W,95,89,W 1,22-38,6
61,2012-04-14,Boston Celtics,L,82,94,L 1,22-39,-12
62,2012-04-16,Miami Heat,L,98,101,L 2,22-40,-3
63,2012-04-18,New York Knicks,L,95,104,L 3,22-41,-9
64,2012-04-21,Milwaukee Bucks,L,95,106,L 4,22-42,-11
65,2012-04-23,Philadelphia 76ers,L,87,105,L 5,22-43,-18
66,2012-04-26,Toronto Raptors,L,67,98,L 6,22-44,-31
