G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2015-10-28,Los Angeles Clippers,L,104,111,L 1,0-1,-7
2,2015-10-30,Los Angeles Lakers,W,132,114,W 1,1-1,18
3,2015-10-31,Los Angeles Clippers,L,109,114,L 1,1-2,-5
4,2015-11-03,Memphis Grizzlies,L,89,103,L 2,1-3,-14
5,2015-11-04,Phoenix Suns,L,97,118,L 3,1-4,-21
6,2015-11-06,Houston Rockets,L,110,116,L 4,1-5,-6
7,2015-11-07,Golden State Warriors,L,94,103,L 5,1-6,-9
8,2015-11-09,San Antonio Spurs,L,88,106,L 6,1-7,-18
9,2015-11-11,Detroit Pistons,W,101,92,W 1,2-7,9
10,2015-11-13,Brooklyn Nets,W,111,109,W 2,3-7,2
11,2015-11-15,Toronto Raptors,W,107,101,W 3,4-7,6
12,2015-11-18,Atlanta Hawks,L,97,103,L 1,4-8,-6
13,2015-11-19,Miami Heat,L,109,116,L 2,4-9,-7
14,2015-11-21,Orlando Magic,W,97,91,W 1,5-9,6
15,2015-11-23,Charlotte Hornets,L,122,127,L 1,5-10,-5
16,2015-11-25,Milwaukee Bucks,W,129,118,W 1,6-10,11
17,2015-11-27,Minnesota Timberwolves,L,91,101,L 1,6-11,-10
18,2015-11-28,Golden State Warriors,L,101,120,L 2,6-12,-19
19,2015-11-30,Dallas Mavericks,W,112,98,W 1,7-12,14
20,2015-12-03,Boston Celtics,L,97,114,L 1,7-13,-17
21,2015-12-05,Houston Rockets,L,113,120,L 2,7-14,-7
22,2015-12-06,Oklahoma City Thunder,L,95,98,L 3,7-15,-3
23,2015-12-08,Utah Jazz,W,114,106,W 1,8-15,8
24,2015-12-10,New York Knicks,W,99,97,W 2,9-15,2
25,2015-12-15,Houston Rockets,W,107,97,W 3,10-15,10
26,2015-12-18,Minnesota Timberwolves,L,95,99,L 1,10-16,-4
27,2015-12-20,Toronto Raptors,W,104,94,W 1,11-16,10
28,2015-12-21,Washington Wizards,L,99,113,L 1,11-17,-14
29,2015-12-23,Indiana Pacers,W,108,106,W 1,12-17,2
30,2015-12-27,Portland Trail Blazers,L,94,98,L 1,12-18,-4
31,2015-12-28,Golden State Warriors,L,103,122,L 2,12-19,-19
32,2015-12-30,Philadelphia 76ers,L,105,110,L 3,12-20,-5
33,2016-01-02,Phoenix Suns,W,142,119,W 1,13-20,23
34,2016-01-04,Oklahoma City Thunder,W,116,104,W 2,14-20,12
35,2016-01-05,Dallas Mavericks,L,116,117,L 1,14-21,-1
36,2016-01-07,Los Angeles Lakers,W,118,115,W 1,15-21,3
37,2016-01-09,Golden State Warriors,L,116,128,L 1,15-22,-12
38,2016-01-13,New Orleans Pelicans,L,97,109,L 2,15-23,-12
39,2016-01-14,Utah Jazz,W,103,101,W 1,16-23,2
40,2016-01-16,Los Angeles Clippers,W,110,103,W 2,17-23,7
41,2016-01-20,Los Angeles Lakers,W,112,93,W 3,18-23,19
42,2016-01-21,Atlanta Hawks,W,91,88,W 4,19-23,3
43,2016-01-23,Indiana Pacers,W,108,97,W 5,20-23,11
44,2016-01-25,Charlotte Hornets,L,128,129,L 1,20-24,-1
45,2016-01-26,Portland Trail Blazers,L,97,112,L 2,20-25,-15
46,2016-01-28,New Orleans Pelicans,L,105,114,L 3,20-26,-9
47,2016-01-30,Memphis Grizzlies,L,117,121,L 4,20-27,-4
48,2016-02-01,Milwaukee Bucks,W,111,104,W 1,21-27,7
49,2016-02-03,Chicago Bulls,L,102,107,L 1,21-28,-5
50,2016-02-05,Brooklyn Nets,L,119,128,L 2,21-29,-9
51,2016-02-07,Boston Celtics,L,119,128,L 3,21-30,-9
52,2016-02-08,Cleveland Cavaliers,L,100,120,L 4,21-31,-20
53,2016-02-10,Philadelphia 76ers,W,114,110,W 1,22-31,4
54,2016-02-19,Denver Nuggets,W,116,110,W 2,23-31,6
55,2016-02-23,Denver Nuggets,W,114,110,W 3,24-31,4
56,2016-02-24,San Antonio Spurs,L,92,108,L 1,24-32,-16
57,2016-02-26,Los Angeles Clippers,L,107,117,L 2,24-33,-10
58,2016-02-29,Oklahoma City Thunder,L,116,131,L 3,24-34,-15
59,2016-03-02,Memphis Grizzlies,L,98,104,L 4,24-35,-6
60,2016-03-03,Dallas Mavericks,W,104,101,W 1,25-35,3
61,2016-03-05,San Antonio Spurs,L,94,104,L 1,25-36,-10
62,2016-03-07,New Orleans Pelicans,L,112,115,L 2,25-37,-3
63,2016-03-09,Cleveland Cavaliers,L,111,120,L 3,25-38,-9
64,2016-03-11,Orlando Magic,L,100,107,L 4,25-39,-7
65,2016-03-13,Utah Jazz,L,99,108,L 5,25-40,-9
66,2016-03-15,Los Angeles Lakers,W,106,98,W 1,26-40,8
67,2016-03-16,New Orleans Pelicans,L,108,123,L 1,26-41,-15
68,2016-03-18,Detroit Pistons,L,108,115,L 2,26-42,-7
69,2016-03-20,New York Knicks,W,88,80,W 1,27-42,8
70,2016-03-21,Chicago Bulls,L,102,109,L 1,27-43,-7
71,2016-03-23,Minnesota Timberwolves,L,104,113,L 2,27-44,-9
72,2016-03-25,Phoenix Suns,W,116,94,W 1,28-44,22
73,2016-03-27,Dallas Mavericks,W,133,111,W 2,29-44,22
74,2016-03-28,Portland Trail Blazers,L,93,105,L 1,29-45,-12
75,2016-03-30,Washington Wizards,W,120,111,W 1,30-45,9
76,2016-04-01,Miami Heat,L,106,112,L 1,30-46,-6
77,2016-04-02,Denver Nuggets,W,115,106,W 1,31-46,9
78,2016-04-05,Portland Trail Blazers,L,107,115,L 1,31-47,-8
79,2016-04-07,Minnesota Timberwolves,L,97,105,L 2,31-48,-8
80,2016-04-09,Oklahoma City Thunder,W,114,112,W 1,32-48,2
81,2016-04-11,Phoenix Suns,W,105,101,W 2,33-48,4
82,2016-04-13,Houston Rockets,L,81,116,L 1,33-49,-35
