G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2014-10-29,Boston Celtics,L,105,121,L 1,0-1,-16
2,2014-11-01,Detroit Pistons,W,102,90,W 1,1-1,12
3,2014-11-03,Oklahoma City Thunder,W,116,85,W 2,2-1,31
4,2014-11-05,Minnesota Timberwolves,L,91,98,L 1,2-2,-7
5,2014-11-07,New York Knicks,W,110,99,W 1,3-2,11
6,2014-11-09,Orlando Magic,W,104,96,W 2,4-2,8
7,2014-11-12,Phoenix Suns,L,104,112,L 1,4-3,-8
8,2014-11-13,Golden State Warriors,L,99,107,L 2,4-4,-8
9,2014-11-15,Portland Trail Blazers,L,87,97,L 3,4-5,-10
10,2014-11-17,Miami Heat,L,83,95,L 4,4-6,-12
11,2014-11-19,Milwaukee Bucks,L,118,122,L 5,4-7,-4
12,2014-11-21,Oklahoma City Thunder,W,94,92,W 1,5-7,2
13,2014-11-22,San Antonio Spurs,L,87,99,L 1,5-8,-12
14,2014-11-26,Philadelphia 76ers,W,99,91,W 1,6-8,8
15,2014-11-30,Chicago Bulls,L,84,102,L 1,6-9,-18
16,2014-12-02,New York Knicks,W,98,93,W 1,7-9,5
17,2014-12-03,San Antonio Spurs,W,95,93,W 2,8-9,2
18,2014-12-05,Atlanta Hawks,L,75,98,L 1,8-10,-23
19,2014-12-08,Cleveland Cavaliers,L,88,110,L 2,8-11,-22
20,2014-12-10,Chicago Bulls,L,80,105,L 3,8-12,-25
21,2014-12-12,Philadelphia 76ers,W,88,70,W 1,9-12,18
22,2014-12-13,Charlotte Hornets,W,114,87,W 2,10-12,27
23,2014-12-16,Miami Heat,L,91,95,L 1,10-13,-4
24,2014-12-17,Toronto Raptors,L,89,105,L 2,10-14,-16
25,2014-12-19,Cleveland Cavaliers,L,91,95,L 3,10-15,-4
26,2014-12-21,Detroit Pistons,W,110,105,W 1,11-15,5
27,2014-12-23,Denver Nuggets,W,102,96,W 2,12-15,6
28,2014-12-26,Boston Celtics,W,109,107,W 3,13-15,2
29,2014-12-27,Indiana Pacers,L,85,110,L 1,13-16,-25
30,2014-12-29,Sacramento Kings,W,107,99,W 1,14-16,8
