G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1968-10-18,San Diego Rockets,L,108,123,L 1,0-1,-15
2,1968-10-19,Seattle SuperSonics,W,107,95,W 1,1-1,12
3,1968-10-22,Phoenix Suns,W,109,101,W 2,2-1,8
4,1968-10-26,Baltimore Bullets,W,107,106,W 3,3-1,1
5,1968-10-29,New York Knicks,L,97,110,L 1,3-2,-13
6,1968-10-30,Baltimore Bullets,L,110,112,L 2,3-3,-2
7,1968-11-01,Atlanta Hawks,L,105,109,L 3,3-4,-4
8,1968-11-02,Milwaukee Bucks,L,101,102,L 4,3-5,-1
9,1968-11-04,Phoenix Suns,W,119,108,W 1,4-5,11
10,1968-11-06,New York Knicks,W,94,93,W 2,5-5,1
11,1968-11-08,Detroit Pistons,L,118,122,L 1,5-6,-4
12,1968-11-09,Atlanta Hawks,L,106,113,L 2,5-7,-7
13,1968-11-12,Atlanta Hawks,W,123,108,W 1,6-7,15
14,1968-11-15,Detroit Pistons,W,133,105,W 2,7-7,28
15,1968-11-16,Los Angeles Lakers,L,112,119,L 1,7-8,-7
16,1968-11-19,Chicago Bulls,W,121,109,W 1,8-8,12
17,1968-11-20,Cincinnati Royals,L,107,113,L 1,8-9,-6
18,1968-11-22,Los Angeles Lakers,W,100,98,W 1,9-9,2
19,1968-11-23,Seattle SuperSonics,W,132,119,W 2,10-9,13
20,1968-11-27,Chicago Bulls,L,106,119,L 1,10-10,-13
21,1968-11-29,Milwaukee Bucks,W,140,119,W 1,11-10,21
22,1968-11-30,Milwaukee Bucks,L,101,107,L 1,11-11,-6
23,1968-12-01,San Diego Rockets,L,105,116,L 2,11-12,-11
24,1968-12-03,Seattle SuperSonics,W,127,122,W 1,12-12,5
25,1968-12-04,Phoenix Suns,L,97,126,L 1,12-13,-29
26,1968-12-06,Seattle SuperSonics,L,100,109,L 2,12-14,-9
27,1968-12-07,Seattle SuperSonics,L,107,115,L 3,12-15,-8
28,1968-12-10,Atlanta Hawks,L,100,111,L 4,12-16,-11
29,1968-12-11,Milwaukee Bucks,L,96,106,L 5,12-17,-10
30,1968-12-13,Boston Celtics,W,108,98,W 1,13-17,10
31,1968-12-14,Philadelphia 76ers,L,91,137,L 1,13-18,-46
32,1968-12-17,New York Knicks,L,99,114,L 2,13-19,-15
33,1968-12-18,Baltimore Bullets,L,100,109,L 3,13-20,-9
34,1968-12-20,Los Angeles Lakers,L,101,133,L 4,13-21,-32
35,1968-12-21,Philadelphia 76ers,W,109,94,W 1,14-21,15
36,1968-12-23,San Diego Rockets,W,125,95,W 2,15-21,30
37,1968-12-26,Phoenix Suns,W,119,118,W 3,16-21,1
38,1968-12-28,Detroit Pistons,L,102,131,L 1,16-22,-29
39,1968-12-30,Chicago Bulls,L,97,103,L 2,16-23,-6
40,1969-01-01,Cincinnati Royals,W,106,101,W 1,17-23,5
41,1969-01-03,Boston Celtics,W,104,102,W 2,18-23,2
42,1969-01-05,Boston Celtics,L,86,134,L 1,18-24,-48
43,1969-01-07,San Diego Rockets,L,108,113,L 2,18-25,-5
44,1969-01-11,New York Knicks,L,77,85,L 3,18-26,-8
45,1969-01-16,Chicago Bulls,W,112,99,W 1,19-26,13
46,1969-01-17,Boston Celtics,L,99,102,L 1,19-27,-3
47,1969-01-19,Philadelphia 76ers,W,98,97,W 1,20-27,1
48,1969-01-21,Cincinnati Royals,L,107,113,L 1,20-28,-6
49,1969-01-24,San Diego Rockets,W,114,107,W 1,21-28,7
50,1969-01-26,Phoenix Suns,W,117,93,W 2,22-28,24
51,1969-01-28,Cincinnati Royals,W,107,100,W 3,23-28,7
52,1969-01-29,Detroit Pistons,W,133,126,W 4,24-28,7
53,1969-01-30,Chicago Bulls,L,101,111,L 1,24-29,-10
54,1969-02-01,Los Angeles Lakers,L,101,106,L 2,24-30,-5
55,1969-02-02,Los Angeles Lakers,W,122,117,W 1,25-30,5
56,1969-02-04,Seattle SuperSonics,L,111,116,L 1,25-31,-5
57,1969-02-08,Cincinnati Royals,L,116,117,L 2,25-32,-1
58,1969-02-09,Seattle SuperSonics,W,121,120,W 1,26-32,1
59,1969-02-11,Atlanta Hawks,W,92,87,W 2,27-32,5
