G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2018-10-16,Oklahoma City Thunder,W,108,100,W 1,1-0,8
2,2018-10-19,Utah Jazz,W,124,123,W 2,2-0,1
3,2018-10-21,Denver Nuggets,L,98,100,L 1,2-1,-2
4,2018-10-22,Phoenix Suns,W,123,103,W 1,3-1,20
5,2018-10-24,Washington Wizards,W,144,122,W 2,4-1,22
6,2018-10-26,New York Knicks,W,128,100,W 3,5-1,28
7,2018-10-28,Brooklyn Nets,W,120,114,W 4,6-1,6
8,2018-10-29,Chicago Bulls,W,149,124,W 5,7-1,25
9,2018-10-31,New Orleans Pelicans,W,131,121,W 6,8-1,10
10,2018-11-02,Minnesota Timberwolves,W,116,99,W 7,9-1,17
11,2018-11-05,Memphis Grizzlies,W,117,101,W 8,10-1,16
12,2018-11-08,Milwaukee Bucks,L,111,134,L 1,10-2,-23
13,2018-11-10,Brooklyn Nets,W,116,100,W 1,11-2,16
14,2018-11-12,Los Angeles Clippers,L,116,121,L 1,11-3,-5
15,2018-11-13,Atlanta Hawks,W,110,103,W 1,12-3,7
16,2018-11-15,Houston Rockets,L,86,107,L 1,12-4,-21
17,2018-11-17,Dallas Mavericks,L,109,112,L 2,12-5,-3
18,2018-11-18,San Antonio Spurs,L,92,104,L 3,12-6,-12
19,2018-11-21,Oklahoma City Thunder,L,95,123,L 4,12-7,-28
20,2018-11-23,Portland Trail Blazers,W,125,97,W 1,13-7,28
21,2018-11-24,Sacramento Kings,W,117,116,W 2,14-7,1
22,2018-11-26,Orlando Magic,W,116,110,W 3,15-7,6
23,2018-11-29,Toronto Raptors,L,128,131,L 1,15-8,-3
24,2018-12-01,Detroit Pistons,L,102,111,L 2,15-9,-9
25,2018-12-03,Atlanta Hawks,W,128,111,W 1,16-9,17
26,2018-12-05,Cleveland Cavaliers,W,129,105,W 2,17-9,24
27,2018-12-07,Milwaukee Bucks,W,105,95,W 3,18-9,10
28,2018-12-10,Minnesota Timberwolves,W,116,108,W 4,19-9,8
29,2018-12-12,Toronto Raptors,L,93,113,L 1,19-10,-20
30,2018-12-14,Sacramento Kings,W,130,125,W 1,20-10,5
31,2018-12-17,Memphis Grizzlies,W,110,93,W 2,21-10,17
32,2018-12-19,Utah Jazz,L,103,108,L 1,21-11,-5
33,2018-12-22,Dallas Mavericks,W,120,116,W 1,22-11,4
34,2018-12-23,Los Angeles Clippers,W,129,127,W 2,23-11,2
35,2018-12-25,Los Angeles Lakers,L,101,127,L 1,23-12,-26
36,2018-12-27,Portland Trail Blazers,L,109,110,L 2,23-13,-1
37,2018-12-29,Portland Trail Blazers,W,115,105,W 1,24-13,10
38,2018-12-31,Phoenix Suns,W,132,109,W 2,25-13,23
39,2019-01-03,Houston Rockets,L,134,135,L 1,25-14,-1
40,2019-01-05,Sacramento Kings,W,127,123,W 1,26-14,4
41,2019-01-08,New York Knicks,W,122,95,W 2,27-14,27
42,2019-01-11,Chicago Bulls,W,146,109,W 3,28-14,37
43,2019-01-13,Dallas Mavericks,W,119,114,W 4,29-14,5
44,2019-01-15,Denver Nuggets,W,142,111,W 5,30-14,31
45,2019-01-16,New Orleans Pelicans,W,147,140,W 6,31-14,7
46,2019-01-18,Los Angeles Clippers,W,112,94,W 7,32-14,18
47,2019-01-21,Los Angeles Lakers,W,130,111,W 8,33-14,19
48,2019-01-24,Washington Wizards,W,126,118,W 9,34-14,8
49,2019-01-26,Boston Celtics,W,115,111,W 10,35-14,4
50,2019-01-28,Indiana Pacers,W,132,100,W 11,36-14,32
51,2019-01-31,Philadelphia 76ers,L,104,113,L 1,36-15,-9
52,2019-02-02,Los Angeles Lakers,W,115,101,W 1,37-15,14
53,2019-02-06,San Antonio Spurs,W,141,102,W 2,38-15,39
54,2019-02-08,Phoenix Suns,W,117,107,W 3,39-15,10
55,2019-02-10,Miami Heat,W,120,118,W 4,40-15,2
56,2019-02-12,Utah Jazz,W,115,108,W 5,41-15,7
57,2019-02-13,Portland Trail Blazers,L,107,129,L 1,41-16,-22
58,2019-02-21,Sacramento Kings,W,125,123,W 1,42-16,2
59,2019-02-23,Houston Rockets,L,112,118,L 1,42-17,-6
60,2019-02-25,Charlotte Hornets,W,121,110,W 1,43-17,11
61,2019-02-27,Miami Heat,L,125,126,L 1,43-18,-1
62,2019-02-28,Orlando Magic,L,96,103,L 2,43-19,-7
63,2019-03-02,Philadelphia 76ers,W,120,117,W 1,44-19,3
64,2019-03-05,Boston Celtics,L,95,128,L 1,44-20,-33
65,2019-03-08,Denver Nuggets,W,122,105,W 1,45-20,17
66,2019-03-10,Phoenix Suns,L,111,115,L 1,45-21,-4
67,2019-03-13,Houston Rockets,W,106,104,W 1,46-21,2
68,2019-03-16,Oklahoma City Thunder,W,110,88,W 2,47-21,22
69,2019-03-18,San Antonio Spurs,L,105,111,L 1,47-22,-6
70,2019-03-19,Minnesota Timberwolves,W,117,107,W 1,48-22,10
71,2019-03-21,Indiana Pacers,W,112,89,W 2,49-22,23
72,2019-03-23,Dallas Mavericks,L,91,126,L 1,49-23,-35
73,2019-03-24,Detroit Pistons,W,121,114,W 1,50-23,7
74,2019-03-27,Memphis Grizzlies,W,118,103,W 2,51-23,15
75,2019-03-29,Minnesota Timberwolves,L,130,131,L 1,51-24,-1
76,2019-03-31,Charlotte Hornets,W,137,90,W 1,52-24,47
77,2019-04-02,Denver Nuggets,W,116,102,W 2,53-24,14
78,2019-04-04,Los Angeles Lakers,W,108,90,W 3,54-24,18
79,2019-04-05,Cleveland Cavaliers,W,120,114,W 4,55-24,6
80,2019-04-07,Los Angeles Clippers,W,131,104,W 5,56-24,27
81,2019-04-09,New Orleans Pelicans,W,112,103,W 6,57-24,9
82,2019-04-10,Memphis Grizzlies,L,117,132,L 1,57-25,-15
