G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2000-10-31,Seattle SuperSonics,W,94,88,W 1,1-0,6
2,2000-11-02,Los Angeles Clippers,W,99,91,W 2,2-0,8
3,2000-11-04,Los Angeles Lakers,L,89,98,L 1,2-1,-9
4,2000-11-06,Atlanta Hawks,W,97,87,W 1,3-1,10
5,2000-11-08,Dallas Mavericks,W,101,74,W 2,4-1,27
6,2000-11-09,Houston Rockets,L,78,85,L 1,4-2,-7
7,2000-11-11,San Antonio Spurs,L,78,91,L 2,4-3,-13
8,2000-11-16,Los Angeles Clippers,L,72,76,L 3,4-4,-4
9,2000-11-18,Dallas Mavericks,L,88,91,L 4,4-5,-3
10,2000-11-20,Denver Nuggets,L,92,95,L 5,4-6,-3
11,2000-11-22,Minnesota Timberwolves,L,100,101,L 6,4-7,-1
12,2000-11-24,Detroit Pistons,L,96,118,L 7,4-8,-22
13,2000-11-26,Boston Celtics,W,98,87,W 1,5-8,11
14,2000-11-27,New York Knicks,L,72,97,L 1,5-9,-25
15,2000-11-29,Phoenix Suns,W,109,106,W 1,6-9,3
16,2000-12-01,Indiana Pacers,L,76,86,L 1,6-10,-10
17,2000-12-03,San Antonio Spurs,L,79,97,L 2,6-11,-18
18,2000-12-05,Detroit Pistons,W,91,83,W 1,7-11,8
19,2000-12-07,Utah Jazz,L,87,98,L 1,7-12,-11
20,2000-12-09,Philadelphia 76ers,L,79,83,L 2,7-13,-4
21,2000-12-11,Houston Rockets,L,75,82,L 3,7-14,-7
22,2000-12-13,Seattle SuperSonics,L,93,94,L 4,7-15,-1
23,2000-12-15,Los Angeles Lakers,L,76,98,L 5,7-16,-22
24,2000-12-17,Orlando Magic,L,91,101,L 6,7-17,-10
25,2000-12-20,Washington Wizards,W,118,104,W 1,8-17,14
26,2000-12-22,Sacramento Kings,L,93,95,L 1,8-18,-2
27,2000-12-23,Los Angeles Clippers,L,90,92,L 2,8-19,-2
28,2000-12-26,Phoenix Suns,L,95,97,L 3,8-20,-2
29,2000-12-29,Portland Trail Blazers,L,81,104,L 4,8-21,-23
30,2000-12-30,Golden State Warriors,L,101,102,L 5,8-22,-1
31,2001-01-03,Charlotte Hornets,W,99,89,W 1,9-22,10
32,2001-01-05,Phoenix Suns,L,76,108,L 1,9-23,-32
33,2001-01-07,Milwaukee Bucks,W,120,117,W 1,10-23,3
34,2001-01-09,Denver Nuggets,L,105,112,L 1,10-24,-7
35,2001-01-12,Seattle SuperSonics,L,102,115,L 2,10-25,-13
36,2001-01-13,Cleveland Cavaliers,W,119,107,W 1,11-25,12
37,2001-01-15,Los Angeles Lakers,L,112,113,L 1,11-26,-1
38,2001-01-17,Denver Nuggets,L,97,121,L 2,11-27,-24
39,2001-01-19,Miami Heat,L,86,97,L 3,11-28,-11
40,2001-01-21,Minnesota Timberwolves,L,94,96,L 4,11-29,-2
41,2001-01-23,San Antonio Spurs,L,77,110,L 5,11-30,-33
42,2001-01-25,Dallas Mavericks,L,83,120,L 6,11-31,-37
43,2001-01-26,Houston Rockets,L,89,106,L 7,11-32,-17
44,2001-01-29,New Jersey Nets,W,97,86,W 1,12-32,11
45,2001-01-31,Phoenix Suns,L,92,101,L 1,12-33,-9
46,2001-02-02,Sacramento Kings,L,95,105,L 2,12-34,-10
47,2001-02-03,Chicago Bulls,W,91,84,W 1,13-34,7
48,2001-02-05,Seattle SuperSonics,L,82,95,L 1,13-35,-13
49,2001-02-07,Utah Jazz,L,82,92,L 2,13-36,-10
50,2001-02-13,Boston Celtics,W,99,98,W 1,14-36,1
51,2001-02-15,Golden State Warriors,W,99,89,W 2,15-36,10
52,2001-02-16,Golden State Warriors,W,92,79,W 3,16-36,13
53,2001-02-18,Minnesota Timberwolves,W,110,102,W 4,17-36,8
54,2001-02-20,Washington Wizards,W,116,104,W 5,18-36,12
55,2001-02-21,Philadelphia 76ers,L,91,107,L 1,18-37,-16
56,2001-02-23,Milwaukee Bucks,L,81,93,L 2,18-38,-12
57,2001-02-24,Chicago Bulls,L,75,90,L 3,18-39,-15
58,2001-02-27,Dallas Mavericks,L,112,116,L 4,18-40,-4
59,2001-02-28,Utah Jazz,L,83,101,L 5,18-41,-18
60,2001-03-03,Los Angeles Lakers,L,88,98,L 6,18-42,-10
61,2001-03-05,San Antonio Spurs,L,77,91,L 7,18-43,-14
62,2001-03-06,Portland Trail Blazers,W,105,97,W 1,19-43,8
63,2001-03-09,Portland Trail Blazers,W,95,85,W 2,20-43,10
64,2001-03-11,Toronto Raptors,L,84,101,L 1,20-44,-17
