G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1985-10-26,New Jersey Nets,W,119,92,W 1,1-0,27
2,1985-10-30,New Jersey Nets,L,138,147,L 1,1-1,-9
3,1985-11-01,Detroit Pistons,L,116,124,L 2,1-2,-8
4,1985-11-02,Detroit Pistons,L,117,128,L 3,1-3,-11
5,1985-11-06,Philadelphia 76ers,L,97,105,L 4,1-4,-8
6,1985-11-09,Phoenix Suns,W,127,105,W 1,2-4,22
7,1985-11-13,Boston Celtics,L,114,118,L 1,2-5,-4
8,1985-11-14,Cleveland Cavaliers,L,104,112,L 2,2-6,-8
9,1985-11-16,Boston Celtics,W,111,109,W 1,3-6,2
10,1985-11-19,Chicago Bulls,L,114,121,L 1,3-7,-7
11,1985-11-20,Houston Rockets,L,97,126,L 2,3-8,-29
12,1985-11-22,San Antonio Spurs,L,96,108,L 3,3-9,-12
13,1985-11-23,Dallas Mavericks,L,104,117,L 4,3-10,-13
14,1985-11-25,Utah Jazz,L,101,102,L 5,3-11,-1
15,1985-11-27,New York Knicks,L,77,80,L 6,3-12,-3
16,1985-11-29,Philadelphia 76ers,L,100,110,L 7,3-13,-10
17,1985-11-30,Milwaukee Bucks,L,94,111,L 8,3-14,-17
18,1985-12-03,Cleveland Cavaliers,W,98,84,W 1,4-14,14
19,1985-12-04,Denver Nuggets,L,105,119,L 1,4-15,-14
20,1985-12-06,New York Knicks,W,107,83,W 1,5-15,24
21,1985-12-10,New York Knicks,L,64,82,L 1,5-16,-18
22,1985-12-11,San Antonio Spurs,W,114,101,W 1,6-16,13
23,1985-12-13,Atlanta Hawks,W,109,89,W 2,7-16,20
24,1985-12-14,New Jersey Nets,L,99,105,L 1,7-17,-6
25,1985-12-17,Philadelphia 76ers,L,96,102,L 2,7-18,-6
26,1985-12-20,Milwaukee Bucks,W,114,102,W 1,8-18,12
27,1985-12-21,New Jersey Nets,L,98,102,L 1,8-19,-4
28,1985-12-26,Milwaukee Bucks,L,87,105,L 2,8-20,-18
29,1985-12-28,Chicago Bulls,L,104,108,L 3,8-21,-4
30,1985-12-30,Washington Bullets,W,97,80,W 1,9-21,17
31,1986-01-02,Boston Celtics,L,104,122,L 1,9-22,-18
32,1986-01-04,Los Angeles Clippers,W,106,77,W 1,10-22,29
33,1986-01-07,New York Knicks,L,85,93,L 1,10-23,-8
34,1986-01-08,Sacramento Kings,L,87,88,L 2,10-24,-1
35,1986-01-10,Los Angeles Lakers,L,102,124,L 3,10-25,-22
36,1986-01-11,Phoenix Suns,L,99,128,L 4,10-26,-29
37,1986-01-13,Golden State Warriors,L,108,119,L 5,10-27,-11
38,1986-01-15,Portland Trail Blazers,L,104,109,L 6,10-28,-5
39,1986-01-17,Boston Celtics,L,105,123,L 7,10-29,-18
40,1986-01-18,Cleveland Cavaliers,L,95,108,L 8,10-30,-13
41,1986-01-20,Detroit Pistons,W,105,99,W 1,11-30,6
42,1986-01-24,Milwaukee Bucks,L,92,117,L 1,11-31,-25
43,1986-01-25,Golden State Warriors,W,124,101,W 1,12-31,23
44,1986-01-28,Atlanta Hawks,L,92,123,L 1,12-32,-31
45,1986-01-29,Washington Bullets,W,92,88,W 1,13-32,4
46,1986-01-31,Seattle SuperSonics,W,101,94,W 2,14-32,7
47,1986-02-02,Chicago Bulls,W,131,106,W 3,15-32,25
48,1986-02-04,New Jersey Nets,W,117,101,W 4,16-32,16
49,1986-02-06,Atlanta Hawks,L,85,100,L 1,16-33,-15
50,1986-02-11,Cleveland Cavaliers,L,97,119,L 2,16-34,-22
51,1986-02-12,Milwaukee Bucks,L,97,103,L 3,16-35,-6
52,1986-02-14,Chicago Bulls,W,104,88,W 1,17-35,16
53,1986-02-15,Cleveland Cavaliers,W,105,99,W 2,18-35,6
54,1986-02-17,Chicago Bulls,W,124,110,W 3,19-35,14
55,1986-02-19,Los Angeles Lakers,L,81,90,L 1,19-36,-9
56,1986-02-21,Atlanta Hawks,L,98,106,L 2,19-37,-8
57,1986-02-23,Boston Celtics,L,98,113,L 3,19-38,-15
58,1986-02-25,Washington Bullets,W,100,87,W 1,20-38,13
59,1986-02-27,Utah Jazz,L,92,109,L 1,20-39,-17
60,1986-02-28,Sacramento Kings,L,100,121,L 2,20-40,-21
61,1986-03-02,Los Angeles Clippers,W,129,112,W 1,21-40,17
62,1986-03-04,Portland Trail Blazers,L,99,102,L 1,21-41,-3
63,1986-03-05,Seattle SuperSonics,W,120,112,W 1,22-41,8
64,1986-03-07,Denver Nuggets,L,117,134,L 1,22-42,-17
65,1986-03-09,Philadelphia 76ers,L,102,120,L 2,22-43,-18
66,1986-03-11,Philadelphia 76ers,L,91,101,L 3,22-44,-10
67,1986-03-12,Detroit Pistons,L,101,111,L 4,22-45,-10
68,1986-03-14,Milwaukee Bucks,W,114,104,W 1,23-45,10
69,1986-03-15,Washington Bullets,W,105,100,W 2,24-45,5
70,1986-03-17,New York Knicks,W,112,92,W 3,25-45,20
71,1986-03-19,Boston Celtics,L,108,127,L 1,25-46,-19
72,1986-03-22,Washington Bullets,L,110,111,L 2,25-47,-1
73,1986-03-24,Dallas Mavericks,L,120,126,L 3,25-48,-6
74,1986-03-26,Houston Rockets,L,101,110,L 4,25-49,-9
75,1986-03-28,Atlanta Hawks,L,92,100,L 5,25-50,-8
76,1986-04-01,Detroit Pistons,L,108,116,L 6,25-51,-8
77,1986-04-03,Chicago Bulls,L,108,109,L 7,25-52,-1
78,1986-04-05,Detroit Pistons,L,106,115,L 8,25-53,-9
79,1986-04-07,New York Knicks,L,104,106,L 9,25-54,-2
80,1986-04-08,Washington Bullets,W,111,104,W 1,26-54,7
81,1986-04-11,Philadelphia 76ers,L,122,130,L 1,26-55,-8
82,1986-04-12,Atlanta Hawks,L,91,108,L 2,26-56,-17
