G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1971-10-12,Atlanta Hawks,W,127,113,W 1,1-0,14
2,1971-10-19,Seattle SuperSonics,L,100,101,L 1,1-1,-1
3,1971-10-23,Portland Trail Blazers,L,100,104,L 2,1-2,-4
4,1971-10-24,Seattle SuperSonics,L,101,119,L 3,1-3,-18
5,1971-10-26,Phoenix Suns,L,99,126,L 4,1-4,-27
6,1971-10-29,Los Angeles Lakers,L,107,119,L 5,1-5,-12
7,1971-10-30,Golden State Warriors,L,112,116,L 6,1-6,-4
8,1971-11-03,Philadelphia 76ers,W,124,100,W 1,2-6,24
9,1971-11-06,Phoenix Suns,W,110,95,W 2,3-6,15
10,1971-11-08,Boston Celtics,L,109,120,L 1,3-7,-11
11,1971-11-10,New York Knicks,W,99,85,W 1,4-7,14
12,1971-11-13,Golden State Warriors,W,110,101,W 2,5-7,9
13,1971-11-16,Buffalo Braves,L,98,102,L 1,5-8,-4
14,1971-11-17,Baltimore Bullets,L,103,113,L 2,5-9,-10
15,1971-11-19,Boston Celtics,W,110,106,W 1,6-9,4
16,1971-11-23,New York Knicks,L,110,125,L 1,6-10,-15
17,1971-11-24,Portland Trail Blazers,W,114,112,W 1,7-10,2
18,1971-11-26,Cleveland Cavaliers,L,114,128,L 1,7-11,-14
19,1971-11-27,Milwaukee Bucks,L,81,114,L 2,7-12,-33
20,1971-11-30,Baltimore Bullets,W,118,103,W 1,8-12,15
21,1971-12-01,Chicago Bulls,L,101,109,L 1,8-13,-8
22,1971-12-03,Milwaukee Bucks,L,82,120,L 2,8-14,-38
23,1971-12-04,Seattle SuperSonics,L,98,100,L 3,8-15,-2
24,1971-12-07,Buffalo Braves,L,91,115,L 4,8-16,-24
25,1971-12-08,Philadelphia 76ers,L,109,115,L 5,8-17,-6
26,1971-12-10,Philadelphia 76ers,W,113,106,W 1,9-17,7
27,1971-12-11,Cleveland Cavaliers,W,103,95,W 2,10-17,8
28,1971-12-12,Boston Celtics,L,83,96,L 1,10-18,-13
29,1971-12-15,Phoenix Suns,L,108,127,L 2,10-19,-19
30,1971-12-16,Detroit Pistons,L,101,107,L 3,10-20,-6
31,1971-12-18,Houston Rockets,L,116,126,L 4,10-21,-10
32,1971-12-19,Atlanta Hawks,L,99,101,L 5,10-22,-2
33,1971-12-22,Atlanta Hawks,L,103,106,L 6,10-23,-3
34,1971-12-25,Boston Celtics,L,94,99,L 7,10-24,-5
35,1971-12-28,Baltimore Bullets,L,87,119,L 8,10-25,-32
36,1971-12-29,Golden State Warriors,L,102,107,L 9,10-26,-5
37,1972-01-01,New York Knicks,L,94,104,L 10,10-27,-10
38,1972-01-05,Milwaukee Bucks,L,106,115,L 11,10-28,-9
39,1972-01-07,Detroit Pistons,L,132,151,L 12,10-29,-19
40,1972-01-08,Buffalo Braves,L,87,97,L 13,10-30,-10
41,1972-01-09,Chicago Bulls,L,104,108,L 14,10-31,-4
42,1972-01-11,Buffalo Braves,W,109,107,W 1,11-31,2
43,1972-01-12,Los Angeles Lakers,W,108,107,W 2,12-31,1
44,1972-01-14,Atlanta Hawks,W,126,102,W 3,13-31,24
45,1972-01-16,Cleveland Cavaliers,W,128,108,W 4,14-31,20
46,1972-01-20,Houston Rockets,L,87,104,L 1,14-32,-17
47,1972-01-22,Cleveland Cavaliers,W,113,96,W 1,15-32,17
48,1972-01-23,Baltimore Bullets,L,101,132,L 1,15-33,-31
49,1972-01-26,Philadelphia 76ers,L,102,113,L 2,15-34,-11
50,1972-01-28,Baltimore Bullets,L,124,132,L 3,15-35,-8
51,1972-01-29,Cleveland Cavaliers,W,120,118,W 1,16-35,2
52,1972-02-02,New York Knicks,W,116,105,W 2,17-35,11
53,1972-02-04,Boston Celtics,L,109,122,L 1,17-36,-13
54,1972-02-05,Detroit Pistons,W,133,132,W 1,18-36,1
55,1972-02-06,Chicago Bulls,L,94,119,L 1,18-37,-25
56,1972-02-08,Portland Trail Blazers,L,100,104,L 2,18-38,-4
57,1972-02-10,Seattle SuperSonics,L,96,118,L 3,18-39,-22
58,1972-02-12,Phoenix Suns,L,95,117,L 4,18-40,-22
59,1972-02-13,Houston Rockets,L,111,112,L 5,18-41,-1
60,1972-02-15,Los Angeles Lakers,L,118,125,L 6,18-42,-7
61,1972-02-17,Milwaukee Bucks,L,97,111,L 7,18-43,-14
62,1972-02-18,Cleveland Cavaliers,L,109,133,L 8,18-44,-24
63,1972-02-19,Cleveland Cavaliers,W,112,92,W 1,19-44,20
64,1972-02-20,Atlanta Hawks,W,101,92,W 2,20-44,9
65,1972-02-23,Portland Trail Blazers,W,110,106,W 3,21-44,4
66,1972-02-24,Buffalo Braves,W,108,97,W 4,22-44,11
67,1972-02-25,Los Angeles Lakers,L,88,109,L 1,22-45,-21
68,1972-02-26,Seattle SuperSonics,L,106,122,L 2,22-46,-16
69,1972-02-29,Golden State Warriors,L,120,128,L 3,22-47,-8
70,1972-03-01,Houston Rockets,L,96,108,L 4,22-48,-12
71,1972-03-05,Boston Celtics,W,125,114,W 1,23-48,11
72,1972-03-08,Phoenix Suns,W,122,105,W 2,24-48,17
73,1972-03-10,Chicago Bulls,W,104,100,W 3,25-48,4
74,1972-03-12,Golden State Warriors,W,117,106,W 4,26-48,11
75,1972-03-15,Los Angeles Lakers,L,116,121,L 1,26-49,-5
76,1972-03-18,Atlanta Hawks,L,106,115,L 2,26-50,-9
77,1972-03-19,Buffalo Braves,W,136,105,W 1,27-50,31
78,1972-03-21,Detroit Pistons,L,117,120,L 1,27-51,-3
79,1972-03-22,Detroit Pistons,W,135,130,W 1,28-51,5
80,1972-03-24,Baltimore Bullets,W,132,114,W 2,29-51,18
81,1972-03-25,Milwaukee Bucks,L,95,119,L 1,29-52,-24
82,1972-03-26,Cleveland Cavaliers,W,135,122,W 1,30-52,13
