G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1986-10-31,Philadelphia 76ers,L,104,108,L 1,0-1,-4
2,1986-11-01,Detroit Pistons,W,92,89,W 1,1-1,3
3,1986-11-04,Philadelphia 76ers,W,125,121,W 2,2-1,4
4,1986-11-05,Boston Celtics,L,102,133,L 1,2-2,-31
5,1986-11-08,San Antonio Spurs,W,130,97,W 1,3-2,33
6,1986-11-11,Milwaukee Bucks,L,94,102,L 1,3-3,-8
7,1986-11-13,New Jersey Nets,W,120,117,W 1,4-3,3
8,1986-11-15,Milwaukee Bucks,W,104,103,W 2,5-3,1
9,1986-11-16,Washington Bullets,L,111,124,L 1,5-4,-13
10,1986-11-18,Los Angeles Clippers,W,98,93,W 1,6-4,5
11,1986-11-20,Sacramento Kings,L,83,92,L 1,6-5,-9
12,1986-11-22,Seattle SuperSonics,L,111,121,L 2,6-6,-10
13,1986-11-23,Portland Trail Blazers,L,95,108,L 3,6-7,-13
14,1986-11-26,Houston Rockets,L,88,92,L 4,6-8,-4
15,1986-11-28,Denver Nuggets,W,126,102,W 1,7-8,24
16,1986-11-30,Portland Trail Blazers,L,101,118,L 1,7-9,-17
17,1986-12-02,Milwaukee Bucks,L,88,95,L 2,7-10,-7
18,1986-12-03,Washington Bullets,W,116,103,W 1,8-10,13
19,1986-12-05,Atlanta Hawks,W,119,113,W 2,9-10,6
20,1986-12-10,Philadelphia 76ers,L,112,122,L 1,9-11,-10
21,1986-12-11,Cleveland Cavaliers,W,115,94,W 1,10-11,21
22,1986-12-13,New Jersey Nets,W,95,91,W 2,11-11,4
23,1986-12-17,Boston Celtics,L,101,113,L 1,11-12,-12
24,1986-12-18,Chicago Bulls,L,88,97,L 2,11-13,-9
25,1986-12-20,New York Knicks,W,123,99,W 1,12-13,24
26,1986-12-21,Cleveland Cavaliers,L,94,104,L 1,12-14,-10
27,1986-12-23,Detroit Pistons,W,111,98,W 1,13-14,13
28,1986-12-27,Chicago Bulls,L,93,105,L 1,13-15,-12
29,1986-12-30,Cleveland Cavaliers,W,111,99,W 1,14-15,12
30,1987-01-02,Los Angeles Clippers,W,116,106,W 2,15-15,10
31,1987-01-05,Dallas Mavericks,W,144,135,W 3,16-15,9
32,1987-01-06,San Antonio Spurs,W,101,99,W 4,17-15,2
33,1987-01-08,Houston Rockets,L,96,110,L 1,17-16,-14
34,1987-01-10,Utah Jazz,L,96,105,L 2,17-17,-9
35,1987-01-13,Philadelphia 76ers,L,94,101,L 3,17-18,-7
36,1987-01-15,Washington Bullets,W,113,105,W 1,18-18,8
37,1987-01-17,Dallas Mavericks,W,119,115,W 2,19-18,4
38,1987-01-19,Chicago Bulls,W,109,95,W 3,20-18,14
