G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1983-10-28,Philadelphia 76ers,L,114,117,L 1,0-1,-3
2,1983-10-29,New York Knicks,L,97,100,L 2,0-2,-3
3,1983-11-01,Atlanta Hawks,L,92,95,L 3,0-3,-3
4,1983-11-03,Detroit Pistons,W,111,88,W 1,1-3,23
5,1983-11-05,Boston Celtics,L,117,120,L 1,1-4,-3
6,1983-11-08,San Diego Clippers,W,119,113,W 1,2-4,6
7,1983-11-09,New Jersey Nets,L,110,127,L 1,2-5,-17
8,1983-11-11,Chicago Bulls,W,125,124,W 1,3-5,1
9,1983-11-15,Kansas City Kings,L,100,101,L 1,3-6,-1
10,1983-11-17,Indiana Pacers,W,102,94,W 1,4-6,8
11,1983-11-19,Utah Jazz,W,126,113,W 2,5-6,13
12,1983-11-22,Golden State Warriors,L,101,102,L 1,5-7,-1
13,1983-11-23,Cleveland Cavaliers,L,98,107,L 2,5-8,-9
14,1983-11-25,Detroit Pistons,W,120,111,W 1,6-8,9
15,1983-11-26,Milwaukee Bucks,L,92,109,L 1,6-9,-17
16,1983-11-29,Milwaukee Bucks,L,88,94,L 2,6-10,-6
17,1983-12-01,New York Knicks,L,93,127,L 3,6-11,-34
18,1983-12-03,Philadelphia 76ers,W,103,98,W 1,7-11,5
19,1983-12-06,Houston Rockets,W,113,109,W 2,8-11,4
20,1983-12-07,Dallas Mavericks,W,114,112,W 3,9-11,2
21,1983-12-10,San Antonio Spurs,L,102,125,L 1,9-12,-23
22,1983-12-13,Atlanta Hawks,L,89,94,L 2,9-13,-5
23,1983-12-14,Atlanta Hawks,W,99,96,W 1,10-13,3
24,1983-12-16,Boston Celtics,W,100,93,W 2,11-13,7
25,1983-12-17,Cleveland Cavaliers,W,119,95,W 3,12-13,24
26,1983-12-20,San Antonio Spurs,W,108,106,W 4,13-13,2
27,1983-12-23,Chicago Bulls,L,93,114,L 1,13-14,-21
28,1983-12-27,New Jersey Nets,W,116,106,W 1,14-14,10
29,1983-12-30,New York Knicks,W,91,86,W 2,15-14,5
30,1984-01-03,Detroit Pistons,W,103,102,W 3,16-14,1
31,1984-01-04,Boston Celtics,L,104,113,L 1,16-15,-9
32,1984-01-06,Chicago Bulls,W,96,88,W 1,17-15,8
33,1984-01-07,Chicago Bulls,L,73,87,L 1,17-16,-14
34,1984-01-09,New Jersey Nets,L,103,107,L 2,17-17,-4
35,1984-01-11,Philadelphia 76ers,L,99,121,L 3,17-18,-22
36,1984-01-12,Atlanta Hawks,L,91,106,L 4,17-19,-15
37,1984-01-14,Utah Jazz,L,96,121,L 5,17-20,-25
38,1984-01-15,Phoenix Suns,L,101,110,L 6,17-21,-9
39,1984-01-17,Los Angeles Lakers,L,95,108,L 7,17-22,-13
40,1984-01-18,San Diego Clippers,L,101,110,L 8,17-23,-9
41,1984-01-20,Milwaukee Bucks,L,103,133,L 9,17-24,-30
42,1984-01-21,Philadelphia 76ers,W,94,90,W 1,18-24,4
43,1984-01-24,Milwaukee Bucks,W,123,117,W 2,19-24,6
44,1984-01-26,New York Knicks,L,97,104,L 1,19-25,-7
