G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2014-10-29,Miami Heat,L,95,107,L 1,0-1,-12
2,2014-10-30,Orlando Magic,W,105,98,W 1,1-1,7
3,2014-11-01,Milwaukee Bucks,W,108,97,W 2,2-1,11
4,2014-11-04,New York Knicks,W,98,83,W 3,3-1,15
5,2014-11-05,Indiana Pacers,W,96,94,W 4,4-1,2
6,2014-11-07,Toronto Raptors,L,84,103,L 1,4-2,-19
7,2014-11-08,Indiana Pacers,W,97,90,W 1,5-2,7
8,2014-11-12,Detroit Pistons,W,107,103,W 2,6-2,4
9,2014-11-15,Orlando Magic,W,98,93,W 3,7-2,5
10,2014-11-19,Dallas Mavericks,L,102,105,L 1,7-3,-3
11,2014-11-21,Cleveland Cavaliers,W,91,78,W 1,8-3,13
12,2014-11-22,Milwaukee Bucks,W,111,100,W 2,9-3,11
13,2014-11-25,Atlanta Hawks,L,102,106,L 1,9-4,-4
14,2014-11-26,Cleveland Cavaliers,L,87,113,L 2,9-5,-26
15,2014-11-29,New Orleans Pelicans,W,83,80,W 1,10-5,3
16,2014-12-01,Miami Heat,W,107,86,W 2,11-5,21
17,2014-12-03,Los Angeles Lakers,W,111,95,W 3,12-5,16
18,2014-12-05,Denver Nuggets,W,119,89,W 4,13-5,30
19,2014-12-07,Boston Celtics,L,93,101,L 1,13-6,-8
20,2014-12-08,Boston Celtics,W,133,132,W 1,14-6,1
21,2014-12-10,Orlando Magic,W,91,89,W 2,15-6,2
22,2014-12-12,Los Angeles Clippers,W,104,96,W 3,16-6,8
23,2014-12-14,Utah Jazz,W,93,84,W 4,17-6,9
24,2014-12-16,Minnesota Timberwolves,W,109,95,W 5,18-6,14
25,2014-12-19,Miami Heat,W,105,103,W 6,19-6,2
26,2014-12-21,Phoenix Suns,L,92,104,L 1,19-7,-12
27,2014-12-23,Chicago Bulls,L,91,99,L 2,19-8,-8
28,2014-12-25,New York Knicks,W,102,91,W 1,20-8,11
29,2014-12-27,Boston Celtics,W,101,88,W 2,21-8,13
30,2014-12-29,Houston Rockets,W,104,103,W 3,22-8,1
31,2014-12-30,Dallas Mavericks,L,87,114,L 1,22-9,-27
32,2015-01-02,Oklahoma City Thunder,L,102,109,L 2,22-10,-7
33,2015-01-03,San Antonio Spurs,L,92,101,L 3,22-11,-9
34,2015-01-05,New Orleans Pelicans,W,92,85,W 1,23-11,7
35,2015-01-07,New York Knicks,W,101,91,W 2,24-11,10
36,2015-01-09,Chicago Bulls,W,102,86,W 3,25-11,16
37,2015-01-11,Atlanta Hawks,L,89,120,L 1,25-12,-31
38,2015-01-13,San Antonio Spurs,W,101,93,W 1,26-12,8
39,2015-01-14,Chicago Bulls,W,105,99,W 2,27-12,6
40,2015-01-16,Brooklyn Nets,L,80,102,L 1,27-13,-22
41,2015-01-17,Brooklyn Nets,W,99,90,W 1,28-13,9
42,2015-01-19,Philadelphia 76ers,W,111,76,W 2,29-13,35
43,2015-01-21,Oklahoma City Thunder,L,103,105,L 1,29-14,-2
