G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1999-02-05,Orlando Magic,L,85,93,L 1,0-1,-8
2,1999-02-07,Miami Heat,L,79,83,L 2,0-2,-4
3,1999-02-10,Washington Wizards,W,101,88,W 1,1-2,13
4,1999-02-11,Chicago Bulls,W,73,68,W 2,2-2,5
5,1999-02-15,Detroit Pistons,W,78,69,W 3,3-2,9
6,1999-02-16,Toronto Raptors,W,95,85,W 4,4-2,10
7,1999-02-18,Cleveland Cavaliers,L,74,98,L 1,4-3,-24
8,1999-02-19,Philadelphia 76ers,W,78,67,W 1,5-3,11
9,1999-02-21,Chicago Bulls,W,79,63,W 2,6-3,16
10,1999-02-23,New Jersey Nets,W,82,74,W 3,7-3,8
11,1999-02-25,Minnesota Timberwolves,W,115,113,W 4,8-3,2
12,1999-02-26,Boston Celtics,L,80,94,L 1,8-4,-14
13,1999-02-28,Detroit Pistons,L,68,89,L 2,8-5,-21
14,1999-03-01,Cleveland Cavaliers,W,85,78,W 1,9-5,7
15,1999-03-02,Miami Heat,L,84,85,L 1,9-6,-1
16,1999-03-05,Milwaukee Bucks,L,87,88,L 2,9-7,-1
17,1999-03-07,New Jersey Nets,W,97,86,W 1,10-7,11
18,1999-03-09,Milwaukee Bucks,L,86,87,L 1,10-8,-1
19,1999-03-11,Washington Wizards,W,98,86,W 1,11-8,12
20,1999-03-12,Chicago Bulls,L,63,76,L 1,11-9,-13
21,1999-03-14,Charlotte Hornets,W,94,86,W 1,12-9,8
22,1999-03-15,Milwaukee Bucks,W,108,102,W 2,13-9,6
23,1999-03-16,Los Angeles Clippers,W,113,89,W 3,14-9,24
24,1999-03-18,Orlando Magic,L,78,86,L 1,14-10,-8
25,1999-03-20,Boston Celtics,W,96,78,W 1,15-10,18
26,1999-03-21,Toronto Raptors,L,81,85,L 1,15-11,-4
27,1999-03-22,Atlanta Hawks,L,71,80,L 2,15-12,-9
28,1999-03-24,Sacramento Kings,L,91,92,L 3,15-13,-1
29,1999-03-26,Phoenix Suns,W,94,87,W 1,16-13,7
30,1999-03-28,Los Angeles Lakers,L,91,99,L 1,16-14,-8
31,1999-03-30,Indiana Pacers,W,94,93,W 1,17-14,1
32,1999-04-01,Cleveland Cavaliers,W,78,74,W 2,18-14,4
33,1999-04-04,Indiana Pacers,L,95,108,L 1,18-15,-13
34,1999-04-06,Orlando Magic,L,72,81,L 2,18-16,-9
35,1999-04-07,Charlotte Hornets,L,82,106,L 3,18-17,-24
36,1999-04-09,Atlanta Hawks,W,86,78,W 1,19-17,8
37,1999-04-11,New Jersey Nets,W,93,78,W 2,20-17,15
38,1999-04-13,Philadelphia 76ers,W,91,72,W 3,21-17,19
39,1999-04-14,Washington Wizards,L,89,95,L 1,21-18,-6
40,1999-04-16,Detroit Pistons,L,71,80,L 2,21-19,-9
41,1999-04-17,Toronto Raptors,L,90,93,L 3,21-20,-3
42,1999-04-19,Philadelphia 76ers,L,67,72,L 4,21-21,-5
43,1999-04-23,Charlotte Hornets,W,110,105,W 1,22-21,5
44,1999-04-25,Miami Heat,W,82,80,W 2,23-21,2
45,1999-04-26,Charlotte Hornets,W,91,84,W 3,24-21,7
46,1999-04-28,Atlanta Hawks,L,73,76,L 1,24-22,-3
47,1999-04-29,Philadelphia 76ers,W,85,70,W 1,25-22,15
48,1999-05-02,Indiana Pacers,L,71,94,L 1,25-23,-23
49,1999-05-03,Boston Celtics,W,95,88,W 1,26-23,7
50,1999-05-05,Miami Heat,W,101,88,W 2,27-23,13
