G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1981-10-30,Detroit Pistons,L,113,118,L 1,0-1,-5
2,1981-10-31,Boston Celtics,W,119,103,W 1,1-1,16
3,1981-11-05,Washington Bullets,W,98,90,W 2,2-1,8
4,1981-11-07,San Diego Clippers,W,105,102,W 3,3-1,3
5,1981-11-10,Atlanta Hawks,L,83,94,L 1,3-2,-11
6,1981-11-11,New Jersey Nets,W,100,88,W 1,4-2,12
7,1981-11-13,New York Knicks,W,95,85,W 2,5-2,10
8,1981-11-15,Cleveland Cavaliers,W,98,96,W 3,6-2,2
9,1981-11-17,Washington Bullets,W,99,95,W 4,7-2,4
10,1981-11-18,Philadelphia 76ers,L,100,102,L 1,7-3,-2
11,1981-11-20,Boston Celtics,L,89,112,L 2,7-4,-23
12,1981-11-21,New York Knicks,L,112,118,L 3,7-5,-6
13,1981-11-24,Detroit Pistons,W,103,95,W 1,8-5,8
14,1981-11-27,Golden State Warriors,L,96,113,L 1,8-6,-17
15,1981-11-29,San Antonio Spurs,W,105,89,W 1,9-6,16
16,1981-12-01,Cleveland Cavaliers,W,126,110,W 2,10-6,16
17,1981-12-04,Atlanta Hawks,W,97,80,W 3,11-6,17
18,1981-12-05,Detroit Pistons,W,111,108,W 4,12-6,3
19,1981-12-09,Houston Rockets,W,89,83,W 5,13-6,6
20,1981-12-11,Indiana Pacers,W,103,100,W 6,14-6,3
21,1981-12-12,New York Knicks,W,104,86,W 7,15-6,18
22,1981-12-13,Philadelphia 76ers,W,127,108,W 8,16-6,19
23,1981-12-15,Indiana Pacers,W,104,96,W 9,17-6,8
24,1981-12-18,New Jersey Nets,L,88,100,L 1,17-7,-12
25,1981-12-22,Kansas City Kings,L,101,106,L 2,17-8,-5
26,1981-12-26,Cleveland Cavaliers,W,109,102,W 1,18-8,7
27,1981-12-27,Chicago Bulls,W,108,96,W 2,19-8,12
28,1981-12-29,Indiana Pacers,W,107,96,W 3,20-8,11
29,1981-12-30,Washington Bullets,W,107,103,W 4,21-8,4
30,1982-01-02,Chicago Bulls,W,128,121,W 5,22-8,7
31,1982-01-03,Denver Nuggets,L,122,128,L 1,22-9,-6
32,1982-01-05,New York Knicks,L,102,112,L 2,22-10,-10
33,1982-01-06,New Jersey Nets,W,109,95,W 1,23-10,14
34,1982-01-08,Atlanta Hawks,L,88,90,L 1,23-11,-2
35,1982-01-10,Los Angeles Lakers,W,118,107,W 1,24-11,11
36,1982-01-13,Philadelphia 76ers,W,111,107,W 2,25-11,4
