G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1984-10-27,Houston Rockets,L,111,121,L 1,0-1,-10
2,1984-10-28,Los Angeles Lakers,W,107,96,W 1,1-1,11
3,1984-10-30,Houston Rockets,L,84,106,L 1,1-2,-22
4,1984-10-31,Indiana Pacers,W,101,100,W 1,2-2,1
5,1984-11-02,Philadelphia 76ers,L,103,107,L 1,2-3,-4
6,1984-11-03,Phoenix Suns,L,93,105,L 2,2-4,-12
7,1984-11-06,New York Knicks,W,107,104,W 1,3-4,3
8,1984-11-08,Atlanta Hawks,W,112,105,W 2,4-4,7
9,1984-11-10,Seattle SuperSonics,W,106,102,W 3,5-4,4
10,1984-11-12,Utah Jazz,L,97,123,L 1,5-5,-26
11,1984-11-13,Portland Trail Blazers,W,101,94,W 1,6-5,7
12,1984-11-15,Golden State Warriors,L,112,117,L 1,6-6,-5
13,1984-11-17,Detroit Pistons,L,110,124,L 2,6-7,-14
14,1984-11-20,Milwaukee Bucks,W,109,108,W 1,7-7,1
15,1984-11-24,Houston Rockets,W,113,95,W 2,8-7,18
16,1984-11-27,Boston Celtics,L,99,114,L 1,8-8,-15
17,1984-11-29,San Antonio Spurs,L,116,124,L 2,8-9,-8
18,1984-11-30,Seattle SuperSonics,W,108,98,W 1,9-9,10
19,1984-12-05,Los Angeles Clippers,L,106,110,L 1,9-10,-4
20,1984-12-06,New York Knicks,W,112,83,W 1,10-10,29
21,1984-12-08,Chicago Bulls,L,97,99,L 1,10-11,-2
22,1984-12-12,Kansas City Kings,W,116,107,W 1,11-11,9
23,1984-12-14,San Antonio Spurs,W,119,102,W 2,12-11,17
24,1984-12-15,Houston Rockets,L,115,117,L 1,12-12,-2
25,1984-12-18,Milwaukee Bucks,L,96,110,L 2,12-13,-14
26,1984-12-21,Denver Nuggets,L,93,116,L 3,12-14,-23
27,1984-12-22,Utah Jazz,W,113,96,W 1,13-14,17
28,1984-12-26,Los Angeles Clippers,W,124,118,W 2,14-14,6
29,1984-12-28,Phoenix Suns,W,125,111,W 3,15-14,14
30,1984-12-29,Utah Jazz,L,97,99,L 1,15-15,-2
31,1985-01-03,San Antonio Spurs,L,115,116,L 2,15-16,-1
32,1985-01-05,Kansas City Kings,W,135,107,W 1,16-16,28
33,1985-01-07,Seattle SuperSonics,W,102,84,W 2,17-16,18
34,1985-01-08,Portland Trail Blazers,W,108,102,W 3,18-16,6
35,1985-01-10,Kansas City Kings,W,117,110,W 4,19-16,7
36,1985-01-11,Los Angeles Lakers,L,102,121,L 1,19-17,-19
37,1985-01-13,Portland Trail Blazers,W,124,101,W 1,20-17,23
38,1985-01-15,Golden State Warriors,W,149,104,W 2,21-17,45
39,1985-01-16,Phoenix Suns,L,95,98,L 1,21-18,-3
40,1985-01-18,Los Angeles Lakers,L,92,110,L 2,21-19,-18
41,1985-01-19,Los Angeles Clippers,W,101,100,W 1,22-19,1
42,1985-01-23,San Antonio Spurs,W,122,110,W 2,23-19,12
43,1985-01-24,Washington Bullets,L,92,93,L 1,23-20,-1
44,1985-01-26,New Jersey Nets,L,93,103,L 2,23-21,-10
45,1985-01-28,Philadelphia 76ers,W,111,109,W 1,24-21,2
46,1985-01-31,Denver Nuggets,L,110,121,L 1,24-22,-11
47,1985-02-01,Utah Jazz,L,109,121,L 2,24-23,-12
48,1985-02-03,Denver Nuggets,W,114,106,W 1,25-23,8
49,1985-02-05,Atlanta Hawks,W,112,103,W 2,26-23,9
50,1985-02-06,Golden State Warriors,W,129,103,W 3,27-23,26
51,1985-02-12,Cleveland Cavaliers,W,131,112,W 4,28-23,19
52,1985-02-13,Detroit Pistons,L,119,124,L 1,28-24,-5
53,1985-02-15,Phoenix Suns,L,103,126,L 2,28-25,-23
54,1985-02-19,Houston Rockets,W,124,115,W 1,29-25,9
55,1985-02-20,Portland Trail Blazers,W,104,98,W 2,30-25,6
56,1985-02-22,Washington Bullets,W,110,101,W 3,31-25,9
57,1985-02-23,Kansas City Kings,W,121,98,W 4,32-25,23
58,1985-02-26,Utah Jazz,L,96,103,L 1,32-26,-7
59,1985-03-01,Denver Nuggets,L,140,141,L 2,32-27,-1
60,1985-03-02,Los Angeles Lakers,L,106,125,L 3,32-28,-19
61,1985-03-04,Phoenix Suns,W,107,99,W 1,33-28,8
