G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1990-11-02,Houston Rockets,W,90,89,W 1,1-0,1
2,1990-11-03,Sacramento Kings,W,95,93,W 2,2-0,2
3,1990-11-06,Los Angeles Lakers,W,125,123,W 3,3-0,2
4,1990-11-09,Detroit Pistons,W,113,101,W 4,4-0,12
5,1990-11-11,Los Angeles Clippers,W,138,107,W 5,5-0,31
6,1990-11-13,Denver Nuggets,W,155,129,W 6,6-0,26
7,1990-11-15,New York Knicks,W,141,125,W 7,7-0,16
8,1990-11-17,Denver Nuggets,W,143,112,W 8,8-0,31
9,1990-11-18,Chicago Bulls,W,125,112,W 9,9-0,13
10,1990-11-23,Golden State Warriors,W,143,119,W 10,10-0,24
11,1990-11-25,San Antonio Spurs,W,117,103,W 11,11-0,14
12,1990-11-27,Phoenix Suns,L,109,123,L 1,11-1,-14
13,1990-11-29,Minnesota Timberwolves,W,107,92,W 1,12-1,15
14,1990-12-01,Seattle SuperSonics,W,130,124,W 2,13-1,6
15,1990-12-02,Utah Jazz,W,101,97,W 3,14-1,4
16,1990-12-04,Miami Heat,W,98,95,W 4,15-1,3
17,1990-12-05,Orlando Magic,W,119,110,W 5,16-1,9
18,1990-12-07,Indiana Pacers,W,127,105,W 6,17-1,22
19,1990-12-08,Chicago Bulls,W,109,101,W 7,18-1,8
20,1990-12-11,Indiana Pacers,W,122,96,W 8,19-1,26
21,1990-12-13,Sacramento Kings,L,88,100,L 1,19-2,-12
22,1990-12-14,Dallas Mavericks,W,106,104,W 1,20-2,2
23,1990-12-16,Orlando Magic,W,126,107,W 2,21-2,19
24,1990-12-18,Golden State Warriors,W,122,94,W 3,22-2,28
25,1990-12-20,Golden State Warriors,L,118,125,L 1,22-3,-7
26,1990-12-21,Los Angeles Clippers,W,117,107,W 1,23-3,10
27,1990-12-23,Denver Nuggets,W,132,101,W 2,24-3,31
28,1990-12-26,New York Knicks,W,108,92,W 3,25-3,16
29,1990-12-27,Charlotte Hornets,W,105,96,W 4,26-3,9
30,1990-12-29,Cleveland Cavaliers,W,120,114,W 5,27-3,6
31,1990-12-30,Milwaukee Bucks,L,112,117,L 1,27-4,-5
32,1991-01-03,Los Angeles Lakers,L,104,108,L 2,27-5,-4
33,1991-01-05,Miami Heat,W,132,108,W 1,28-5,24
34,1991-01-06,Seattle SuperSonics,W,114,111,W 2,29-5,3
35,1991-01-08,Houston Rockets,W,123,97,W 3,30-5,26
36,1991-01-09,Dallas Mavericks,L,99,109,L 1,30-6,-10
37,1991-01-11,Detroit Pistons,L,98,100,L 2,30-7,-2
38,1991-01-13,New Jersey Nets,W,116,103,W 1,31-7,13
39,1991-01-15,Minnesota Timberwolves,W,132,117,W 2,32-7,15
40,1991-01-18,Washington Bullets,W,123,99,W 3,33-7,24
41,1991-01-20,Milwaukee Bucks,W,116,112,W 4,34-7,4
42,1991-01-22,Phoenix Suns,W,123,116,W 5,35-7,7
43,1991-01-26,Sacramento Kings,W,121,96,W 6,36-7,25
44,1991-01-28,Atlanta Hawks,W,116,111,W 7,37-7,5
45,1991-01-31,Utah Jazz,L,91,105,L 1,37-8,-14
46,1991-02-01,Golden State Warriors,W,119,99,W 1,38-8,20
47,1991-02-04,New Jersey Nets,W,117,102,W 2,39-8,15
48,1991-02-06,Sacramento Kings,L,93,97,L 1,39-9,-4
49,1991-02-12,Philadelphia 76ers,W,121,106,W 1,40-9,15
50,1991-02-15,Utah Jazz,W,117,105,W 2,41-9,12
51,1991-02-17,Los Angeles Lakers,L,96,106,L 1,41-10,-10
52,1991-02-19,Dallas Mavericks,W,107,100,W 1,42-10,7
53,1991-02-21,Denver Nuggets,W,122,111,W 2,43-10,11
54,1991-02-22,Phoenix Suns,W,127,106,W 3,44-10,21
55,1991-02-24,San Antonio Spurs,L,88,95,L 1,44-11,-7
56,1991-02-26,San Antonio Spurs,L,101,102,L 2,44-12,-1
57,1991-02-28,Atlanta Hawks,L,109,117,L 3,44-13,-8
58,1991-03-01,Philadelphia 76ers,L,111,121,L 4,44-14,-10
59,1991-03-03,Boston Celtics,W,116,107,W 1,45-14,9
60,1991-03-10,Boston Celtics,L,109,111,L 1,45-15,-2
61,1991-03-11,Cleveland Cavaliers,W,104,96,W 1,46-15,8
62,1991-03-13,Phoenix Suns,L,108,116,L 1,46-16,-8
63,1991-03-15,Utah Jazz,W,106,96,W 1,47-16,10
64,1991-03-17,Los Angeles Clippers,L,97,107,L 1,47-17,-10
65,1991-03-19,Golden State Warriors,L,126,136,L 2,47-18,-10
66,1991-03-20,Los Angeles Clippers,W,100,96,W 1,48-18,4
67,1991-03-24,Charlotte Hornets,W,117,102,W 2,49-18,15
68,1991-03-26,Seattle SuperSonics,W,126,113,W 3,50-18,13
69,1991-03-27,Seattle SuperSonics,W,112,107,W 4,51-18,5
70,1991-03-29,Los Angeles Lakers,W,109,105,W 5,52-18,4
71,1991-03-30,Minnesota Timberwolves,W,121,91,W 6,53-18,30
72,1991-04-02,Minnesota Timberwolves,W,104,93,W 7,54-18,11
73,1991-04-04,Washington Bullets,W,105,96,W 8,55-18,9
74,1991-04-05,Orlando Magic,W,115,98,W 9,56-18,17
75,1991-04-07,Dallas Mavericks,W,110,92,W 10,57-18,18
76,1991-04-09,Houston Rockets,W,103,93,W 11,58-18,10
77,1991-04-10,San Antonio Spurs,W,105,100,W 12,59-18,5
78,1991-04-13,Los Angeles Lakers,W,118,113,W 13,60-18,5
79,1991-04-14,Orlando Magic,W,139,119,W 14,61-18,20
80,1991-04-16,Houston Rockets,W,115,96,W 15,62-18,19
81,1991-04-19,Sacramento Kings,W,127,105,W 16,63-18,22
82,1991-04-21,Phoenix Suns,L,118,135,L 1,63-19,-17
