G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1991-11-01,Utah Jazz,L,97,112,L 1,0-1,-15
2,1991-11-06,Dallas Mavericks,L,94,97,L 2,0-2,-3
3,1991-11-07,Denver Nuggets,L,77,88,L 3,0-3,-11
4,1991-11-09,Sacramento Kings,W,84,80,W 1,1-3,4
5,1991-11-10,Los Angeles Lakers,L,86,96,L 1,1-4,-10
6,1991-11-13,Washington Bullets,L,114,119,L 2,1-5,-5
7,1991-11-15,Portland Trail Blazers,L,102,107,L 3,1-6,-5
8,1991-11-17,Seattle SuperSonics,L,91,101,L 4,1-7,-10
9,1991-11-20,San Antonio Spurs,L,106,113,L 5,1-8,-7
10,1991-11-21,Houston Rockets,L,102,106,L 6,1-9,-4
11,1991-11-23,Houston Rockets,W,102,89,W 1,2-9,13
12,1991-11-27,Denver Nuggets,W,101,92,W 2,3-9,9
13,1991-11-30,Dallas Mavericks,L,78,79,L 1,3-10,-1
14,1991-12-03,Phoenix Suns,L,95,101,L 2,3-11,-6
15,1991-12-06,Seattle SuperSonics,L,94,96,L 3,3-12,-2
16,1991-12-07,Los Angeles Clippers,L,87,101,L 4,3-13,-14
17,1991-12-11,San Antonio Spurs,L,85,98,L 5,3-14,-13
18,1991-12-13,Philadelphia 76ers,L,95,104,L 6,3-15,-9
19,1991-12-14,Milwaukee Bucks,L,92,103,L 7,3-16,-11
20,1991-12-16,Portland Trail Blazers,L,104,119,L 8,3-17,-15
21,1991-12-17,Golden State Warriors,L,105,119,L 9,3-18,-14
22,1991-12-19,Los Angeles Lakers,W,93,85,W 1,4-18,8
23,1991-12-21,Los Angeles Clippers,L,87,100,L 1,4-19,-13
24,1991-12-23,New York Knicks,L,91,97,L 2,4-20,-6
25,1991-12-27,Golden State Warriors,L,102,106,L 3,4-21,-4
26,1991-12-28,Atlanta Hawks,L,122,125,L 4,4-22,-3
27,1991-12-30,Sacramento Kings,L,109,117,L 5,4-23,-8
28,1992-01-02,Milwaukee Bucks,L,91,92,L 6,4-24,-1
29,1992-01-04,Boston Celtics,W,100,96,W 1,5-24,4
30,1992-01-07,Cleveland Cavaliers,L,98,113,L 1,5-25,-15
31,1992-01-08,New Jersey Nets,L,97,103,L 2,5-26,-6
32,1992-01-10,Boston Celtics,W,104,94,W 1,6-26,10
33,1992-01-11,Utah Jazz,W,101,96,W 2,7-26,5
34,1992-01-13,Phoenix Suns,L,111,131,L 1,7-27,-20
35,1992-01-14,Utah Jazz,L,110,116,L 2,7-28,-6
36,1992-01-16,San Antonio Spurs,L,111,125,L 3,7-29,-14
37,1992-01-18,New Jersey Nets,L,100,112,L 4,7-30,-12
38,1992-01-20,Miami Heat,L,106,121,L 5,7-31,-15
39,1992-01-21,Orlando Magic,L,92,105,L 6,7-32,-13
40,1992-01-23,Detroit Pistons,L,100,111,L 7,7-33,-11
41,1992-01-24,Philadelphia 76ers,L,86,119,L 8,7-34,-33
42,1992-01-28,Houston Rockets,L,102,111,L 9,7-35,-9
43,1992-01-31,San Antonio Spurs,L,101,103,L 10,7-36,-2
44,1992-02-02,Cleveland Cavaliers,L,95,106,L 11,7-37,-11
45,1992-02-03,Denver Nuggets,W,114,99,W 1,8-37,15
46,1992-02-05,Orlando Magic,L,102,109,L 1,8-38,-7
47,1992-02-11,Los Angeles Lakers,L,108,116,L 2,8-39,-8
48,1992-02-13,Detroit Pistons,W,96,93,W 1,9-39,3
49,1992-02-15,Indiana Pacers,L,101,117,L 1,9-40,-16
50,1992-02-17,Houston Rockets,W,124,122,W 1,10-40,2
51,1992-02-19,San Antonio Spurs,L,103,113,L 1,10-41,-10
52,1992-02-21,Dallas Mavericks,L,94,109,L 2,10-42,-15
53,1992-02-22,Chicago Bulls,L,90,105,L 3,10-43,-15
54,1992-02-24,Seattle SuperSonics,L,91,106,L 4,10-44,-15
55,1992-02-26,Dallas Mavericks,W,106,105,W 1,11-44,1
56,1992-02-29,New York Knicks,L,87,103,L 1,11-45,-16
57,1992-03-03,San Antonio Spurs,L,102,103,L 2,11-46,-1
58,1992-03-05,Chicago Bulls,L,100,113,L 3,11-47,-13
59,1992-03-07,Indiana Pacers,L,97,108,L 4,11-48,-11
60,1992-03-10,Charlotte Hornets,L,96,105,L 5,11-49,-9
61,1992-03-11,Portland Trail Blazers,L,113,124,L 6,11-50,-11
62,1992-03-13,Washington Bullets,L,115,118,L 7,11-51,-3
63,1992-03-15,Phoenix Suns,L,113,118,L 8,11-52,-5
64,1992-03-17,Portland Trail Blazers,L,91,111,L 9,11-53,-20
