G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2009-10-28,Cleveland Cavaliers,W,101,91,W 1,1-0,10
2,2009-10-30,Memphis Grizzlies,L,107,115,L 1,1-1,-8
3,2009-11-01,Orlando Magic,L,116,125,L 2,1-2,-9
4,2009-11-04,Detroit Pistons,W,110,99,W 1,2-2,11
5,2009-11-06,New Orleans Hornets,W,107,90,W 2,3-2,17
6,2009-11-07,Dallas Mavericks,L,101,129,L 1,3-3,-28
7,2009-11-09,San Antonio Spurs,L,124,131,L 2,3-4,-7
8,2009-11-11,Chicago Bulls,W,99,89,W 1,4-4,10
9,2009-11-13,Los Angeles Clippers,W,104,89,W 2,5-4,15
10,2009-11-15,Phoenix Suns,L,100,101,L 1,5-5,-1
11,2009-11-17,Denver Nuggets,L,112,130,L 2,5-6,-18
12,2009-11-18,Utah Jazz,L,91,104,L 3,5-7,-13
13,2009-11-20,Miami Heat,W,120,113,W 1,6-7,7
14,2009-11-22,Orlando Magic,L,96,104,L 1,6-8,-8
15,2009-11-24,Indiana Pacers,W,123,112,W 1,7-8,11
16,2009-11-25,Charlotte Bobcats,L,81,116,L 1,7-9,-35
17,2009-11-27,Boston Celtics,L,103,116,L 2,7-10,-13
18,2009-11-29,Phoenix Suns,L,94,113,L 3,7-11,-19
19,2009-12-01,Washington Wizards,L,102,106,L 4,7-12,-4
20,2009-12-02,Atlanta Hawks,L,115,146,L 5,7-13,-31
21,2009-12-04,Washington Wizards,W,109,107,W 1,8-13,2
22,2009-12-05,Chicago Bulls,W,110,78,W 2,9-13,32
23,2009-12-08,Minnesota Timberwolves,W,94,88,W 3,10-13,6
24,2009-12-09,Milwaukee Bucks,L,95,117,L 1,10-14,-22
25,2009-12-11,Atlanta Hawks,L,89,111,L 2,10-15,-22
26,2009-12-13,Houston Rockets,W,101,88,W 1,11-15,13
27,2009-12-15,Miami Heat,L,95,115,L 1,11-16,-20
28,2009-12-16,Orlando Magic,L,99,118,L 2,11-17,-19
29,2009-12-18,New Jersey Nets,W,118,95,W 1,12-17,23
30,2009-12-20,New Orleans Hornets,W,98,92,W 2,13-17,6
31,2009-12-23,Detroit Pistons,W,94,64,W 3,14-17,30
32,2009-12-27,Detroit Pistons,W,102,95,W 4,15-17,7
33,2009-12-30,Charlotte Bobcats,W,107,103,W 5,16-17,4
34,2010-01-02,Boston Celtics,L,96,103,L 1,16-18,-7
35,2010-01-03,San Antonio Spurs,W,91,86,W 1,17-18,5
36,2010-01-06,Orlando Magic,W,108,103,W 2,18-18,5
