G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1982-10-29,Kansas City Kings,L,111,113,L 1,0-1,-2
2,1982-10-30,San Antonio Spurs,L,107,112,L 2,0-2,-5
3,1982-11-02,Phoenix Suns,L,87,92,L 3,0-3,-5
4,1982-11-04,San Antonio Spurs,L,107,108,L 4,0-4,-1
5,1982-11-06,New York Knicks,W,110,102,W 1,1-4,8
6,1982-11-07,Los Angeles Lakers,L,89,103,L 1,1-5,-14
7,1982-11-09,Golden State Warriors,W,111,96,W 1,2-5,15
8,1982-11-11,Houston Rockets,W,111,90,W 2,3-5,21
9,1982-11-12,Denver Nuggets,W,128,111,W 3,4-5,17
10,1982-11-14,Phoenix Suns,L,94,102,L 1,4-6,-8
11,1982-11-16,Atlanta Hawks,W,106,87,W 1,5-6,19
12,1982-11-19,New Jersey Nets,W,118,108,W 2,6-6,10
13,1982-11-21,Cleveland Cavaliers,W,129,79,W 3,7-6,50
14,1982-11-23,Philadelphia 76ers,W,106,103,W 4,8-6,3
15,1982-11-24,Boston Celtics,L,95,104,L 1,8-7,-9
16,1982-11-26,Detroit Pistons,L,118,132,L 2,8-8,-14
17,1982-11-27,Washington Bullets,L,90,107,L 3,8-9,-17
18,1982-11-30,San Diego Clippers,W,121,114,W 1,9-9,7
19,1982-12-02,Utah Jazz,L,112,119,L 1,9-10,-7
20,1982-12-03,Los Angeles Lakers,L,100,115,L 2,9-11,-15
21,1982-12-07,Utah Jazz,W,137,121,W 1,10-11,16
22,1982-12-09,Golden State Warriors,W,107,98,W 2,11-11,9
23,1982-12-12,Phoenix Suns,W,99,94,W 3,12-11,5
24,1982-12-14,Los Angeles Lakers,W,107,103,W 4,13-11,4
25,1982-12-16,San Diego Clippers,W,111,103,W 5,14-11,8
26,1982-12-18,Dallas Mavericks,W,108,105,W 6,15-11,3
27,1982-12-21,Seattle SuperSonics,L,94,99,L 1,15-12,-5
28,1982-12-23,Houston Rockets,W,88,82,W 1,16-12,6
29,1982-12-25,Seattle SuperSonics,W,95,88,W 2,17-12,7
30,1982-12-26,San Diego Clippers,L,105,112,L 1,17-13,-7
31,1982-12-28,Phoenix Suns,L,94,116,L 2,17-14,-22
32,1982-12-30,Kansas City Kings,W,113,107,W 1,18-14,6
33,1983-01-01,Golden State Warriors,W,102,74,W 2,19-14,28
34,1983-01-02,Denver Nuggets,W,122,104,W 3,20-14,18
35,1983-01-04,Indiana Pacers,W,119,117,W 4,21-14,2
36,1983-01-06,Golden State Warriors,L,93,94,L 1,21-15,-1
37,1983-01-09,Seattle SuperSonics,W,110,101,W 1,22-15,9
