G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1978-10-13,Washington Bullets,L,101,117,L 1,0-1,-16
2,1978-10-15,Milwaukee Bucks,L,112,123,L 2,0-2,-11
3,1978-10-17,Detroit Pistons,W,114,109,W 1,1-2,5
4,1978-10-19,Boston Celtics,W,120,115,W 2,2-2,5
5,1978-10-21,Philadelphia 76ers,L,111,130,L 1,2-3,-19
6,1978-10-24,Cleveland Cavaliers,L,104,122,L 2,2-4,-18
7,1978-10-25,Kansas City Kings,L,109,114,L 3,2-5,-5
8,1978-10-26,New York Knicks,W,123,111,W 1,3-5,12
9,1978-10-31,Chicago Bulls,W,97,92,W 2,4-5,5
10,1978-11-02,Phoenix Suns,L,99,106,L 1,4-6,-7
11,1978-11-04,Milwaukee Bucks,W,116,108,W 1,5-6,8
12,1978-11-07,San Diego Clippers,L,115,121,L 1,5-7,-6
13,1978-11-10,San Antonio Spurs,W,113,102,W 1,6-7,11
14,1978-11-12,Phoenix Suns,L,122,128,L 1,6-8,-6
15,1978-11-14,Portland Trail Blazers,L,103,123,L 2,6-9,-20
16,1978-11-15,Seattle SuperSonics,L,118,135,L 3,6-10,-17
17,1978-11-17,Los Angeles Lakers,L,109,121,L 4,6-11,-12
18,1978-11-18,San Diego Clippers,L,111,114,L 5,6-12,-3
19,1978-11-21,New Jersey Nets,W,140,118,W 1,7-12,22
20,1978-11-23,Golden State Warriors,W,106,98,W 2,8-12,8
21,1978-11-24,New Jersey Nets,L,100,103,L 1,8-13,-3
22,1978-11-25,New York Knicks,L,96,103,L 2,8-14,-7
23,1978-11-28,Philadelphia 76ers,W,107,103,W 1,9-14,4
24,1978-11-30,Denver Nuggets,W,111,105,W 2,10-14,6
25,1978-12-01,Washington Bullets,L,115,117,L 1,10-15,-2
26,1978-12-02,Atlanta Hawks,L,94,128,L 2,10-16,-34
27,1978-12-05,Los Angeles Lakers,L,102,114,L 3,10-17,-12
28,1978-12-08,Houston Rockets,L,106,110,L 4,10-18,-4
29,1978-12-12,Indiana Pacers,W,109,103,W 1,11-18,6
30,1978-12-13,Boston Celtics,L,96,102,L 1,11-19,-6
31,1978-12-16,Kansas City Kings,L,100,128,L 2,11-20,-28
32,1978-12-17,Golden State Warriors,L,96,104,L 3,11-21,-8
33,1978-12-20,Denver Nuggets,L,112,121,L 4,11-22,-9
34,1978-12-23,Indiana Pacers,L,103,127,L 5,11-23,-24
35,1978-12-26,Los Angeles Lakers,W,125,123,W 1,12-23,2
36,1978-12-27,Seattle SuperSonics,L,103,122,L 1,12-24,-19
37,1978-12-29,Golden State Warriors,L,106,118,L 2,12-25,-12
38,1979-01-02,Los Angeles Lakers,W,109,105,W 1,13-25,4
39,1979-01-03,San Antonio Spurs,L,97,123,L 1,13-26,-26
40,1979-01-04,New Jersey Nets,L,112,125,L 2,13-27,-13
41,1979-01-06,Cleveland Cavaliers,L,94,105,L 3,13-28,-11
42,1979-01-09,San Diego Clippers,L,107,114,L 4,13-29,-7
43,1979-01-10,Philadelphia 76ers,L,112,123,L 5,13-30,-11
