G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1971-10-12,Seattle SuperSonics,L,90,123,L 1,0-1,-33
2,1971-10-15,Cleveland Cavaliers,W,111,109,W 1,1-1,2
3,1971-10-16,Cleveland Cavaliers,L,89,93,L 1,1-2,-4
4,1971-10-19,Los Angeles Lakers,L,106,123,L 2,1-3,-17
5,1971-10-22,Milwaukee Bucks,L,105,124,L 3,1-4,-19
6,1971-10-23,Boston Celtics,L,98,103,L 4,1-5,-5
7,1971-10-26,Golden State Warriors,W,91,89,W 1,2-5,2
8,1971-10-28,Seattle SuperSonics,L,96,106,L 1,2-6,-10
9,1971-10-29,Portland Trail Blazers,W,120,119,W 1,3-6,1
10,1971-10-31,Houston Rockets,L,87,102,L 1,3-7,-15
11,1971-11-03,Phoenix Suns,L,98,100,L 2,3-8,-2
12,1971-11-05,Atlanta Hawks,W,122,117,W 1,4-8,5
13,1971-11-06,Chicago Bulls,W,130,99,W 2,5-8,31
14,1971-11-09,Portland Trail Blazers,W,109,100,W 3,6-8,9
15,1971-11-13,Milwaukee Bucks,L,106,127,L 1,6-9,-21
16,1971-11-16,Cincinnati Royals,W,102,98,W 1,7-9,4
17,1971-11-19,Baltimore Bullets,L,105,126,L 1,7-10,-21
18,1971-11-20,Detroit Pistons,L,96,105,L 2,7-11,-9
19,1971-11-23,Atlanta Hawks,W,102,97,W 1,8-11,5
20,1971-11-24,Boston Celtics,L,100,108,L 1,8-12,-8
21,1971-11-27,Golden State Warriors,L,91,110,L 2,8-13,-19
22,1971-11-30,Houston Rockets,L,101,115,L 3,8-14,-14
23,1971-12-02,Baltimore Bullets,W,109,105,W 1,9-14,4
24,1971-12-03,Cleveland Cavaliers,W,91,90,W 2,10-14,1
25,1971-12-04,New York Knicks,L,90,130,L 1,10-15,-40
26,1971-12-07,Cincinnati Royals,W,115,91,W 1,11-15,24
27,1971-12-10,Portland Trail Blazers,L,100,101,L 1,11-16,-1
28,1971-12-14,Philadelphia 76ers,W,117,110,W 1,12-16,7
29,1971-12-15,Milwaukee Bucks,L,108,122,L 1,12-17,-14
30,1971-12-17,New York Knicks,L,95,115,L 2,12-18,-20
31,1971-12-18,Boston Celtics,L,91,124,L 3,12-19,-33
32,1971-12-21,Los Angeles Lakers,L,103,117,L 4,12-20,-14
33,1971-12-25,Atlanta Hawks,L,117,140,L 5,12-21,-23
34,1971-12-27,Philadelphia 76ers,L,112,121,L 6,12-22,-9
35,1971-12-28,Los Angeles Lakers,L,87,105,L 7,12-23,-18
36,1971-12-30,Phoenix Suns,L,102,123,L 8,12-24,-21
37,1972-01-01,Seattle SuperSonics,L,83,97,L 9,12-25,-14
38,1972-01-02,Portland Trail Blazers,L,90,108,L 10,12-26,-18
39,1972-01-04,Golden State Warriors,L,86,112,L 11,12-27,-26
40,1972-01-07,Phoenix Suns,L,110,123,L 12,12-28,-13
41,1972-01-08,Cincinnati Royals,W,97,87,W 1,13-28,10
42,1972-01-09,Detroit Pistons,L,96,101,L 1,13-29,-5
43,1972-01-11,Cincinnati Royals,L,107,109,L 2,13-30,-2
44,1972-01-12,Philadelphia 76ers,W,111,109,W 1,14-30,2
45,1972-01-14,Portland Trail Blazers,L,100,102,L 1,14-31,-2
46,1972-01-21,Chicago Bulls,L,93,113,L 2,14-32,-20
47,1972-01-25,Atlanta Hawks,L,110,123,L 3,14-33,-13
48,1972-01-26,Baltimore Bullets,L,114,115,L 4,14-34,-1
49,1972-01-28,Seattle SuperSonics,L,93,104,L 5,14-35,-11
50,1972-01-30,Cleveland Cavaliers,W,99,98,W 1,15-35,1
51,1972-02-01,Cleveland Cavaliers,L,99,104,L 1,15-36,-5
52,1972-02-02,Philadelphia 76ers,L,104,119,L 2,15-37,-15
53,1972-02-04,New York Knicks,L,84,103,L 3,15-38,-19
54,1972-02-05,Chicago Bulls,L,96,130,L 4,15-39,-34
55,1972-02-06,Cleveland Cavaliers,W,121,108,W 1,16-39,13
56,1972-02-08,Milwaukee Bucks,L,108,126,L 1,16-40,-18
57,1972-02-09,Boston Celtics,L,112,139,L 2,16-41,-27
58,1972-02-11,Detroit Pistons,W,95,88,W 1,17-41,7
59,1972-02-12,Detroit Pistons,L,87,113,L 1,17-42,-26
60,1972-02-13,Atlanta Hawks,L,119,133,L 2,17-43,-14
61,1972-02-15,Golden State Warriors,L,100,103,L 3,17-44,-3
62,1972-02-18,Houston Rockets,L,96,108,L 4,17-45,-12
63,1972-02-19,New York Knicks,L,95,100,L 5,17-46,-5
64,1972-02-22,Baltimore Bullets,W,99,98,W 1,18-46,1
65,1972-02-24,Cincinnati Royals,L,97,108,L 1,18-47,-11
66,1972-02-25,Boston Celtics,L,115,117,L 2,18-48,-2
67,1972-02-29,Atlanta Hawks,L,89,99,L 3,18-49,-10
68,1972-03-01,Philadelphia 76ers,L,99,108,L 4,18-50,-9
69,1972-03-03,New York Knicks,W,105,97,W 1,19-50,8
70,1972-03-05,Phoenix Suns,L,103,131,L 1,19-51,-28
71,1972-03-07,Portland Trail Blazers,L,94,98,L 2,19-52,-4
72,1972-03-11,Houston Rockets,L,100,121,L 3,19-53,-21
73,1972-03-12,Los Angeles Lakers,L,102,141,L 4,19-54,-39
74,1972-03-14,Philadelphia 76ers,W,108,105,W 1,20-54,3
75,1972-03-17,Chicago Bulls,L,103,126,L 1,20-55,-23
76,1972-03-18,Detroit Pistons,W,116,103,W 1,21-55,13
77,1972-03-19,Cincinnati Royals,L,105,136,L 1,21-56,-31
78,1972-03-21,Baltimore Bullets,W,114,100,W 1,22-56,14
79,1972-03-22,New York Knicks,L,99,123,L 1,22-57,-24
80,1972-03-24,Detroit Pistons,L,105,112,L 2,22-58,-7
81,1972-03-25,Boston Celtics,L,116,121,L 3,22-59,-5
82,1972-03-26,Baltimore Bullets,L,101,119,L 4,22-60,-18
