G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2012-10-31,New Orleans Hornets,W,99,95,W 1,1-0,4
2,2012-11-01,Oklahoma City Thunder,W,86,84,W 2,2-0,2
3,2012-11-03,Utah Jazz,W,110,100,W 3,3-0,10
4,2012-11-05,Indiana Pacers,W,101,79,W 4,4-0,22
5,2012-11-07,Los Angeles Clippers,L,84,106,L 1,4-1,-22
6,2012-11-09,Sacramento Kings,W,97,86,W 1,5-1,11
7,2012-11-10,Portland Trail Blazers,W,112,109,W 2,6-1,3
8,2012-11-13,Los Angeles Lakers,W,84,82,W 3,7-1,2
9,2012-11-15,New York Knicks,L,100,104,L 1,7-2,-4
10,2012-11-17,Denver Nuggets,W,126,100,W 1,8-2,26
11,2012-11-19,Los Angeles Clippers,L,87,92,L 1,8-3,-5
12,2012-11-21,Boston Celtics,W,112,100,W 1,9-3,12
13,2012-11-23,Indiana Pacers,W,104,97,W 2,10-3,7
14,2012-11-25,Toronto Raptors,W,111,106,W 3,11-3,5
15,2012-11-26,Washington Wizards,W,118,92,W 4,12-3,26
16,2012-11-28,Orlando Magic,W,110,89,W 5,13-3,21
17,2012-11-29,Miami Heat,L,100,105,L 1,13-4,-5
18,2012-12-01,Memphis Grizzlies,W,99,95,W 1,14-4,4
19,2012-12-05,Milwaukee Bucks,W,110,99,W 2,15-4,11
20,2012-12-07,Houston Rockets,W,114,92,W 3,16-4,22
21,2012-12-08,Charlotte Bobcats,W,132,102,W 4,17-4,30
22,2012-12-10,Houston Rockets,W,134,126,W 5,18-4,8
23,2012-12-12,Utah Jazz,L,96,99,L 1,18-5,-3
24,2012-12-13,Portland Trail Blazers,L,90,98,L 2,18-6,-8
25,2012-12-15,Boston Celtics,W,103,88,W 1,19-6,15
26,2012-12-17,Oklahoma City Thunder,L,93,107,L 1,19-7,-14
27,2012-12-18,Denver Nuggets,L,106,112,L 2,19-8,-6
28,2012-12-21,New Orleans Hornets,W,99,94,W 1,20-8,5
