G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2011-12-26,Charlotte Bobcats,L,95,96,L 1,0-1,-1
2,2011-12-27,Minnesota Timberwolves,W,98,95,W 1,1-1,3
3,2011-12-30,Washington Wizards,W,102,81,W 2,2-1,21
4,2012-01-02,Denver Nuggets,L,86,91,L 1,2-2,-5
5,2012-01-03,Utah Jazz,L,73,85,L 2,2-3,-12
6,2012-01-05,Sacramento Kings,L,100,103,L 3,2-4,-3
7,2012-01-07,Los Angeles Clippers,L,86,92,L 4,2-5,-6
8,2012-01-08,Phoenix Suns,L,93,109,L 5,2-6,-16
9,2012-01-10,San Antonio Spurs,W,106,103,W 1,3-6,3
10,2012-01-12,Detroit Pistons,W,102,93,W 2,4-6,9
11,2012-01-13,Dallas Mavericks,L,76,102,L 1,4-7,-26
12,2012-01-16,Philadelphia 76ers,L,82,94,L 2,4-8,-12
13,2012-01-17,Denver Nuggets,L,95,105,L 3,4-9,-10
14,2012-01-20,New York Knicks,W,100,86,W 1,5-9,14
15,2012-01-22,Miami Heat,W,91,82,W 2,6-9,9
16,2012-01-23,Atlanta Hawks,L,92,97,L 1,6-10,-5
17,2012-01-25,Houston Rockets,W,105,99,W 1,7-10,6
18,2012-01-27,Chicago Bulls,L,100,107,L 1,7-11,-7
19,2012-01-28,Los Angeles Lakers,W,100,89,W 1,8-11,11
20,2012-01-30,Detroit Pistons,W,103,82,W 2,9-11,21
21,2012-02-01,Miami Heat,W,105,97,W 3,10-11,8
22,2012-02-03,Detroit Pistons,L,80,88,L 1,10-12,-8
23,2012-02-04,Chicago Bulls,L,90,113,L 2,10-13,-23
24,2012-02-07,Phoenix Suns,L,105,107,L 3,10-14,-2
25,2012-02-08,Toronto Raptors,W,105,99,W 1,11-14,6
26,2012-02-10,Cleveland Cavaliers,W,113,112,W 2,12-14,1
27,2012-02-11,Orlando Magic,L,94,99,L 1,12-15,-5
28,2012-02-13,Miami Heat,L,96,114,L 2,12-16,-18
29,2012-02-15,New Orleans Hornets,L,89,92,L 3,12-17,-3
30,2012-02-17,Orlando Magic,L,85,94,L 4,12-18,-9
31,2012-02-19,New Jersey Nets,W,92,85,W 1,13-18,7
32,2012-02-20,Orlando Magic,L,90,93,L 1,13-19,-3
33,2012-02-22,Chicago Bulls,L,91,110,L 2,13-20,-19
34,2012-02-28,Washington Wizards,W,119,118,W 1,14-20,1
35,2012-02-29,Boston Celtics,L,96,102,L 1,14-21,-6
36,2012-03-02,Atlanta Hawks,L,94,99,L 2,14-22,-5
37,2012-03-03,Orlando Magic,L,98,114,L 3,14-23,-16
38,2012-03-05,Philadelphia 76ers,W,97,93,W 1,15-23,4
39,2012-03-07,Chicago Bulls,L,104,106,L 1,15-24,-2
40,2012-03-09,New York Knicks,W,119,114,W 1,16-24,5
41,2012-03-11,Toronto Raptors,W,105,99,W 2,17-24,6
42,2012-03-12,New Jersey Nets,W,105,99,W 3,18-24,6
43,2012-03-14,Cleveland Cavaliers,W,115,105,W 4,19-24,10
44,2012-03-16,Golden State Warriors,W,120,98,W 5,20-24,22
45,2012-03-20,Portland Trail Blazers,W,116,87,W 6,21-24,29
46,2012-03-22,Boston Celtics,L,91,100,L 1,21-25,-9
47,2012-03-23,Charlotte Bobcats,W,112,92,W 1,22-25,20
48,2012-03-24,Indiana Pacers,L,104,125,L 1,22-26,-21
49,2012-03-26,New York Knicks,L,80,89,L 2,22-27,-9
50,2012-03-27,Atlanta Hawks,W,108,101,W 1,23-27,7
51,2012-03-30,Cleveland Cavaliers,W,121,84,W 2,24-27,37
52,2012-03-31,Memphis Grizzlies,L,95,99,L 1,24-28,-4
53,2012-04-02,Washington Wizards,W,112,98,W 1,25-28,14
54,2012-04-04,Cleveland Cavaliers,W,107,98,W 2,26-28,9
55,2012-04-06,Charlotte Bobcats,W,95,90,W 3,27-28,5
56,2012-04-07,Portland Trail Blazers,W,116,94,W 4,28-28,22
57,2012-04-09,Oklahoma City Thunder,L,89,109,L 1,28-29,-20
58,2012-04-11,New York Knicks,L,107,111,L 2,28-30,-4
59,2012-04-13,Detroit Pistons,W,113,97,W 1,29-30,16
60,2012-04-14,Indiana Pacers,L,99,105,L 1,29-31,-6
61,2012-04-18,Washington Wizards,L,112,121,L 2,29-32,-9
62,2012-04-19,Indiana Pacers,L,109,118,L 3,29-33,-9
63,2012-04-21,New Jersey Nets,W,106,95,W 1,30-33,11
64,2012-04-23,Toronto Raptors,W,92,86,W 2,31-33,6
65,2012-04-25,Philadelphia 76ers,L,85,90,L 1,31-34,-5
66,2012-04-26,Boston Celtics,L,74,87,L 2,31-35,-13
