G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1979-10-13,Milwaukee Bucks,L,96,125,L 1,0-1,-29
2,1979-10-14,Portland Trail Blazers,L,93,109,L 2,0-2,-16
3,1979-10-16,Golden State Warriors,L,106,108,L 3,0-3,-2
4,1979-10-17,Milwaukee Bucks,L,97,125,L 4,0-4,-28
5,1979-10-19,Kansas City Kings,L,84,107,L 5,0-5,-23
6,1979-10-23,San Diego Clippers,L,127,132,L 6,0-6,-5
7,1979-10-24,Portland Trail Blazers,L,87,88,L 7,0-7,-1
8,1979-10-27,Utah Jazz,W,116,96,W 1,1-7,20
9,1979-10-30,New York Knicks,W,121,112,W 2,2-7,9
10,1979-10-31,Seattle SuperSonics,L,89,97,L 1,2-8,-8
11,1979-11-02,Chicago Bulls,W,113,99,W 1,3-8,14
12,1979-11-03,Golden State Warriors,L,103,130,L 1,3-9,-27
13,1979-11-07,Seattle SuperSonics,W,113,92,W 1,4-9,21
14,1979-11-08,Utah Jazz,W,96,92,W 2,5-9,4
15,1979-11-09,Los Angeles Lakers,L,122,126,L 1,5-10,-4
16,1979-11-11,Phoenix Suns,L,91,116,L 2,5-11,-25
17,1979-11-13,Cleveland Cavaliers,W,116,110,W 1,6-11,6
18,1979-11-15,Golden State Warriors,L,102,120,L 1,6-12,-18
19,1979-11-16,Los Angeles Lakers,L,128,135,L 2,6-13,-7
20,1979-11-18,Kansas City Kings,L,92,109,L 3,6-14,-17
21,1979-11-20,Chicago Bulls,W,124,91,W 1,7-14,33
22,1979-11-21,San Diego Clippers,W,105,84,W 2,8-14,21
23,1979-11-24,Phoenix Suns,L,101,115,L 1,8-15,-14
24,1979-11-27,Washington Bullets,W,96,91,W 1,9-15,5
25,1979-11-28,Boston Celtics,L,97,119,L 1,9-16,-22
26,1979-11-30,New Jersey Nets,L,118,127,L 2,9-17,-9
27,1979-12-01,New York Knicks,L,112,121,L 3,9-18,-9
28,1979-12-05,Milwaukee Bucks,W,123,107,W 1,10-18,16
29,1979-12-08,Utah Jazz,L,103,119,L 1,10-19,-16
30,1979-12-09,Los Angeles Lakers,L,118,131,L 2,10-20,-13
31,1979-12-11,San Antonio Spurs,W,127,121,W 1,11-20,6
32,1979-12-14,San Diego Clippers,L,108,112,L 1,11-21,-4
33,1979-12-15,Portland Trail Blazers,L,98,106,L 2,11-22,-8
34,1979-12-16,Seattle SuperSonics,L,121,123,L 3,11-23,-2
35,1979-12-19,Portland Trail Blazers,W,114,106,W 1,12-23,8
36,1979-12-22,Los Angeles Lakers,W,130,128,W 2,13-23,2
37,1979-12-25,Utah Jazz,L,111,122,L 1,13-24,-11
38,1979-12-26,Golden State Warriors,W,99,94,W 1,14-24,5
39,1979-12-28,Detroit Pistons,L,98,114,L 1,14-25,-16
40,1979-12-29,Cleveland Cavaliers,L,106,124,L 2,14-26,-18
41,1980-01-02,Detroit Pistons,W,135,116,W 1,15-26,19
42,1980-01-05,Indiana Pacers,W,111,105,W 2,16-26,6
43,1980-01-06,Kansas City Kings,L,101,120,L 1,16-27,-19
44,1980-01-08,San Antonio Spurs,L,134,137,L 2,16-28,-3
45,1980-01-09,Houston Rockets,L,112,114,L 3,16-29,-2
46,1980-01-11,Kansas City Kings,L,99,112,L 4,16-30,-13
47,1980-01-12,Seattle SuperSonics,L,102,105,L 5,16-31,-3
48,1980-01-15,Phoenix Suns,L,99,107,L 6,16-32,-8
49,1980-01-16,Indiana Pacers,L,99,117,L 7,16-33,-18
50,1980-01-18,Milwaukee Bucks,W,120,111,W 1,17-33,9
51,1980-01-19,Chicago Bulls,L,108,117,L 1,17-34,-9
52,1980-01-23,Philadelphia 76ers,L,93,118,L 2,17-35,-25
53,1980-01-26,Portland Trail Blazers,W,100,96,W 1,18-35,4
54,1980-01-29,Kansas City Kings,L,111,121,L 1,18-36,-10
55,1980-01-30,Phoenix Suns,L,114,122,L 2,18-37,-8
56,1980-01-31,New Jersey Nets,W,127,126,W 1,19-37,1
57,1980-02-06,Chicago Bulls,W,122,111,W 2,20-37,11
58,1980-02-09,San Diego Clippers,W,123,104,W 3,21-37,19
59,1980-02-12,Washington Bullets,L,111,128,L 1,21-38,-17
60,1980-02-14,Seattle SuperSonics,L,84,93,L 2,21-39,-9
61,1980-02-15,Atlanta Hawks,W,111,98,W 1,22-39,13
62,1980-02-17,Houston Rockets,W,112,99,W 2,23-39,13
63,1980-02-20,Los Angeles Lakers,L,103,116,L 1,23-40,-13
64,1980-02-22,Golden State Warriors,W,122,121,W 1,24-40,1
65,1980-02-23,Boston Celtics,L,105,124,L 1,24-41,-19
66,1980-02-26,Phoenix Suns,W,121,112,W 1,25-41,9
67,1980-02-29,Philadelphia 76ers,L,103,104,L 1,25-42,-1
68,1980-03-02,Atlanta Hawks,L,93,100,L 2,25-43,-7
69,1980-03-05,Milwaukee Bucks,W,112,109,W 1,26-43,3
70,1980-03-07,Portland Trail Blazers,L,104,113,L 1,26-44,-9
71,1980-03-08,Seattle SuperSonics,L,97,104,L 2,26-45,-7
72,1980-03-11,Golden State Warriors,W,96,87,W 1,27-45,9
73,1980-03-13,San Diego Clippers,L,102,116,L 1,27-46,-14
74,1980-03-14,Los Angeles Lakers,L,126,132,L 2,27-47,-6
75,1980-03-16,San Diego Clippers,W,127,107,W 1,28-47,20
76,1980-03-18,Utah Jazz,W,96,94,W 2,29-47,2
77,1980-03-20,Kansas City Kings,L,105,121,L 1,29-48,-16
78,1980-03-21,Chicago Bulls,W,134,128,W 1,30-48,6
79,1980-03-23,Phoenix Suns,L,102,118,L 1,30-49,-16
