G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2016-10-26,Milwaukee Bucks,W,107,96,W 1,1-0,11
2,2016-10-28,Miami Heat,W,97,91,W 2,2-0,6
3,2016-10-29,Boston Celtics,L,98,104,L 1,2-1,-6
4,2016-11-02,Philadelphia 76ers,W,109,93,W 1,3-1,16
5,2016-11-04,Brooklyn Nets,W,99,95,W 2,4-1,4
6,2016-11-07,Indiana Pacers,W,122,100,W 3,5-1,22
7,2016-11-09,Utah Jazz,W,104,98,W 4,6-1,6
8,2016-11-11,Toronto Raptors,L,111,113,L 1,6-2,-2
9,2016-11-13,Cleveland Cavaliers,L,93,100,L 2,6-3,-7
10,2016-11-15,Minnesota Timberwolves,W,115,108,W 1,7-3,7
11,2016-11-18,Atlanta Hawks,W,100,96,W 2,8-3,4
12,2016-11-19,New Orleans Pelicans,L,116,121,L 1,8-4,-5
13,2016-11-21,Memphis Grizzlies,L,90,105,L 2,8-5,-15
14,2016-11-23,San Antonio Spurs,L,114,119,L 3,8-6,-5
15,2016-11-25,New York Knicks,L,111,113,L 4,8-7,-2
16,2016-11-26,New York Knicks,W,107,102,W 1,9-7,5
17,2016-11-28,Memphis Grizzlies,W,104,85,W 2,10-7,19
18,2016-11-29,Detroit Pistons,L,89,112,L 1,10-8,-23
19,2016-12-01,Dallas Mavericks,W,97,87,W 1,11-8,10
20,2016-12-03,Minnesota Timberwolves,L,120,125,L 1,11-9,-5
21,2016-12-05,Dallas Mavericks,W,109,101,W 1,12-9,8
22,2016-12-07,Detroit Pistons,W,87,77,W 2,13-9,10
23,2016-12-09,Orlando Magic,W,109,88,W 3,14-9,21
24,2016-12-10,Cleveland Cavaliers,L,105,116,L 1,14-10,-11
25,2016-12-12,Indiana Pacers,L,94,110,L 2,14-11,-16
26,2016-12-14,Washington Wizards,L,106,109,L 3,14-12,-3
27,2016-12-16,Boston Celtics,L,88,96,L 4,14-13,-8
28,2016-12-17,Atlanta Hawks,W,107,99,W 1,15-13,8
29,2016-12-20,Los Angeles Lakers,W,117,113,W 2,16-13,4
30,2016-12-23,Chicago Bulls,W,103,91,W 3,17-13,12
31,2016-12-26,Brooklyn Nets,L,118,120,L 1,17-14,-2
32,2016-12-28,Orlando Magic,W,120,101,W 1,18-14,19
33,2016-12-29,Miami Heat,W,91,82,W 2,19-14,9
34,2016-12-31,Cleveland Cavaliers,L,109,121,L 1,19-15,-12
35,2017-01-02,Chicago Bulls,L,111,118,L 2,19-16,-7
36,2017-01-04,Oklahoma City Thunder,W,123,112,W 1,20-16,11
37,2017-01-05,Detroit Pistons,L,114,115,L 1,20-17,-1
38,2017-01-07,San Antonio Spurs,L,85,102,L 2,20-18,-17
