G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2016-10-26,Phoenix Suns,W,113,94,W 1,1-0,19
2,2016-10-27,San Antonio Spurs,L,94,102,L 1,1-1,-8
3,2016-10-29,Minnesota Timberwolves,W,106,103,W 1,2-1,3
4,2016-10-31,Atlanta Hawks,L,95,106,L 1,2-2,-11
5,2016-11-01,Miami Heat,L,96,108,L 2,2-3,-12
6,2016-11-03,Orlando Magic,L,94,102,L 3,2-4,-8
7,2016-11-05,Milwaukee Bucks,L,91,117,L 4,2-5,-26
8,2016-11-06,Toronto Raptors,W,96,91,W 1,3-5,5
9,2016-11-08,New Orleans Pelicans,W,102,94,W 2,4-5,8
10,2016-11-10,Los Angeles Lakers,L,91,101,L 1,4-6,-10
11,2016-11-11,Portland Trail Blazers,L,120,122,L 2,4-7,-2
12,2016-11-16,San Antonio Spurs,L,105,110,L 3,4-8,-5
13,2016-11-18,Los Angeles Clippers,L,115,121,L 4,4-9,-6
14,2016-11-20,Toronto Raptors,W,102,99,W 1,5-9,3
15,2016-11-23,Oklahoma City Thunder,W,116,101,W 2,6-9,15
16,2016-11-25,Houston Rockets,L,104,117,L 1,6-10,-13
17,2016-11-27,Brooklyn Nets,W,122,105,W 1,7-10,17
18,2016-11-28,Washington Wizards,L,95,101,L 1,7-11,-6
19,2016-12-02,Boston Celtics,L,92,97,L 2,7-12,-5
20,2016-12-04,New York Knicks,L,98,106,L 3,7-13,-8
21,2016-12-07,Dallas Mavericks,W,120,89,W 1,8-13,31
22,2016-12-09,New York Knicks,L,100,103,L 1,8-14,-3
23,2016-12-10,Utah Jazz,L,84,104,L 2,8-15,-20
24,2016-12-12,Los Angeles Lakers,W,116,92,W 1,9-15,24
25,2016-12-14,Houston Rockets,L,98,132,L 1,9-16,-34
26,2016-12-16,Memphis Grizzlies,W,96,92,W 1,10-16,4
27,2016-12-18,Dallas Mavericks,L,79,99,L 1,10-17,-20
28,2016-12-20,Portland Trail Blazers,W,126,121,W 1,11-17,5
29,2016-12-21,Utah Jazz,W,94,93,W 2,12-17,1
30,2016-12-23,Minnesota Timberwolves,W,109,105,W 3,13-17,4
