G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1984-10-27,Golden State Warriors,W,125,121,W 1,1-0,4
2,1984-10-30,San Antonio Spurs,L,118,126,L 1,1-1,-8
3,1984-11-01,Chicago Bulls,W,129,113,W 1,2-1,16
4,1984-11-03,Kansas City Kings,W,128,114,W 2,3-1,14
5,1984-11-05,Los Angeles Clippers,L,104,107,L 1,3-2,-3
6,1984-11-06,Los Angeles Lakers,W,146,130,W 1,4-2,16
7,1984-11-08,Portland Trail Blazers,W,128,125,W 2,5-2,3
8,1984-11-10,Utah Jazz,W,147,135,W 3,6-2,12
9,1984-11-13,Phoenix Suns,W,122,110,W 4,7-2,12
10,1984-11-16,Houston Rockets,W,119,102,W 5,8-2,17
11,1984-11-20,Seattle SuperSonics,W,124,114,W 6,9-2,10
12,1984-11-21,Los Angeles Clippers,W,112,106,W 7,10-2,6
13,1984-11-24,Philadelphia 76ers,W,114,110,W 8,11-2,4
14,1984-11-27,Los Angeles Clippers,W,139,110,W 9,12-2,29
15,1984-11-30,Utah Jazz,L,97,116,L 1,12-3,-19
16,1984-12-01,Utah Jazz,W,118,111,W 1,13-3,7
17,1984-12-04,New York Knicks,L,98,100,L 1,13-4,-2
18,1984-12-05,Boston Celtics,L,107,123,L 2,13-5,-16
19,1984-12-07,Detroit Pistons,L,115,122,L 3,13-6,-7
20,1984-12-08,Cleveland Cavaliers,W,114,108,W 1,14-6,6
21,1984-12-11,Portland Trail Blazers,W,123,122,W 2,15-6,1
22,1984-12-12,San Antonio Spurs,L,105,126,L 1,15-7,-21
23,1984-12-14,Kansas City Kings,L,117,123,L 2,15-8,-6
24,1984-12-16,Seattle SuperSonics,L,101,112,L 3,15-9,-11
25,1984-12-18,Golden State Warriors,W,126,122,W 1,16-9,4
26,1984-12-19,Detroit Pistons,L,129,148,L 1,16-10,-19
27,1984-12-21,Dallas Mavericks,W,116,93,W 1,17-10,23
28,1984-12-22,Houston Rockets,L,107,125,L 1,17-11,-18
29,1984-12-26,San Antonio Spurs,W,130,119,W 1,18-11,11
30,1984-12-28,Los Angeles Lakers,L,123,135,L 1,18-12,-12
31,1984-12-29,Seattle SuperSonics,W,115,108,W 1,19-12,7
