G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2015-10-28,New York Knicks,L,97,122,L 1,0-1,-25
2,2015-10-30,Washington Wizards,L,113,118,L 2,0-2,-5
3,2015-11-01,Toronto Raptors,L,87,106,L 3,0-3,-19
4,2015-11-02,Brooklyn Nets,W,103,96,W 1,1-3,7
5,2015-11-04,Philadelphia 76ers,W,91,87,W 2,2-3,4
6,2015-11-06,New York Knicks,W,99,92,W 3,3-3,7
7,2015-11-07,Brooklyn Nets,W,94,86,W 4,4-3,8
8,2015-11-10,Boston Celtics,L,83,99,L 1,4-4,-16
9,2015-11-11,Denver Nuggets,L,102,103,L 2,4-5,-1
10,2015-11-14,Cleveland Cavaliers,W,108,105,W 1,5-5,3
11,2015-11-17,Washington Wizards,L,86,115,L 1,5-6,-29
12,2015-11-19,Cleveland Cavaliers,L,100,115,L 2,5-7,-15
13,2015-11-21,Indiana Pacers,L,86,123,L 3,5-8,-37
14,2015-11-23,Detroit Pistons,W,109,88,W 1,6-8,21
15,2015-11-25,Sacramento Kings,L,118,129,L 1,6-9,-11
16,2015-11-27,Orlando Magic,L,90,114,L 2,6-10,-24
17,2015-11-29,Charlotte Hornets,L,82,87,L 3,6-11,-5
18,2015-11-30,Denver Nuggets,W,92,74,W 1,7-11,18
19,2015-12-02,San Antonio Spurs,L,70,95,L 1,7-12,-25
20,2015-12-04,Detroit Pistons,L,95,102,L 2,7-13,-7
21,2015-12-05,New York Knicks,W,106,91,W 1,8-13,15
22,2015-12-07,Portland Trail Blazers,W,90,88,W 2,9-13,2
23,2015-12-09,Los Angeles Clippers,L,95,109,L 1,9-14,-14
24,2015-12-11,Toronto Raptors,L,83,90,L 2,9-15,-7
25,2015-12-12,Golden State Warriors,W,108,95,W 1,10-15,13
26,2015-12-15,Los Angeles Lakers,L,95,113,L 1,10-16,-18
27,2015-12-16,Los Angeles Clippers,L,90,103,L 2,10-17,-13
28,2015-12-18,Golden State Warriors,L,112,121,L 3,10-18,-9
29,2015-12-20,Phoenix Suns,W,101,95,W 1,11-18,6
30,2015-12-23,Philadelphia 76ers,W,113,100,W 2,12-18,13
31,2015-12-26,Toronto Raptors,L,90,111,L 1,12-19,-21
32,2015-12-28,Dallas Mavericks,L,93,103,L 2,12-20,-10
33,2015-12-29,Oklahoma City Thunder,L,123,131,L 3,12-21,-8
34,2015-12-31,Indiana Pacers,W,120,116,W 1,13-21,4
35,2016-01-02,Minnesota Timberwolves,W,95,85,W 2,14-21,10
36,2016-01-04,San Antonio Spurs,L,98,123,L 1,14-22,-25
37,2016-01-05,Chicago Bulls,L,106,117,L 2,14-23,-11
38,2016-01-08,Dallas Mavericks,W,96,95,W 1,15-23,1
39,2016-01-10,New York Knicks,L,88,100,L 1,15-24,-12
40,2016-01-12,Chicago Bulls,W,106,101,W 1,16-24,5
41,2016-01-13,Washington Wizards,L,101,106,L 1,16-25,-5
42,2016-01-15,Atlanta Hawks,W,108,101,W 1,17-25,7
43,2016-01-16,Charlotte Hornets,W,105,92,W 2,18-25,13
44,2016-01-19,Miami Heat,W,91,79,W 3,19-25,12
45,2016-01-22,Houston Rockets,L,98,102,L 1,19-26,-4
46,2016-01-23,New Orleans Pelicans,L,99,116,L 2,19-27,-17
47,2016-01-26,Orlando Magic,W,107,100,W 1,20-27,7
