G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2016-10-26,Houston Rockets,W,120,114,W 1,1-0,6
2,2016-10-28,Utah Jazz,L,89,96,L 1,1-1,-7
3,2016-10-30,Oklahoma City Thunder,L,96,113,L 2,1-2,-17
4,2016-11-01,Indiana Pacers,L,108,115,L 3,1-3,-7
5,2016-11-02,Atlanta Hawks,W,123,116,W 1,2-3,7
6,2016-11-04,Golden State Warriors,W,117,97,W 2,3-3,20
7,2016-11-06,Phoenix Suns,W,119,108,W 3,4-3,11
8,2016-11-08,Dallas Mavericks,L,97,109,L 1,4-4,-12
9,2016-11-10,Sacramento Kings,W,101,91,W 1,5-4,10
10,2016-11-12,New Orleans Pelicans,W,126,99,W 2,6-4,27
11,2016-11-13,Minnesota Timberwolves,L,99,125,L 1,6-5,-26
12,2016-11-15,Brooklyn Nets,W,125,118,W 1,7-5,7
13,2016-11-18,San Antonio Spurs,L,107,116,L 1,7-6,-9
14,2016-11-20,Chicago Bulls,L,110,118,L 2,7-7,-8
15,2016-11-22,Oklahoma City Thunder,W,111,109,W 1,8-7,2
16,2016-11-23,Golden State Warriors,L,106,149,L 1,8-8,-43
17,2016-11-25,Golden State Warriors,L,85,109,L 2,8-9,-24
18,2016-11-27,Atlanta Hawks,W,109,94,W 1,9-9,15
19,2016-11-29,New Orleans Pelicans,L,88,105,L 1,9-10,-17
20,2016-11-30,Chicago Bulls,W,96,90,W 1,10-10,6
21,2016-12-02,Toronto Raptors,L,80,113,L 1,10-11,-33
22,2016-12-03,Memphis Grizzlies,L,100,103,L 2,10-12,-3
23,2016-12-05,Utah Jazz,L,101,107,L 3,10-13,-6
24,2016-12-07,Houston Rockets,L,95,134,L 4,10-14,-39
25,2016-12-09,Phoenix Suns,L,115,119,L 5,10-15,-4
26,2016-12-11,New York Knicks,L,112,118,L 6,10-16,-6
27,2016-12-12,Sacramento Kings,L,92,116,L 7,10-17,-24
28,2016-12-14,Brooklyn Nets,L,97,107,L 8,10-18,-10
29,2016-12-16,Philadelphia 76ers,W,100,89,W 1,11-18,11
30,2016-12-17,Cleveland Cavaliers,L,108,119,L 1,11-19,-11
31,2016-12-20,Charlotte Hornets,L,113,117,L 2,11-20,-4
32,2016-12-22,Miami Heat,L,107,115,L 3,11-21,-8
33,2016-12-23,Orlando Magic,L,90,109,L 4,11-22,-19
34,2016-12-25,Los Angeles Clippers,W,111,102,W 1,12-22,9
35,2016-12-27,Utah Jazz,L,100,102,L 1,12-23,-2
36,2016-12-29,Dallas Mavericks,L,89,101,L 2,12-24,-12
37,2017-01-01,Toronto Raptors,L,114,123,L 3,12-25,-9
38,2017-01-03,Memphis Grizzlies,W,116,102,W 1,13-25,14
39,2017-01-05,Portland Trail Blazers,L,109,118,L 1,13-26,-9
40,2017-01-06,Miami Heat,W,127,100,W 1,14-26,27
41,2017-01-08,Orlando Magic,W,111,95,W 2,15-26,16
42,2017-01-10,Portland Trail Blazers,L,87,108,L 1,15-27,-21
43,2017-01-12,San Antonio Spurs,L,94,134,L 2,15-28,-40
44,2017-01-14,Los Angeles Clippers,L,97,113,L 3,15-29,-16
45,2017-01-15,Detroit Pistons,L,97,102,L 4,15-30,-5
46,2017-01-17,Denver Nuggets,L,121,127,L 5,15-31,-6
47,2017-01-20,Indiana Pacers,W,108,95,W 1,16-31,13
48,2017-01-22,Dallas Mavericks,L,73,122,L 1,16-32,-49
49,2017-01-25,Portland Trail Blazers,L,98,105,L 2,16-33,-7
50,2017-01-26,Utah Jazz,L,88,96,L 3,16-34,-8
51,2017-01-31,Denver Nuggets,W,120,116,W 1,17-34,4
52,2017-02-02,Washington Wizards,L,108,116,L 1,17-35,-8
53,2017-02-03,Boston Celtics,L,107,113,L 2,17-36,-6
54,2017-02-06,New York Knicks,W,121,107,W 1,18-36,14
55,2017-02-08,Detroit Pistons,L,102,121,L 1,18-37,-19
56,2017-02-10,Milwaukee Bucks,W,122,114,W 1,19-37,8
57,2017-02-14,Sacramento Kings,L,96,97,L 1,19-38,-1
58,2017-02-15,Phoenix Suns,L,101,137,L 2,19-39,-36
59,2017-02-24,Oklahoma City Thunder,L,93,110,L 3,19-40,-17
60,2017-02-26,San Antonio Spurs,L,98,119,L 4,19-41,-21
61,2017-02-28,Charlotte Hornets,L,104,109,L 5,19-42,-5
62,2017-03-03,Boston Celtics,L,95,115,L 6,19-43,-20
63,2017-03-05,New Orleans Pelicans,L,97,105,L 7,19-44,-8
64,2017-03-07,Dallas Mavericks,L,111,122,L 8,19-45,-11
65,2017-03-09,Phoenix Suns,W,122,110,W 1,20-45,12
