G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2014-10-29,Oklahoma City Thunder,W,106,89,W 1,1-0,17
2,2014-10-31,Sacramento Kings,L,94,103,L 1,1-1,-9
3,2014-11-02,Golden State Warriors,L,90,95,L 2,1-2,-5
4,2014-11-04,Cleveland Cavaliers,W,101,82,W 1,2-2,19
5,2014-11-06,Dallas Mavericks,W,108,87,W 2,3-2,21
6,2014-11-08,Los Angeles Clippers,L,102,106,L 1,3-3,-4
7,2014-11-09,Denver Nuggets,W,116,100,W 1,4-3,16
8,2014-11-11,Charlotte Hornets,W,102,100,W 2,5-3,2
9,2014-11-12,Denver Nuggets,W,130,113,W 3,6-3,17
10,2014-11-15,Brooklyn Nets,W,97,87,W 4,7-3,10
11,2014-11-17,New Orleans Pelicans,W,102,93,W 5,8-3,9
12,2014-11-21,Chicago Bulls,W,105,87,W 6,9-3,18
13,2014-11-23,Boston Celtics,W,94,88,W 7,10-3,6
14,2014-11-24,Philadelphia 76ers,W,114,104,W 8,11-3,10
15,2014-11-26,Charlotte Hornets,W,105,97,W 9,12-3,8
16,2014-11-28,Memphis Grizzlies,L,99,112,L 1,12-4,-13
17,2014-11-30,Minnesota Timberwolves,W,107,93,W 1,13-4,14
18,2014-12-02,Denver Nuggets,W,105,103,W 2,14-4,2
19,2014-12-04,Indiana Pacers,W,88,82,W 3,15-4,6
20,2014-12-07,New York Knicks,W,103,99,W 4,16-4,4
21,2014-12-09,Detroit Pistons,W,98,86,W 5,17-4,12
22,2014-12-10,Minnesota Timberwolves,L,82,90,L 1,17-5,-8
23,2014-12-12,Chicago Bulls,L,106,115,L 2,17-6,-9
24,2014-12-13,Indiana Pacers,W,95,85,W 1,18-6,10
25,2014-12-15,San Antonio Spurs,W,108,95,W 2,19-6,13
26,2014-12-17,Milwaukee Bucks,W,104,97,W 3,20-6,7
27,2014-12-19,San Antonio Spurs,W,129,119,W 4,21-6,10
28,2014-12-20,New Orleans Pelicans,W,114,88,W 5,22-6,26
29,2014-12-22,Houston Rockets,L,95,110,L 1,22-7,-15
30,2014-12-23,Oklahoma City Thunder,W,115,111,W 1,23-7,4
31,2014-12-26,Philadelphia 76ers,W,114,93,W 2,24-7,21
32,2014-12-28,New York Knicks,W,101,79,W 3,25-7,22
33,2014-12-30,Toronto Raptors,W,102,97,W 4,26-7,5
34,2015-01-03,Atlanta Hawks,L,107,115,L 1,26-8,-8
35,2015-01-05,Los Angeles Lakers,W,98,94,W 1,27-8,4
36,2015-01-08,Miami Heat,W,99,83,W 2,28-8,16
37,2015-01-10,Orlando Magic,W,103,92,W 3,29-8,11
38,2015-01-11,Los Angeles Lakers,W,106,94,W 4,30-8,12
39,2015-01-14,Los Angeles Clippers,L,94,100,L 1,30-9,-6
40,2015-01-16,San Antonio Spurs,L,96,110,L 2,30-10,-14
41,2015-01-17,Memphis Grizzlies,L,98,102,L 3,30-11,-4
42,2015-01-19,Sacramento Kings,W,98,94,W 1,31-11,4
43,2015-01-21,Phoenix Suns,L,113,118,L 1,31-12,-5
44,2015-01-22,Boston Celtics,L,89,90,L 2,31-13,-1
45,2015-01-24,Washington Wizards,W,103,96,W 1,32-13,7
46,2015-01-28,Cleveland Cavaliers,L,94,99,L 1,32-14,-5
47,2015-01-30,Atlanta Hawks,L,99,105,L 2,32-15,-6
48,2015-01-31,Milwaukee Bucks,L,88,95,L 3,32-16,-7
49,2015-02-03,Utah Jazz,W,103,102,W 1,33-16,1
50,2015-02-05,Phoenix Suns,W,108,87,W 2,34-16,21
51,2015-02-07,Dallas Mavericks,L,101,111,L 1,34-17,-10
52,2015-02-08,Houston Rockets,W,109,98,W 1,35-17,11
53,2015-02-11,Los Angeles Lakers,W,102,86,W 2,36-17,16
