G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1968-10-15,New York Knicks,W,100,96,W 1,1-0,4
2,1968-10-16,Milwaukee Bucks,W,89,84,W 2,2-0,5
3,1968-10-19,Boston Celtics,L,96,106,L 1,2-1,-10
4,1968-10-23,Atlanta Hawks,L,91,106,L 2,2-2,-15
5,1968-10-26,Philadelphia 76ers,L,118,122,L 3,2-3,-4
6,1968-10-29,Boston Celtics,W,103,97,W 1,3-3,6
7,1968-10-31,Phoenix Suns,L,103,112,L 1,3-4,-9
8,1968-11-01,Los Angeles Lakers,W,114,101,W 1,4-4,13
9,1968-11-02,Seattle SuperSonics,L,95,101,L 1,4-5,-6
10,1968-11-03,San Diego Rockets,L,107,121,L 2,4-6,-14
11,1968-11-05,Los Angeles Lakers,L,109,112,L 3,4-7,-3
12,1968-11-06,Cincinnati Royals,L,122,133,L 4,4-8,-11
13,1968-11-07,Seattle SuperSonics,W,120,105,W 1,5-8,15
14,1968-11-09,Cincinnati Royals,L,104,110,L 1,5-9,-6
15,1968-11-12,San Diego Rockets,W,115,108,W 1,6-9,7
16,1968-11-16,New York Knicks,L,97,119,L 1,6-10,-22
17,1968-11-19,San Francisco Warriors,L,109,121,L 2,6-11,-12
18,1968-11-21,Milwaukee Bucks,W,120,111,W 1,7-11,9
19,1968-11-22,New York Knicks,L,107,114,L 1,7-12,-7
20,1968-11-23,Atlanta Hawks,L,96,114,L 2,7-13,-18
21,1968-11-24,Los Angeles Lakers,L,100,103,L 3,7-14,-3
22,1968-11-26,Seattle SuperSonics,L,98,99,L 4,7-15,-1
23,1968-11-27,San Francisco Warriors,W,119,106,W 1,8-15,13
24,1968-11-29,San Diego Rockets,W,110,89,W 2,9-15,21
25,1968-11-30,Phoenix Suns,W,100,96,W 3,10-15,4
26,1968-12-01,Baltimore Bullets,L,100,110,L 1,10-16,-10
27,1968-12-03,San Diego Rockets,L,103,108,L 2,10-17,-5
28,1968-12-05,Philadelphia 76ers,L,92,109,L 3,10-18,-17
29,1968-12-07,Los Angeles Lakers,W,90,81,W 1,11-18,9
30,1968-12-10,Detroit Pistons,W,100,83,W 2,12-18,17
31,1968-12-13,New York Knicks,L,83,94,L 1,12-19,-11
32,1968-12-17,Atlanta Hawks,L,83,87,L 2,12-20,-4
33,1968-12-19,Milwaukee Bucks,W,113,111,W 1,13-20,2
34,1968-12-20,Baltimore Bullets,L,102,125,L 1,13-21,-23
35,1968-12-21,Boston Celtics,L,94,102,L 2,13-22,-8
36,1968-12-25,Cincinnati Royals,L,98,103,L 3,13-23,-5
37,1968-12-26,Cincinnati Royals,W,104,96,W 1,14-23,8
38,1968-12-28,Los Angeles Lakers,W,93,86,W 2,15-23,7
39,1968-12-29,Milwaukee Bucks,W,102,97,W 3,16-23,5
40,1968-12-30,San Francisco Warriors,W,103,97,W 4,17-23,6
41,1969-01-02,Atlanta Hawks,L,88,106,L 1,17-24,-18
42,1969-01-04,Phoenix Suns,W,103,92,W 1,18-24,11
43,1969-01-06,Cincinnati Royals,L,104,106,L 1,18-25,-2
44,1969-01-07,New York Knicks,W,102,101,W 1,19-25,1
45,1969-01-11,Seattle SuperSonics,W,119,86,W 2,20-25,33
46,1969-01-16,San Francisco Warriors,L,99,112,L 1,20-26,-13
47,1969-01-18,San Diego Rockets,W,107,102,W 1,21-26,5
48,1969-01-19,Detroit Pistons,L,111,120,L 1,21-27,-9
49,1969-01-21,Baltimore Bullets,L,93,116,L 2,21-28,-23
50,1969-01-22,Boston Celtics,W,95,94,W 1,22-28,1
51,1969-01-24,Phoenix Suns,L,106,117,L 1,22-29,-11
52,1969-01-26,San Diego Rockets,L,95,111,L 2,22-30,-16
53,1969-01-28,Los Angeles Lakers,L,118,125,L 3,22-31,-7
