G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1999-11-02,Atlanta Hawks,W,94,87,W 1,1-0,7
2,1999-11-03,Boston Celtics,L,101,112,L 1,1-1,-11
3,1999-11-06,Orlando Magic,L,104,107,L 2,1-2,-3
4,1999-11-07,New Jersey Nets,L,87,112,L 3,1-3,-25
5,1999-11-10,Seattle SuperSonics,L,95,109,L 4,1-4,-14
6,1999-11-12,Miami Heat,L,95,104,L 5,1-5,-9
7,1999-11-13,Indiana Pacers,L,83,105,L 6,1-6,-22
8,1999-11-16,Philadelphia 76ers,L,73,95,L 7,1-7,-22
9,1999-11-18,Toronto Raptors,W,92,81,W 1,2-7,11
10,1999-11-20,Los Angeles Clippers,L,89,98,L 1,2-8,-9
11,1999-11-23,Vancouver Grizzlies,W,89,87,W 1,3-8,2
12,1999-11-24,Philadelphia 76ers,W,101,93,W 2,4-8,8
13,1999-11-26,Charlotte Hornets,L,85,118,L 1,4-9,-33
14,1999-11-27,Miami Heat,L,86,89,L 2,4-10,-3
15,1999-11-30,New Jersey Nets,W,85,78,W 1,5-10,7
16,1999-12-01,Cleveland Cavaliers,L,108,111,L 1,5-11,-3
17,1999-12-03,Toronto Raptors,L,93,95,L 2,5-12,-2
18,1999-12-04,Sacramento Kings,L,104,114,L 3,5-13,-10
19,1999-12-06,Utah Jazz,L,96,102,L 4,5-14,-6
20,1999-12-07,Los Angeles Lakers,L,80,91,L 5,5-15,-11
21,1999-12-09,Phoenix Suns,L,85,99,L 6,5-16,-14
22,1999-12-11,San Antonio Spurs,W,99,89,W 1,6-16,10
23,1999-12-14,Utah Jazz,L,80,101,L 1,6-17,-21
24,1999-12-16,New Jersey Nets,W,108,104,W 1,7-17,4
25,1999-12-18,New York Knicks,W,95,83,W 2,8-17,12
26,1999-12-21,Detroit Pistons,W,97,83,W 3,9-17,14
27,1999-12-23,Houston Rockets,L,89,105,L 1,9-18,-16
28,1999-12-26,Houston Rockets,W,103,92,W 1,10-18,11
29,1999-12-29,Cleveland Cavaliers,L,94,96,L 1,10-19,-2
30,1999-12-30,New York Knicks,L,86,89,L 2,10-20,-3
31,2000-01-03,Golden State Warriors,W,99,87,W 1,11-20,12
32,2000-01-05,Chicago Bulls,L,66,77,L 1,11-21,-11
33,2000-01-07,Chicago Bulls,L,103,110,L 2,11-22,-7
34,2000-01-08,Milwaukee Bucks,L,129,130,L 3,11-23,-1
35,2000-01-11,Toronto Raptors,W,117,89,W 1,12-23,28
36,2000-01-12,Indiana Pacers,L,102,117,L 1,12-24,-15
37,2000-01-14,Detroit Pistons,L,98,105,L 2,12-25,-7
38,2000-01-15,Detroit Pistons,L,107,112,L 3,12-26,-5
39,2000-01-17,Boston Celtics,L,101,105,L 4,12-27,-4
40,2000-01-19,Dallas Mavericks,L,86,104,L 5,12-28,-18
41,2000-01-21,Indiana Pacers,W,123,113,W 1,13-28,10
42,2000-01-22,Atlanta Hawks,L,93,111,L 1,13-29,-18
43,2000-01-26,Toronto Raptors,L,105,120,L 2,13-30,-15
