G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1979-10-12,Milwaukee Bucks,W,105,103,W 1,1-0,2
2,1979-10-17,Golden State Warriors,L,94,107,L 1,1-1,-13
3,1979-10-19,Denver Nuggets,W,107,84,W 1,2-1,23
4,1979-10-21,Phoenix Suns,W,122,85,W 2,3-1,37
5,1979-10-23,Portland Trail Blazers,L,88,90,L 1,3-2,-2
6,1979-10-24,Seattle SuperSonics,L,92,105,L 2,3-3,-13
7,1979-10-26,Los Angeles Lakers,L,104,116,L 3,3-4,-12
8,1979-10-27,Golden State Warriors,L,95,101,L 4,3-5,-6
9,1979-10-28,San Diego Clippers,W,106,101,W 1,4-5,5
10,1979-10-31,Utah Jazz,W,125,108,W 2,5-5,17
11,1979-11-02,New York Knicks,L,111,112,L 1,5-6,-1
12,1979-11-03,Cleveland Cavaliers,L,110,123,L 2,5-7,-13
13,1979-11-04,New Jersey Nets,L,98,101,L 3,5-8,-3
14,1979-11-07,Philadelphia 76ers,L,102,110,L 4,5-9,-8
15,1979-11-09,Boston Celtics,L,119,127,L 5,5-10,-8
16,1979-11-11,Portland Trail Blazers,L,109,112,L 6,5-11,-3
17,1979-11-13,Philadelphia 76ers,W,110,103,W 1,6-11,7
18,1979-11-15,Los Angeles Lakers,W,114,108,W 2,7-11,6
19,1979-11-16,Chicago Bulls,W,103,97,W 3,8-11,6
20,1979-11-18,Denver Nuggets,W,109,92,W 4,9-11,17
21,1979-11-20,Golden State Warriors,W,112,109,W 5,10-11,3
22,1979-11-21,Phoenix Suns,L,120,128,L 1,10-12,-8
23,1979-11-23,San Diego Clippers,W,107,91,W 1,11-12,16
24,1979-11-25,Los Angeles Lakers,L,110,111,L 1,11-13,-1
25,1979-11-27,Houston Rockets,W,117,115,W 1,12-13,2
26,1979-11-29,Detroit Pistons,W,105,95,W 2,13-13,10
27,1979-11-30,Seattle SuperSonics,L,102,107,L 1,13-14,-5
28,1979-12-02,Boston Celtics,W,94,88,W 1,14-14,6
29,1979-12-05,Detroit Pistons,W,109,93,W 2,15-14,16
30,1979-12-08,New York Knicks,W,145,129,W 3,16-14,16
31,1979-12-12,Portland Trail Blazers,W,124,85,W 4,17-14,39
32,1979-12-14,Utah Jazz,W,103,87,W 5,18-14,16
33,1979-12-16,Indiana Pacers,W,107,105,W 6,19-14,2
34,1979-12-18,San Diego Clippers,W,110,96,W 7,20-14,14
35,1979-12-19,Washington Bullets,W,107,97,W 8,21-14,10
36,1979-12-20,Milwaukee Bucks,L,109,120,L 1,21-15,-11
37,1979-12-22,Phoenix Suns,L,111,115,L 2,21-16,-4
38,1979-12-26,Los Angeles Lakers,W,118,111,W 1,22-16,7
39,1979-12-28,Phoenix Suns,L,112,118,L 1,22-17,-6
40,1979-12-29,San Antonio Spurs,L,125,127,L 2,22-18,-2
41,1980-01-02,Utah Jazz,W,128,121,W 1,23-18,7
42,1980-01-04,San Antonio Spurs,W,115,106,W 2,24-18,9
43,1980-01-05,Atlanta Hawks,W,112,107,W 3,25-18,5
44,1980-01-06,Denver Nuggets,W,120,101,W 4,26-18,19
45,1980-01-08,San Diego Clippers,L,116,124,L 1,26-19,-8
46,1980-01-10,Chicago Bulls,W,104,83,W 1,27-19,21
47,1980-01-11,Denver Nuggets,W,112,99,W 2,28-19,13
48,1980-01-13,New Jersey Nets,W,120,101,W 3,29-19,19
49,1980-01-15,Chicago Bulls,L,109,111,L 1,29-20,-2
50,1980-01-16,Milwaukee Bucks,W,112,108,W 1,30-20,4
51,1980-01-19,Indiana Pacers,L,103,108,L 1,30-21,-5
52,1980-01-22,Atlanta Hawks,W,101,89,W 1,31-21,12
53,1980-01-24,Utah Jazz,W,110,88,W 2,32-21,22
54,1980-01-25,Chicago Bulls,L,107,113,L 1,32-22,-6
55,1980-01-26,Utah Jazz,W,112,107,W 1,33-22,5
56,1980-01-29,Denver Nuggets,W,121,111,W 2,34-22,10
57,1980-01-30,Seattle SuperSonics,W,99,97,W 3,35-22,2
