G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1980-10-11,Utah Jazz,W,98,91,W 1,1-0,7
2,1980-10-12,Phoenix Suns,L,100,109,L 1,1-1,-9
3,1980-10-14,San Antonio Spurs,L,103,109,L 2,1-2,-6
4,1980-10-15,Los Angeles Lakers,L,107,112,L 3,1-3,-5
5,1980-10-17,Dallas Mavericks,W,103,91,W 1,2-3,12
6,1980-10-18,Seattle SuperSonics,L,122,127,L 1,2-4,-5
7,1980-10-21,Golden State Warriors,L,111,116,L 2,2-5,-5
8,1980-10-23,Houston Rockets,W,105,96,W 1,3-5,9
9,1980-10-25,Denver Nuggets,W,125,122,W 2,4-5,3
10,1980-10-28,Atlanta Hawks,L,109,119,L 1,4-6,-10
11,1980-10-29,Portland Trail Blazers,W,115,98,W 1,5-6,17
12,1980-10-31,Boston Celtics,L,110,115,L 1,5-7,-5
13,1980-11-01,Phoenix Suns,L,100,127,L 2,5-8,-27
14,1980-11-04,Utah Jazz,L,104,107,L 3,5-9,-3
15,1980-11-05,New York Knicks,W,111,102,W 1,6-9,9
16,1980-11-07,Philadelphia 76ers,L,100,117,L 1,6-10,-17
17,1980-11-08,Cleveland Cavaliers,W,111,106,W 1,7-10,5
18,1980-11-11,Portland Trail Blazers,W,102,101,W 2,8-10,1
19,1980-11-12,Golden State Warriors,L,101,111,L 1,8-11,-10
20,1980-11-14,Seattle SuperSonics,L,125,127,L 2,8-12,-2
21,1980-11-15,San Diego Clippers,W,96,94,W 1,9-12,2
22,1980-11-18,Los Angeles Lakers,L,94,107,L 1,9-13,-13
23,1980-11-21,Denver Nuggets,L,121,134,L 2,9-14,-13
24,1980-11-26,New Jersey Nets,W,118,100,W 1,10-14,18
25,1980-11-28,Detroit Pistons,L,94,104,L 1,10-15,-10
26,1980-11-29,San Antonio Spurs,L,104,106,L 2,10-16,-2
27,1980-12-02,Washington Bullets,L,103,107,L 3,10-17,-4
28,1980-12-03,Phoenix Suns,W,103,100,W 1,11-17,3
29,1980-12-05,Houston Rockets,W,108,100,W 2,12-17,8
30,1980-12-06,Indiana Pacers,L,88,107,L 1,12-18,-19
31,1980-12-10,San Diego Clippers,W,112,100,W 1,13-18,12
32,1980-12-11,San Antonio Spurs,L,104,122,L 1,13-19,-18
33,1980-12-13,Dallas Mavericks,W,114,107,W 1,14-19,7
34,1980-12-16,Denver Nuggets,W,133,118,W 2,15-19,15
35,1980-12-17,Seattle SuperSonics,L,94,101,L 1,15-20,-7
36,1980-12-20,Indiana Pacers,L,103,107,L 2,15-21,-4
37,1980-12-23,Cleveland Cavaliers,W,102,100,W 1,16-21,2
38,1980-12-26,Philadelphia 76ers,L,103,113,L 1,16-22,-10
39,1980-12-27,New York Knicks,L,99,100,L 2,16-23,-1
40,1980-12-28,New Jersey Nets,W,102,99,W 1,17-23,3
41,1980-12-30,Golden State Warriors,L,104,106,L 1,17-24,-2
42,1981-01-02,Utah Jazz,W,101,95,W 1,18-24,6
43,1981-01-07,Houston Rockets,W,114,108,W 2,19-24,6
44,1981-01-08,Washington Bullets,W,136,118,W 3,20-24,18
45,1981-01-10,Utah Jazz,W,99,92,W 4,21-24,7
46,1981-01-11,San Diego Clippers,L,105,115,L 1,21-25,-10
47,1981-01-14,Portland Trail Blazers,L,91,110,L 2,21-26,-19
48,1981-01-16,Milwaukee Bucks,L,112,118,L 3,21-27,-6
49,1981-01-17,Denver Nuggets,L,122,123,L 4,21-28,-1
50,1981-01-20,Dallas Mavericks,W,104,91,W 1,22-28,13
51,1981-01-21,San Antonio Spurs,W,115,108,W 2,23-28,7
52,1981-01-23,Houston Rockets,W,113,107,W 3,24-28,6
53,1981-01-27,San Diego Clippers,L,114,119,L 1,24-29,-5
54,1981-01-29,Los Angeles Lakers,L,104,118,L 2,24-30,-14
55,1981-02-03,Dallas Mavericks,W,121,100,W 1,25-30,21
56,1981-02-04,Detroit Pistons,W,91,90,W 2,26-30,1
57,1981-02-06,Seattle SuperSonics,W,102,92,W 3,27-30,10
58,1981-02-08,Portland Trail Blazers,L,123,129,L 1,27-31,-6
59,1981-02-10,Chicago Bulls,L,115,116,L 2,27-32,-1
60,1981-02-11,Utah Jazz,W,99,87,W 1,28-32,12
61,1981-02-13,Atlanta Hawks,W,113,106,W 2,29-32,7
62,1981-02-15,Seattle SuperSonics,W,107,105,W 3,30-32,2
63,1981-02-18,Boston Celtics,W,114,113,W 4,31-32,1
64,1981-02-20,Milwaukee Bucks,W,112,109,W 5,32-32,3
65,1981-02-21,Denver Nuggets,L,109,129,L 1,32-33,-20
66,1981-02-22,Golden State Warriors,L,96,104,L 2,32-34,-8
67,1981-02-26,Dallas Mavericks,W,105,102,W 1,33-34,3
68,1981-02-28,Golden State Warriors,L,101,110,L 1,33-35,-9
69,1981-03-03,Los Angeles Lakers,L,98,99,L 2,33-36,-1
70,1981-03-04,San Antonio Spurs,W,111,97,W 1,34-36,14
71,1981-03-05,Portland Trail Blazers,W,106,100,W 2,35-36,6
72,1981-03-08,Phoenix Suns,W,105,68,W 3,36-36,37
73,1981-03-10,San Diego Clippers,W,107,100,W 4,37-36,7
74,1981-03-13,Los Angeles Lakers,L,101,116,L 1,37-37,-15
75,1981-03-15,Chicago Bulls,L,87,97,L 2,37-38,-10
76,1981-03-18,Denver Nuggets,L,124,126,L 3,37-39,-2
77,1981-03-20,San Antonio Spurs,L,111,114,L 4,37-40,-3
78,1981-03-22,Houston Rockets,L,108,114,L 5,37-41,-6
79,1981-03-24,Utah Jazz,W,105,92,W 1,38-41,13
80,1981-03-25,Phoenix Suns,W,110,101,W 2,39-41,9
81,1981-03-27,Houston Rockets,L,84,91,L 1,39-42,-7
82,1981-03-29,Dallas Mavericks,W,113,104,W 1,40-42,9
