G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2017-10-18,Orlando Magic,L,109,116,L 1,0-1,-7
2,2017-10-21,Indiana Pacers,W,112,108,W 1,1-1,4
3,2017-10-23,Atlanta Hawks,W,104,93,W 2,2-1,11
4,2017-10-25,San Antonio Spurs,L,100,117,L 1,2-2,-17
5,2017-10-28,Boston Celtics,L,90,96,L 2,2-3,-6
6,2017-10-30,Minnesota Timberwolves,L,122,125,L 3,2-4,-3
7,2017-11-01,Chicago Bulls,W,97,91,W 1,3-4,6
8,2017-11-03,Denver Nuggets,L,94,95,L 1,3-5,-1
9,2017-11-05,Los Angeles Clippers,W,104,101,W 1,4-5,3
10,2017-11-06,Golden State Warriors,L,80,97,L 1,4-6,-17
11,2017-11-08,Phoenix Suns,W,126,115,W 1,5-6,11
12,2017-11-10,Utah Jazz,W,84,74,W 2,6-6,10
13,2017-11-12,Detroit Pistons,L,103,112,L 1,6-7,-9
14,2017-11-15,Washington Wizards,L,93,102,L 2,6-8,-9
15,2017-11-17,Washington Wizards,W,91,88,W 1,7-8,3
16,2017-11-19,Indiana Pacers,L,95,120,L 1,7-9,-25
17,2017-11-22,Boston Celtics,W,104,98,W 1,8-9,6
18,2017-11-24,Minnesota Timberwolves,W,109,97,W 2,9-9,12
19,2017-11-26,Chicago Bulls,W,100,93,W 3,10-9,7
20,2017-11-28,Cleveland Cavaliers,L,97,108,L 1,10-10,-11
21,2017-11-29,New York Knicks,L,86,115,L 2,10-11,-29
22,2017-12-01,Charlotte Hornets,W,105,100,W 1,11-11,5
23,2017-12-03,Golden State Warriors,L,95,123,L 1,11-12,-28
24,2017-12-06,San Antonio Spurs,L,105,117,L 2,11-13,-12
25,2017-12-09,Brooklyn Nets,W,101,89,W 1,12-13,12
26,2017-12-11,Memphis Grizzlies,W,107,82,W 2,13-13,25
27,2017-12-13,Portland Trail Blazers,L,95,102,L 1,13-14,-7
28,2017-12-15,Charlotte Hornets,W,104,98,W 1,14-14,6
29,2017-12-16,Los Angeles Clippers,W,90,85,W 2,15-14,5
30,2017-12-18,Atlanta Hawks,L,104,110,L 1,15-15,-6
31,2017-12-20,Boston Celtics,W,90,89,W 1,16-15,1
32,2017-12-22,Dallas Mavericks,W,113,101,W 2,17-15,12
33,2017-12-23,New Orleans Pelicans,L,94,109,L 1,17-16,-15
34,2017-12-26,Orlando Magic,W,107,89,W 1,18-16,18
35,2017-12-29,Brooklyn Nets,L,87,111,L 1,18-17,-24
36,2017-12-30,Orlando Magic,W,117,111,W 1,19-17,6
37,2018-01-03,Detroit Pistons,W,111,104,W 2,20-17,7
38,2018-01-05,New York Knicks,W,107,103,W 3,21-17,4
39,2018-01-07,Utah Jazz,W,103,102,W 4,22-17,1
40,2018-01-09,Toronto Raptors,W,90,89,W 5,23-17,1
41,2018-01-10,Indiana Pacers,W,114,106,W 6,24-17,8
42,2018-01-14,Milwaukee Bucks,W,97,79,W 7,25-17,18
43,2018-01-15,Chicago Bulls,L,111,119,L 1,25-18,-8
44,2018-01-17,Milwaukee Bucks,W,106,101,W 1,26-18,5
45,2018-01-19,Brooklyn Nets,L,95,101,L 1,26-19,-6
46,2018-01-20,Charlotte Hornets,W,106,105,W 1,27-19,1
47,2018-01-22,Houston Rockets,L,90,99,L 1,27-20,-9
48,2018-01-25,Sacramento Kings,L,88,89,L 2,27-21,-1
49,2018-01-27,Charlotte Hornets,W,95,91,W 1,28-21,4
50,2018-01-29,Dallas Mavericks,W,95,88,W 2,29-21,7
51,2018-01-31,Cleveland Cavaliers,L,89,91,L 1,29-22,-2
52,2018-02-02,Philadelphia 76ers,L,97,103,L 2,29-23,-6
53,2018-02-03,Detroit Pistons,L,107,111,L 3,29-24,-4
54,2018-02-05,Orlando Magic,L,109,111,L 4,29-25,-2
55,2018-02-07,Houston Rockets,L,101,109,L 5,29-26,-8
56,2018-02-09,Milwaukee Bucks,W,91,85,W 1,30-26,6
57,2018-02-13,Toronto Raptors,L,112,115,L 1,30-27,-3
58,2018-02-14,Philadelphia 76ers,L,102,104,L 2,30-28,-2
59,2018-02-23,New Orleans Pelicans,L,123,124,L 3,30-29,-1
60,2018-02-24,Memphis Grizzlies,W,115,89,W 1,31-29,26
61,2018-02-27,Philadelphia 76ers,W,102,101,W 2,32-29,1
62,2018-03-01,Los Angeles Lakers,L,113,131,L 1,32-30,-18
63,2018-03-03,Detroit Pistons,W,105,96,W 1,33-30,9
64,2018-03-05,Phoenix Suns,W,125,103,W 2,34-30,22
65,2018-03-06,Washington Wizards,L,113,117,L 1,34-31,-4
66,2018-03-08,Philadelphia 76ers,W,108,99,W 1,35-31,9
67,2018-03-10,Washington Wizards,W,129,102,W 2,36-31,27
