G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1978-10-14,San Diego Clippers,W,117,89,W 1,1-0,28
2,1978-10-15,Phoenix Suns,L,110,129,L 1,1-1,-19
3,1978-10-18,Phoenix Suns,L,112,122,L 2,1-2,-10
4,1978-10-20,Portland Trail Blazers,W,111,108,W 1,2-2,3
5,1978-10-22,Milwaukee Bucks,L,107,109,L 1,2-3,-2
6,1978-10-25,New Jersey Nets,L,118,121,L 2,2-4,-3
7,1978-10-27,Washington Bullets,W,102,83,W 1,3-4,19
8,1978-10-29,Cleveland Cavaliers,W,99,94,W 2,4-4,5
9,1978-10-31,San Antonio Spurs,W,139,138,W 3,5-4,1
10,1978-11-01,Houston Rockets,W,112,105,W 4,6-4,7
11,1978-11-02,Atlanta Hawks,W,113,106,W 5,7-4,7
12,1978-11-04,Detroit Pistons,W,103,95,W 6,8-4,8
13,1978-11-08,Kansas City Kings,L,97,105,L 1,8-5,-8
14,1978-11-10,Indiana Pacers,W,116,111,W 1,9-5,5
15,1978-11-16,San Diego Clippers,L,109,112,L 1,9-6,-3
16,1978-11-17,Chicago Bulls,L,89,100,L 2,9-7,-11
17,1978-11-18,Seattle SuperSonics,W,112,104,W 1,10-7,8
18,1978-11-21,Philadelphia 76ers,W,115,105,W 2,11-7,10
19,1978-11-22,New Jersey Nets,L,92,100,L 1,11-8,-8
20,1978-11-23,New Orleans Jazz,L,98,106,L 2,11-9,-8
21,1978-11-26,Washington Bullets,L,102,110,L 3,11-10,-8
22,1978-11-29,Houston Rockets,W,109,94,W 1,12-10,15
23,1978-12-01,New Jersey Nets,L,110,120,L 1,12-11,-10
24,1978-12-02,Phoenix Suns,W,116,108,W 1,13-11,8
25,1978-12-06,Milwaukee Bucks,W,118,111,W 2,14-11,7
26,1978-12-08,San Antonio Spurs,L,105,123,L 1,14-12,-18
27,1978-12-09,Atlanta Hawks,W,94,84,W 1,15-12,10
28,1978-12-12,Chicago Bulls,L,94,99,L 1,15-13,-5
29,1978-12-14,Houston Rockets,L,123,126,L 2,15-14,-3
30,1978-12-16,San Antonio Spurs,L,96,104,L 3,15-15,-8
31,1978-12-17,New Orleans Jazz,W,104,96,W 1,16-15,8
32,1978-12-20,Philadelphia 76ers,W,85,81,W 2,17-15,4
33,1978-12-22,Denver Nuggets,L,103,107,L 1,17-16,-4
34,1978-12-25,Portland Trail Blazers,L,102,115,L 2,17-17,-13
35,1978-12-27,Los Angeles Lakers,L,104,106,L 3,17-18,-2
36,1978-12-29,New Orleans Jazz,W,118,106,W 1,18-18,12
37,1979-01-01,Seattle SuperSonics,W,110,97,W 2,19-18,13
38,1979-01-03,Detroit Pistons,W,96,81,W 3,20-18,15
39,1979-01-05,Boston Celtics,W,113,98,W 4,21-18,15
40,1979-01-07,Cleveland Cavaliers,L,108,112,L 1,21-19,-4
41,1979-01-09,Chicago Bulls,W,103,101,W 1,22-19,2
42,1979-01-11,Kansas City Kings,L,89,94,L 1,22-20,-5
43,1979-01-12,Milwaukee Bucks,L,94,101,L 2,22-21,-7
44,1979-01-13,Detroit Pistons,L,109,114,L 3,22-22,-5
45,1979-01-17,Houston Rockets,L,103,104,L 4,22-23,-1
46,1979-01-20,Denver Nuggets,L,106,109,L 5,22-24,-3
47,1979-01-21,Los Angeles Lakers,L,107,113,L 6,22-25,-6
48,1979-01-24,New York Knicks,W,126,123,W 1,23-25,3
49,1979-01-25,Portland Trail Blazers,L,103,108,L 1,23-26,-5
50,1979-01-26,Philadelphia 76ers,L,96,105,L 2,23-27,-9
51,1979-01-28,Boston Celtics,L,102,103,L 3,23-28,-1
52,1979-01-29,New York Knicks,W,107,104,W 1,24-28,3
53,1979-01-31,Philadelphia 76ers,W,108,106,W 2,25-28,2
54,1979-02-02,Indiana Pacers,L,84,87,L 1,25-29,-3
55,1979-02-07,Los Angeles Lakers,L,104,106,L 2,25-30,-2
56,1979-02-09,Denver Nuggets,L,104,106,L 3,25-31,-2
57,1979-02-11,San Antonio Spurs,L,107,125,L 4,25-32,-18
58,1979-02-14,New Orleans Jazz,W,113,101,W 1,26-32,12
59,1979-02-16,Washington Bullets,W,109,103,W 2,27-32,6
60,1979-02-20,Los Angeles Lakers,W,102,91,W 3,28-32,11
61,1979-02-21,Boston Celtics,L,97,101,L 1,28-33,-4
62,1979-02-23,Indiana Pacers,L,94,96,L 2,28-34,-2
63,1979-02-25,Washington Bullets,L,89,99,L 3,28-35,-10
64,1979-02-27,New York Knicks,L,99,101,L 4,28-36,-2
65,1979-03-01,Atlanta Hawks,L,86,104,L 5,28-37,-18
66,1979-03-02,Indiana Pacers,W,105,98,W 1,29-37,7
67,1979-03-04,Kansas City Kings,W,111,110,W 2,30-37,1
68,1979-03-07,Cleveland Cavaliers,L,101,103,L 1,30-38,-2
69,1979-03-11,Chicago Bulls,L,107,109,L 2,30-39,-2
70,1979-03-14,Atlanta Hawks,W,113,98,W 1,31-39,15
71,1979-03-16,New Jersey Nets,W,117,102,W 2,32-39,15
72,1979-03-17,San Diego Clippers,L,102,107,L 1,32-40,-5
73,1979-03-20,Denver Nuggets,L,102,113,L 2,32-41,-11
