G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1973-10-10,Chicago Bulls,L,90,105,L 1,0-1,-15
2,1973-10-12,Chicago Bulls,W,88,84,W 1,1-1,4
3,1973-10-13,Atlanta Hawks,W,117,102,W 2,2-1,15
4,1973-10-17,Seattle SuperSonics,W,108,106,W 3,3-1,2
5,1973-10-19,Portland Trail Blazers,L,99,111,L 1,3-2,-12
6,1973-10-20,Golden State Warriors,L,81,100,L 2,3-3,-19
7,1973-10-24,Los Angeles Lakers,L,91,92,L 3,3-4,-1
8,1973-10-26,Phoenix Suns,W,98,93,W 1,4-4,5
9,1973-10-28,Buffalo Braves,L,100,112,L 1,4-5,-12
10,1973-10-30,Milwaukee Bucks,L,78,112,L 2,4-6,-34
11,1973-11-02,Seattle SuperSonics,L,109,115,L 3,4-7,-6
12,1973-11-04,Golden State Warriors,L,91,92,L 4,4-8,-1
13,1973-11-09,Capital Bullets,L,96,109,L 5,4-9,-13
14,1973-11-10,Milwaukee Bucks,L,83,84,L 6,4-10,-1
15,1973-11-11,Cleveland Cavaliers,W,103,93,W 1,5-10,10
16,1973-11-14,Houston Rockets,W,118,116,W 2,6-10,2
17,1973-11-16,Detroit Pistons,L,98,125,L 1,6-11,-27
18,1973-11-17,Boston Celtics,L,110,123,L 2,6-12,-13
19,1973-11-20,Philadelphia 76ers,L,103,109,L 3,6-13,-6
20,1973-11-21,Philadelphia 76ers,L,90,103,L 4,6-14,-13
21,1973-11-23,Boston Celtics,L,102,119,L 5,6-15,-17
22,1973-11-24,Buffalo Braves,L,131,143,L 6,6-16,-12
23,1973-11-25,Seattle SuperSonics,L,99,104,L 7,6-17,-5
24,1973-11-27,Atlanta Hawks,L,110,129,L 8,6-18,-19
25,1973-11-29,Phoenix Suns,L,99,119,L 9,6-19,-20
26,1973-11-30,Los Angeles Lakers,L,107,123,L 10,6-20,-16
27,1973-12-01,Golden State Warriors,L,108,120,L 11,6-21,-12
28,1973-12-05,Atlanta Hawks,W,117,105,W 1,7-21,12
29,1973-12-07,Philadelphia 76ers,W,113,102,W 2,8-21,11
30,1973-12-09,Detroit Pistons,L,80,86,L 1,8-22,-6
31,1973-12-11,Chicago Bulls,L,104,105,L 2,8-23,-1
32,1973-12-15,New York Knicks,L,107,116,L 3,8-24,-9
33,1973-12-16,Detroit Pistons,W,105,104,W 1,9-24,1
34,1973-12-19,Cleveland Cavaliers,W,106,92,W 2,10-24,14
35,1973-12-20,Capital Bullets,L,92,98,L 1,10-25,-6
36,1973-12-22,Buffalo Braves,W,122,112,W 1,11-25,10
37,1973-12-23,Golden State Warriors,W,101,93,W 2,12-25,8
38,1973-12-26,Houston Rockets,L,95,110,L 1,12-26,-15
39,1973-12-27,Cleveland Cavaliers,W,110,100,W 1,13-26,10
40,1973-12-29,Capital Bullets,W,106,102,W 2,14-26,4
41,1973-12-30,New York Knicks,L,85,102,L 1,14-27,-17
42,1974-01-02,Boston Celtics,W,109,97,W 1,15-27,12
43,1974-01-03,Milwaukee Bucks,L,105,120,L 1,15-28,-15
44,1974-01-04,Phoenix Suns,W,122,97,W 1,16-28,25
45,1974-01-06,Los Angeles Lakers,L,105,109,L 1,16-29,-4
46,1974-01-08,Portland Trail Blazers,L,110,129,L 2,16-30,-19
47,1974-01-09,Seattle SuperSonics,L,96,100,L 3,16-31,-4
48,1974-01-11,Phoenix Suns,W,117,100,W 1,17-31,17
49,1974-01-13,Portland Trail Blazers,W,103,99,W 2,18-31,4
50,1974-01-18,Los Angeles Lakers,L,115,116,L 1,18-32,-1
51,1974-01-19,Cleveland Cavaliers,W,111,108,W 1,19-32,3
52,1974-01-20,Detroit Pistons,L,79,105,L 1,19-33,-26
53,1974-01-22,Portland Trail Blazers,W,103,96,W 1,20-33,7
54,1974-01-25,Buffalo Braves,W,118,113,W 2,21-33,5
55,1974-01-27,Boston Celtics,L,98,119,L 1,21-34,-21
56,1974-01-30,New York Knicks,L,88,108,L 2,21-35,-20
57,1974-02-01,Chicago Bulls,L,88,99,L 3,21-36,-11
58,1974-02-06,Chicago Bulls,L,95,112,L 4,21-37,-17
59,1974-02-08,Portland Trail Blazers,W,104,99,W 1,22-37,5
60,1974-02-09,Golden State Warriors,W,121,120,W 2,23-37,1
61,1974-02-10,Seattle SuperSonics,L,103,119,L 1,23-38,-16
62,1974-02-12,Detroit Pistons,L,106,113,L 2,23-39,-7
63,1974-02-13,Capital Bullets,L,87,89,L 3,23-40,-2
64,1974-02-15,Philadelphia 76ers,L,89,92,L 4,23-41,-3
65,1974-02-19,Los Angeles Lakers,W,92,86,W 1,24-41,6
66,1974-02-20,Golden State Warriors,W,116,97,W 2,25-41,19
67,1974-02-22,Phoenix Suns,W,119,104,W 3,26-41,15
68,1974-02-24,Milwaukee Bucks,L,93,100,L 1,26-42,-7
69,1974-02-26,Houston Rockets,L,101,118,L 2,26-43,-17
70,1974-02-27,Atlanta Hawks,W,85,76,W 1,27-43,9
71,1974-03-01,Los Angeles Lakers,L,100,107,L 1,27-44,-7
72,1974-03-03,Phoenix Suns,L,100,113,L 2,27-45,-13
73,1974-03-04,Milwaukee Bucks,L,103,109,L 3,27-46,-6
74,1974-03-06,Milwaukee Bucks,L,99,111,L 4,27-47,-12
75,1974-03-09,Seattle SuperSonics,W,106,96,W 1,28-47,10
76,1974-03-12,Chicago Bulls,W,93,91,W 2,29-47,2
77,1974-03-17,Houston Rockets,W,125,114,W 3,30-47,11
78,1974-03-18,Portland Trail Blazers,W,114,105,W 4,31-47,9
79,1974-03-20,Chicago Bulls,L,86,87,L 1,31-48,-1
80,1974-03-22,Detroit Pistons,W,107,105,W 1,32-48,2
