G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1975-10-23,Washington Bullets,L,95,107,L 1,0-1,-12
2,1975-10-29,Seattle SuperSonics,L,91,92,L 2,0-2,-1
3,1975-10-30,New York Knicks,L,113,117,L 3,0-3,-4
4,1975-11-01,Phoenix Suns,W,106,100,W 1,1-3,6
5,1975-11-04,Los Angeles Lakers,W,116,98,W 2,2-3,18
6,1975-11-07,Portland Trail Blazers,L,88,92,L 1,2-4,-4
7,1975-11-09,Los Angeles Lakers,L,112,125,L 2,2-5,-13
8,1975-11-12,Seattle SuperSonics,W,107,92,W 1,3-5,15
9,1975-11-15,Golden State Warriors,L,92,123,L 1,3-6,-31
10,1975-11-19,Philadelphia 76ers,L,103,113,L 2,3-7,-10
11,1975-11-21,Chicago Bulls,W,107,98,W 1,4-7,9
12,1975-11-26,Detroit Pistons,L,104,120,L 1,4-8,-16
13,1975-11-27,Cleveland Cavaliers,W,95,91,W 1,5-8,4
14,1975-11-28,New Orleans Jazz,W,98,97,W 2,6-8,1
15,1975-11-30,New York Knicks,W,110,98,W 3,7-8,12
16,1975-12-02,Seattle SuperSonics,L,90,101,L 1,7-9,-11
17,1975-12-04,Cleveland Cavaliers,W,105,101,W 1,8-9,4
18,1975-12-05,Milwaukee Bucks,L,95,103,L 1,8-10,-8
19,1975-12-06,Philadelphia 76ers,L,84,98,L 2,8-11,-14
20,1975-12-09,Buffalo Braves,L,107,126,L 3,8-12,-19
21,1975-12-10,Atlanta Hawks,W,100,94,W 1,9-12,6
22,1975-12-12,Chicago Bulls,W,109,99,W 2,10-12,10
23,1975-12-13,Atlanta Hawks,L,101,115,L 1,10-13,-14
24,1975-12-14,Golden State Warriors,L,105,115,L 2,10-14,-10
25,1975-12-16,Houston Rockets,L,100,111,L 3,10-15,-11
26,1975-12-17,Boston Celtics,L,104,118,L 4,10-16,-14
27,1975-12-20,Buffalo Braves,L,110,117,L 5,10-17,-7
28,1975-12-23,Los Angeles Lakers,L,97,111,L 6,10-18,-14
29,1975-12-25,Phoenix Suns,L,111,122,L 7,10-19,-11
30,1975-12-26,Seattle SuperSonics,L,87,90,L 8,10-20,-3
31,1975-12-28,Detroit Pistons,L,87,103,L 9,10-21,-16
32,1975-12-30,Cleveland Cavaliers,L,106,110,L 10,10-22,-4
33,1976-01-03,New Orleans Jazz,L,95,120,L 11,10-23,-25
34,1976-01-04,Phoenix Suns,W,98,86,W 1,11-23,12
35,1976-01-06,Washington Bullets,L,98,103,L 1,11-24,-5
36,1976-01-07,Houston Rockets,W,108,106,W 1,12-24,2
37,1976-01-08,New Orleans Jazz,L,97,107,L 1,12-25,-10
38,1976-01-10,Chicago Bulls,L,84,111,L 2,12-26,-27
39,1976-01-11,Detroit Pistons,W,105,99,W 1,13-26,6
40,1976-01-14,Boston Celtics,W,106,101,W 2,14-26,5
41,1976-01-16,New York Knicks,L,90,102,L 1,14-27,-12
42,1976-01-17,Portland Trail Blazers,L,94,102,L 2,14-28,-8
43,1976-01-20,Golden State Warriors,L,103,116,L 3,14-29,-13
44,1976-01-23,Milwaukee Bucks,L,97,113,L 4,14-30,-16
45,1976-01-25,Chicago Bulls,W,118,110,W 1,15-30,8
46,1976-01-27,Milwaukee Bucks,W,107,89,W 2,16-30,18
47,1976-01-29,Houston Rockets,W,119,86,W 3,17-30,33
48,1976-01-30,Detroit Pistons,L,94,101,L 1,17-31,-7
49,1976-01-31,Chicago Bulls,W,104,96,W 1,18-31,8
50,1976-02-05,Los Angeles Lakers,W,117,109,W 2,19-31,8
51,1976-02-06,New Orleans Jazz,L,101,108,L 1,19-32,-7
52,1976-02-08,Detroit Pistons,L,93,94,L 2,19-33,-1
53,1976-02-09,Houston Rockets,L,86,105,L 3,19-34,-19
54,1976-02-10,Atlanta Hawks,L,89,111,L 4,19-35,-22
55,1976-02-13,Buffalo Braves,L,96,101,L 5,19-36,-5
56,1976-02-17,Philadelphia 76ers,W,125,107,W 1,20-36,18
57,1976-02-18,Golden State Warriors,W,103,91,W 2,21-36,12
58,1976-02-21,Portland Trail Blazers,L,97,116,L 1,21-37,-19
59,1976-02-24,Phoenix Suns,W,120,117,W 1,22-37,3
60,1976-02-27,Los Angeles Lakers,L,90,97,L 1,22-38,-7
61,1976-02-28,Portland Trail Blazers,L,105,119,L 2,22-39,-14
62,1976-03-02,Detroit Pistons,W,127,113,W 1,23-39,14
63,1976-03-04,Milwaukee Bucks,L,95,99,L 1,23-40,-4
64,1976-03-05,Seattle SuperSonics,W,111,93,W 1,24-40,18
65,1976-03-07,Milwaukee Bucks,W,113,97,W 2,25-40,16
66,1976-03-12,Chicago Bulls,W,95,73,W 3,26-40,22
67,1976-03-13,Milwaukee Bucks,L,118,121,L 1,26-41,-3
68,1976-03-14,Atlanta Hawks,W,114,113,W 1,27-41,1
69,1976-03-18,Washington Bullets,L,102,110,L 1,27-42,-8
70,1976-03-19,Boston Celtics,L,117,120,L 2,27-43,-3
71,1976-03-21,Chicago Bulls,W,112,101,W 1,28-43,11
72,1976-03-23,Washington Bullets,W,106,101,W 2,29-43,5
73,1976-03-24,Detroit Pistons,L,117,130,L 1,29-44,-13
74,1976-03-27,Phoenix Suns,L,100,117,L 2,29-45,-17
75,1976-03-28,Golden State Warriors,L,117,134,L 3,29-46,-17
76,1976-03-30,Portland Trail Blazers,L,113,114,L 4,29-47,-1
77,1976-04-02,Milwaukee Bucks,L,107,120,L 5,29-48,-13
78,1976-04-03,Cleveland Cavaliers,W,104,101,W 1,30-48,3
79,1976-04-04,New York Knicks,L,95,115,L 1,30-49,-20
80,1976-04-08,Boston Celtics,W,131,104,W 1,31-49,27
81,1976-04-09,Philadelphia 76ers,L,108,112,L 1,31-50,-4
82,1976-04-11,Buffalo Braves,L,98,99,L 2,31-51,-1
