G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2014-10-29,New York Knicks,W,104,80,W 1,1-0,24
2,2014-10-31,Cleveland Cavaliers,L,108,114,L 1,1-1,-6
3,2014-11-01,Minnesota Timberwolves,W,106,105,W 1,2-1,1
4,2014-11-04,Orlando Magic,W,98,90,W 2,3-1,8
5,2014-11-05,Milwaukee Bucks,W,95,86,W 3,4-1,9
6,2014-11-07,Philadelphia 76ers,W,118,115,W 4,5-1,3
7,2014-11-08,Boston Celtics,L,101,106,L 1,5-2,-5
8,2014-11-10,Detroit Pistons,W,102,91,W 1,6-2,11
9,2014-11-13,Toronto Raptors,W,100,93,W 2,7-2,7
10,2014-11-15,Indiana Pacers,L,90,99,L 1,7-3,-9
11,2014-11-17,Los Angeles Clippers,W,105,89,W 1,8-3,16
12,2014-11-20,Sacramento Kings,L,88,103,L 1,8-4,-15
13,2014-11-21,Portland Trail Blazers,L,87,105,L 2,8-5,-18
14,2014-11-24,Utah Jazz,W,97,95,W 1,9-5,2
15,2014-11-25,Denver Nuggets,L,109,114,L 1,9-6,-5
16,2014-11-28,Boston Celtics,W,109,102,W 1,10-6,7
17,2014-11-30,Brooklyn Nets,W,102,84,W 2,11-6,18
18,2014-12-02,Dallas Mavericks,L,129,132,L 1,11-7,-3
19,2014-12-03,Charlotte Hornets,W,102,95,W 1,12-7,7
20,2014-12-06,Golden State Warriors,L,102,112,L 1,12-8,-10
21,2014-12-10,Brooklyn Nets,W,105,80,W 1,13-8,25
22,2014-12-12,Portland Trail Blazers,W,115,106,W 2,14-8,9
23,2014-12-14,Miami Heat,W,93,75,W 3,15-8,18
24,2014-12-15,Atlanta Hawks,L,86,93,L 1,15-9,-7
25,2014-12-18,New York Knicks,W,103,97,W 1,16-9,6
26,2014-12-19,Memphis Grizzlies,W,103,97,W 2,17-9,6
27,2014-12-22,Toronto Raptors,W,129,120,W 3,18-9,9
28,2014-12-23,Washington Wizards,W,99,91,W 4,19-9,8
29,2014-12-25,Los Angeles Lakers,W,113,93,W 5,20-9,20
30,2014-12-27,New Orleans Pelicans,W,107,100,W 6,21-9,7
31,2014-12-29,Indiana Pacers,W,92,90,W 7,22-9,2
32,2014-12-30,Brooklyn Nets,L,82,96,L 1,22-10,-14
33,2015-01-01,Denver Nuggets,W,106,101,W 1,23-10,5
34,2015-01-03,Boston Celtics,W,109,104,W 2,24-10,5
35,2015-01-05,Houston Rockets,W,114,105,W 3,25-10,9
36,2015-01-07,Utah Jazz,L,77,97,L 1,25-11,-20
37,2015-01-09,Washington Wizards,L,86,102,L 2,25-12,-16
38,2015-01-10,Milwaukee Bucks,W,95,87,W 1,26-12,8
39,2015-01-12,Orlando Magic,L,114,121,L 1,26-13,-7
40,2015-01-14,Washington Wizards,L,99,105,L 2,26-14,-6
41,2015-01-16,Boston Celtics,W,119,103,W 1,27-14,16
42,2015-01-17,Atlanta Hawks,L,99,107,L 1,27-15,-8
43,2015-01-19,Cleveland Cavaliers,L,94,108,L 2,27-16,-14
44,2015-01-22,San Antonio Spurs,W,104,81,W 1,28-16,23
45,2015-01-23,Dallas Mavericks,W,102,98,W 2,29-16,4
46,2015-01-25,Miami Heat,L,84,96,L 1,29-17,-12
47,2015-01-27,Golden State Warriors,W,113,111,W 1,30-17,2
48,2015-01-29,Los Angeles Lakers,L,118,123,L 1,30-18,-5
49,2015-01-30,Phoenix Suns,L,93,99,L 2,30-19,-6
50,2015-02-04,Houston Rockets,L,90,101,L 3,30-20,-11
51,2015-02-07,New Orleans Pelicans,W,107,72,W 1,31-20,35
52,2015-02-08,Orlando Magic,W,98,97,W 2,32-20,1
53,2015-02-10,Sacramento Kings,W,104,86,W 3,33-20,18
54,2015-02-12,Cleveland Cavaliers,W,113,98,W 4,34-20,15
55,2015-02-20,Detroit Pistons,L,91,100,L 1,34-21,-9
56,2015-02-21,Phoenix Suns,W,112,107,W 1,35-21,5
57,2015-02-23,Milwaukee Bucks,W,87,71,W 2,36-21,16
58,2015-02-25,Charlotte Hornets,L,86,98,L 1,36-22,-12
59,2015-02-27,Minnesota Timberwolves,W,96,89,W 1,37-22,7
60,2015-03-01,Los Angeles Clippers,L,86,96,L 1,37-23,-10
61,2015-03-03,Washington Wizards,W,97,92,W 1,38-23,5
62,2015-03-05,Oklahoma City Thunder,W,108,105,W 2,39-23,3
63,2015-03-06,Indiana Pacers,L,84,98,L 1,39-24,-14
64,2015-03-08,San Antonio Spurs,L,105,116,L 2,39-25,-11
65,2015-03-09,Memphis Grizzlies,L,91,101,L 3,39-26,-10
66,2015-03-11,Philadelphia 76ers,W,104,95,W 1,40-26,9
67,2015-03-13,Charlotte Hornets,L,91,101,L 1,40-27,-10
68,2015-03-15,Oklahoma City Thunder,L,100,109,L 2,40-28,-9
69,2015-03-18,Indiana Pacers,W,103,86,W 1,41-28,17
70,2015-03-20,Toronto Raptors,W,108,92,W 2,42-28,16
71,2015-03-21,Detroit Pistons,L,91,107,L 1,42-29,-16
72,2015-03-23,Charlotte Hornets,W,98,86,W 1,43-29,12
73,2015-03-25,Toronto Raptors,W,116,103,W 2,44-29,13
74,2015-03-28,New York Knicks,W,111,80,W 3,45-29,31
75,2015-04-01,Milwaukee Bucks,L,91,95,L 1,45-30,-4
76,2015-04-03,Detroit Pistons,W,88,82,W 1,46-30,6
77,2015-04-05,Cleveland Cavaliers,L,94,99,L 1,46-31,-5
78,2015-04-08,Orlando Magic,L,103,105,L 2,46-32,-2
79,2015-04-09,Miami Heat,W,89,78,W 1,47-32,11
80,2015-04-11,Philadelphia 76ers,W,114,107,W 2,48-32,7
81,2015-04-13,Brooklyn Nets,W,113,86,W 3,49-32,27
82,2015-04-15,Atlanta Hawks,W,91,85,W 4,50-32,6
