G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1983-10-29,Phoenix Suns,W,120,103,W 1,1-0,17
2,1983-10-30,San Antonio Spurs,L,101,123,L 1,1-1,-22
3,1983-11-01,Denver Nuggets,W,130,124,W 1,2-1,6
4,1983-11-02,Portland Trail Blazers,W,123,117,W 2,3-1,6
5,1983-11-04,Cleveland Cavaliers,L,84,105,L 1,3-2,-21
6,1983-11-05,Los Angeles Lakers,W,107,102,W 1,4-2,5
7,1983-11-09,Los Angeles Lakers,L,106,120,L 1,4-3,-14
8,1983-11-11,San Antonio Spurs,W,112,105,W 1,5-3,7
9,1983-11-12,Houston Rockets,L,98,100,L 1,5-4,-2
10,1983-11-17,New Jersey Nets,W,115,113,W 1,6-4,2
11,1983-11-19,Phoenix Suns,W,116,107,W 2,7-4,9
12,1983-11-22,San Antonio Spurs,W,118,117,W 3,8-4,1
13,1983-11-25,Kansas City Kings,W,98,96,W 4,9-4,2
14,1983-11-26,Golden State Warriors,W,115,109,W 5,10-4,6
15,1983-11-30,Houston Rockets,W,113,102,W 6,11-4,11
16,1983-12-02,Los Angeles Lakers,W,133,118,W 7,12-4,15
17,1983-12-03,Chicago Bulls,W,110,100,W 8,13-4,10
18,1983-12-06,Kansas City Kings,L,103,112,L 1,13-5,-9
19,1983-12-07,Washington Bullets,L,112,114,L 2,13-6,-2
20,1983-12-09,Seattle SuperSonics,L,124,132,L 3,13-7,-8
21,1983-12-10,Golden State Warriors,W,126,123,W 1,14-7,3
22,1983-12-11,San Diego Clippers,L,116,118,L 1,14-8,-2
23,1983-12-14,Indiana Pacers,W,117,109,W 1,15-8,8
24,1983-12-16,Milwaukee Bucks,L,105,110,L 1,15-9,-5
25,1983-12-17,Chicago Bulls,L,84,102,L 2,15-10,-18
26,1983-12-20,Detroit Pistons,L,104,116,L 3,15-11,-12
27,1983-12-22,New Jersey Nets,L,98,101,L 4,15-12,-3
28,1983-12-27,Atlanta Hawks,L,109,112,L 5,15-13,-3
29,1983-12-28,San Diego Clippers,W,109,92,W 1,16-13,17
30,1983-12-30,Boston Celtics,L,109,114,L 1,16-14,-5
31,1984-01-03,Houston Rockets,W,119,117,W 1,17-14,2
32,1984-01-04,Seattle SuperSonics,W,105,102,W 2,18-14,3
33,1984-01-06,San Diego Clippers,W,123,106,W 3,19-14,17
34,1984-01-07,Denver Nuggets,L,117,141,L 1,19-15,-24
35,1984-01-10,Kansas City Kings,L,102,112,L 2,19-16,-10
36,1984-01-11,Utah Jazz,W,117,102,W 1,20-16,15
37,1984-01-13,Portland Trail Blazers,W,113,110,W 2,21-16,3
38,1984-01-15,Denver Nuggets,W,126,107,W 3,22-16,19
39,1984-01-17,Portland Trail Blazers,L,114,121,L 1,22-17,-7
40,1984-01-18,Seattle SuperSonics,L,107,114,L 2,22-18,-7
41,1984-01-20,Utah Jazz,L,113,120,L 3,22-19,-7
42,1984-01-21,Indiana Pacers,W,118,111,W 1,23-19,7
43,1984-01-24,Utah Jazz,W,123,115,W 2,24-19,8
44,1984-01-25,Golden State Warriors,W,112,110,W 3,25-19,2
45,1984-02-01,New York Knicks,L,98,105,L 1,25-20,-7
46,1984-02-02,Houston Rockets,L,107,123,L 2,25-21,-16
47,1984-02-03,Denver Nuggets,L,111,114,L 3,25-22,-3
48,1984-02-05,Seattle SuperSonics,L,96,104,L 4,25-23,-8
49,1984-02-07,Portland Trail Blazers,L,85,101,L 5,25-24,-16
50,1984-02-08,Denver Nuggets,W,120,114,W 1,26-24,6
51,1984-02-10,Kansas City Kings,W,115,96,W 2,27-24,19
52,1984-02-11,Phoenix Suns,L,89,108,L 1,27-25,-19
53,1984-02-15,Philadelphia 76ers,W,119,116,W 1,28-25,3
54,1984-02-17,Phoenix Suns,W,129,123,W 2,29-25,6
55,1984-02-18,Detroit Pistons,L,115,120,L 1,29-26,-5
56,1984-02-22,Houston Rockets,W,112,106,W 1,30-26,6
57,1984-02-24,Milwaukee Bucks,L,88,95,L 1,30-27,-7
58,1984-02-25,Utah Jazz,W,97,95,W 1,31-27,2
59,1984-02-28,San Antonio Spurs,W,116,104,W 2,32-27,12
60,1984-02-29,Seattle SuperSonics,L,124,127,L 1,32-28,-3
61,1984-03-02,Kansas City Kings,W,108,94,W 1,33-28,14
62,1984-03-03,Kansas City Kings,L,103,105,L 1,33-29,-2
63,1984-03-07,Cleveland Cavaliers,W,115,103,W 1,34-29,12
64,1984-03-09,Los Angeles Lakers,L,120,121,L 1,34-30,-1
65,1984-03-10,Golden State Warriors,W,120,103,W 1,35-30,17
66,1984-03-13,San Antonio Spurs,L,131,137,L 1,35-31,-6
67,1984-03-14,San Diego Clippers,W,105,101,W 1,36-31,4
68,1984-03-17,Utah Jazz,L,103,118,L 1,36-32,-15
69,1984-03-21,Atlanta Hawks,W,102,101,W 1,37-32,1
70,1984-03-23,Houston Rockets,W,116,104,W 2,38-32,12
71,1984-03-24,Denver Nuggets,W,119,101,W 3,39-32,18
72,1984-03-27,New York Knicks,L,88,97,L 1,39-33,-9
73,1984-03-28,Boston Celtics,L,107,114,L 2,39-34,-7
74,1984-03-30,Philadelphia 76ers,L,110,118,L 3,39-35,-8
75,1984-04-01,Washington Bullets,L,98,102,L 4,39-36,-4
76,1984-04-03,Portland Trail Blazers,L,88,91,L 5,39-37,-3
77,1984-04-06,San Antonio Spurs,W,131,118,W 1,40-37,13
78,1984-04-07,Utah Jazz,W,109,100,W 2,41-37,9
79,1984-04-10,San Diego Clippers,W,116,114,W 3,42-37,2
80,1984-04-12,Phoenix Suns,L,118,119,L 1,42-38,-1
81,1984-04-13,Los Angeles Lakers,W,104,103,W 1,43-38,1
