G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1984-10-27,Washington Bullets,L,102,104,L 1,0-1,-2
2,1984-10-31,Dallas Mavericks,L,100,101,L 2,0-2,-1
3,1984-11-02,Cleveland Cavaliers,W,116,109,W 1,1-2,7
4,1984-11-03,New Jersey Nets,L,117,118,L 1,1-3,-1
5,1984-11-07,Philadelphia 76ers,L,113,134,L 2,1-4,-21
6,1984-11-09,Milwaukee Bucks,L,105,122,L 3,1-5,-17
7,1984-11-10,Chicago Bulls,L,116,118,L 4,1-6,-2
8,1984-11-12,Boston Celtics,L,115,132,L 5,1-7,-17
9,1984-11-14,Houston Rockets,W,125,117,W 1,2-7,8
10,1984-11-16,San Antonio Spurs,W,128,117,W 2,3-7,11
11,1984-11-17,Atlanta Hawks,L,108,118,L 1,3-8,-10
12,1984-11-19,Chicago Bulls,W,137,120,W 1,4-8,17
13,1984-11-21,Philadelphia 76ers,L,107,112,L 1,4-9,-5
14,1984-11-23,Kansas City Kings,L,105,122,L 2,4-10,-17
15,1984-11-24,New York Knicks,L,100,119,L 3,4-11,-19
16,1984-11-27,Milwaukee Bucks,W,126,105,W 1,5-11,21
17,1984-11-28,Philadelphia 76ers,L,101,122,L 1,5-12,-21
18,1984-11-30,New Jersey Nets,L,100,123,L 2,5-13,-23
19,1984-12-01,Detroit Pistons,L,109,131,L 3,5-14,-22
20,1984-12-06,Washington Bullets,L,106,111,L 4,5-15,-5
21,1984-12-08,Milwaukee Bucks,L,96,99,L 5,5-16,-3
22,1984-12-10,Atlanta Hawks,L,98,104,L 6,5-17,-6
23,1984-12-14,Detroit Pistons,L,96,120,L 7,5-18,-24
24,1984-12-15,New Jersey Nets,W,112,100,W 1,6-18,12
25,1984-12-18,Utah Jazz,W,88,81,W 2,7-18,7
26,1984-12-21,Boston Celtics,L,107,117,L 1,7-19,-10
27,1984-12-22,Cleveland Cavaliers,L,103,106,L 2,7-20,-3
28,1984-12-26,Washington Bullets,L,89,114,L 3,7-21,-25
29,1984-12-28,Detroit Pistons,L,110,116,L 4,7-22,-6
30,1984-12-29,Kansas City Kings,W,123,115,W 1,8-22,8
31,1985-01-01,Utah Jazz,W,119,117,W 2,9-22,2
32,1985-01-03,Golden State Warriors,W,112,96,W 3,10-22,16
33,1985-01-05,Seattle SuperSonics,L,97,104,L 1,10-23,-7
34,1985-01-06,Portland Trail Blazers,L,101,118,L 2,10-24,-17
35,1985-01-09,Milwaukee Bucks,L,105,106,L 3,10-25,-1
36,1985-01-11,Detroit Pistons,L,109,120,L 4,10-26,-11
37,1985-01-12,New York Knicks,W,100,95,W 1,11-26,5
38,1985-01-15,Atlanta Hawks,L,113,120,L 1,11-27,-7
39,1985-01-18,Boston Celtics,W,91,86,W 1,12-27,5
40,1985-01-19,Chicago Bulls,W,110,107,W 2,13-27,3
41,1985-01-21,Golden State Warriors,W,129,127,W 3,14-27,2
42,1985-01-23,Portland Trail Blazers,L,104,136,L 1,14-28,-32
43,1985-01-25,Boston Celtics,L,94,125,L 2,14-29,-31
44,1985-01-26,New York Knicks,L,106,109,L 3,14-30,-3
45,1985-01-29,Atlanta Hawks,L,106,115,L 4,14-31,-9
46,1985-01-30,Cleveland Cavaliers,W,120,115,W 1,15-31,5
47,1985-02-01,Washington Bullets,W,102,95,W 2,16-31,7
48,1985-02-03,Los Angeles Lakers,L,100,122,L 1,16-32,-22
49,1985-02-04,Los Angeles Clippers,L,96,115,L 2,16-33,-19
50,1985-02-07,Phoenix Suns,L,97,105,L 3,16-34,-8
51,1985-02-12,Philadelphia 76ers,L,116,124,L 4,16-35,-8
52,1985-02-14,Milwaukee Bucks,L,128,132,L 5,16-36,-4
53,1985-02-15,Chicago Bulls,W,114,96,W 1,17-36,18
54,1985-02-17,Phoenix Suns,L,97,115,L 1,17-37,-18
55,1985-02-20,Cleveland Cavaliers,L,92,102,L 2,17-38,-10
56,1985-02-22,Los Angeles Lakers,W,122,113,W 1,18-38,9
57,1985-02-24,Boston Celtics,L,100,113,L 1,18-39,-13
58,1985-02-27,New York Knicks,W,108,106,W 1,19-39,2
59,1985-03-02,Seattle SuperSonics,L,92,106,L 1,19-40,-14
60,1985-03-05,Dallas Mavericks,L,102,108,L 2,19-41,-6
61,1985-03-06,San Antonio Spurs,L,102,108,L 3,19-42,-6
62,1985-03-08,Houston Rockets,L,105,125,L 4,19-43,-20
63,1985-03-09,Denver Nuggets,L,116,126,L 5,19-44,-10
64,1985-03-11,Cleveland Cavaliers,L,110,122,L 6,19-45,-12
65,1985-03-12,New Jersey Nets,W,109,108,W 1,20-45,1
66,1985-03-14,Los Angeles Clippers,L,112,113,L 1,20-46,-1
67,1985-03-16,New York Knicks,L,114,116,L 2,20-47,-2
68,1985-03-17,New Jersey Nets,L,105,129,L 3,20-48,-24
69,1985-03-20,Denver Nuggets,L,119,123,L 4,20-49,-4
70,1985-03-22,New York Knicks,L,113,118,L 5,20-50,-5
71,1985-03-23,Milwaukee Bucks,L,129,140,L 6,20-51,-11
72,1985-03-26,Chicago Bulls,L,119,120,L 7,20-52,-1
73,1985-03-27,Atlanta Hawks,L,99,125,L 8,20-53,-26
74,1985-03-30,Cleveland Cavaliers,L,94,117,L 9,20-54,-23
75,1985-03-31,Washington Bullets,L,105,111,L 10,20-55,-6
76,1985-04-02,Detroit Pistons,L,121,124,L 11,20-56,-3
77,1985-04-03,Boston Celtics,L,103,119,L 12,20-57,-16
78,1985-04-06,Philadelphia 76ers,W,121,117,W 1,21-57,4
79,1985-04-08,Chicago Bulls,W,107,103,W 2,22-57,4
80,1985-04-10,Detroit Pistons,L,114,116,L 1,22-58,-2
81,1985-04-12,Philadelphia 76ers,L,105,111,L 2,22-59,-6
82,1985-04-13,Atlanta Hawks,L,117,122,L 3,22-60,-5
