G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1996-11-01,Sacramento Kings,W,96,85,W 1,1-0,11
2,1996-11-02,Phoenix Suns,W,110,95,W 2,2-0,15
3,1996-11-04,Utah Jazz,W,75,72,W 3,3-0,3
4,1996-11-05,Sacramento Kings,W,102,80,W 4,4-0,22
5,1996-11-07,Denver Nuggets,W,110,108,W 5,5-0,2
6,1996-11-09,Utah Jazz,W,91,85,W 6,6-0,6
7,1996-11-12,Los Angeles Lakers,L,115,126,L 1,6-1,-11
8,1996-11-14,Indiana Pacers,W,90,88,W 1,7-1,2
9,1996-11-16,Golden State Warriors,W,115,103,W 2,8-1,12
10,1996-11-19,Minnesota Timberwolves,W,122,93,W 3,9-1,29
11,1996-11-21,Phoenix Suns,W,115,105,W 4,10-1,10
12,1996-11-23,Golden State Warriors,W,120,115,W 5,11-1,5
13,1996-11-24,Los Angeles Lakers,W,90,85,W 6,12-1,5
14,1996-11-26,Portland Trail Blazers,W,102,101,W 7,13-1,1
15,1996-11-29,Boston Celtics,W,120,94,W 8,14-1,26
16,1996-11-30,Washington Bullets,W,103,99,W 9,15-1,4
17,1996-12-02,Toronto Raptors,L,89,100,L 1,15-2,-11
18,1996-12-04,Boston Celtics,W,94,89,W 1,16-2,5
19,1996-12-07,Philadelphia 76ers,W,123,108,W 2,17-2,15
20,1996-12-10,Minnesota Timberwolves,W,96,94,W 3,18-2,2
21,1996-12-12,Detroit Pistons,W,115,96,W 4,19-2,19
22,1996-12-14,Seattle SuperSonics,W,109,100,W 5,20-2,9
23,1996-12-15,Portland Trail Blazers,W,99,89,W 6,21-2,10
24,1996-12-17,Vancouver Grizzlies,L,92,93,L 1,21-3,-1
25,1996-12-19,San Antonio Spurs,L,101,115,L 2,21-4,-14
26,1996-12-21,Miami Heat,L,66,86,L 3,21-5,-20
27,1996-12-23,Milwaukee Bucks,L,76,81,L 4,21-6,-5
28,1996-12-26,Milwaukee Bucks,W,101,90,W 1,22-6,11
29,1996-12-28,Golden State Warriors,W,104,95,W 2,23-6,9
30,1996-12-30,Seattle SuperSonics,W,99,91,W 3,24-6,8
31,1997-01-02,Portland Trail Blazers,L,96,112,L 1,24-7,-16
32,1997-01-04,Los Angeles Clippers,L,91,95,L 2,24-8,-4
33,1997-01-07,Minnesota Timberwolves,W,104,95,W 1,25-8,9
34,1997-01-08,Cleveland Cavaliers,W,81,78,W 2,26-8,3
35,1997-01-10,Philadelphia 76ers,W,120,99,W 3,27-8,21
36,1997-01-11,Chicago Bulls,L,86,110,L 1,27-9,-24
37,1997-01-14,New York Knicks,W,106,86,W 1,28-9,20
38,1997-01-16,Sacramento Kings,W,89,80,W 2,29-9,9
