G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2017-10-18,Utah Jazz,L,96,106,L 1,0-1,-10
2,2017-10-21,Sacramento Kings,W,96,79,W 1,1-1,17
3,2017-10-23,Washington Wizards,L,104,109,L 1,1-2,-5
4,2017-10-25,Charlotte Hornets,L,93,110,L 2,1-3,-17
5,2017-10-27,Atlanta Hawks,W,105,100,W 1,2-3,5
6,2017-10-29,Brooklyn Nets,W,124,111,W 2,3-3,13
7,2017-10-30,New York Knicks,L,110,116,L 1,3-4,-6
8,2017-11-01,Toronto Raptors,W,129,111,W 1,4-4,18
9,2017-11-03,Miami Heat,W,95,94,W 2,5-4,1
10,2017-11-04,Golden State Warriors,L,108,127,L 1,5-5,-19
11,2017-11-07,Brooklyn Nets,W,112,104,W 1,6-5,8
12,2017-11-09,Oklahoma City Thunder,W,102,94,W 2,7-5,8
13,2017-11-11,Orlando Magic,W,125,107,W 3,8-5,18
14,2017-11-13,Portland Trail Blazers,L,82,99,L 1,8-6,-17
15,2017-11-17,New Orleans Pelicans,W,146,114,W 1,9-6,32
16,2017-11-19,Los Angeles Lakers,L,109,127,L 1,9-7,-18
17,2017-11-20,Sacramento Kings,W,114,98,W 1,10-7,16
18,2017-11-22,Houston Rockets,L,95,125,L 1,10-8,-30
19,2017-11-24,Memphis Grizzlies,W,104,92,W 1,11-8,12
20,2017-11-28,Utah Jazz,L,77,106,L 1,11-9,-29
21,2017-11-30,Chicago Bulls,W,111,110,W 1,12-9,1
22,2017-12-02,Los Angeles Lakers,W,115,100,W 2,13-9,15
23,2017-12-04,Dallas Mavericks,L,105,122,L 1,13-10,-17
24,2017-12-06,New Orleans Pelicans,L,114,123,L 2,13-11,-9
25,2017-12-08,Orlando Magic,W,103,89,W 1,14-11,14
26,2017-12-10,Indiana Pacers,L,116,126,L 1,14-12,-10
27,2017-12-12,Detroit Pistons,W,103,84,W 1,15-12,19
28,2017-12-13,Boston Celtics,L,118,124,L 1,15-13,-6
29,2017-12-15,New Orleans Pelicans,W,117,111,W 1,16-13,6
30,2017-12-18,Oklahoma City Thunder,L,94,95,L 1,16-14,-1
31,2017-12-20,Minnesota Timberwolves,L,104,112,L 2,16-15,-8
32,2017-12-22,Portland Trail Blazers,W,102,85,W 1,17-15,17
33,2017-12-23,Golden State Warriors,W,96,81,W 2,18-15,15
34,2017-12-26,Utah Jazz,W,107,83,W 3,19-15,24
