G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1994-11-04,Chicago Bulls,L,83,89,L 1,0-1,-6
2,1994-11-05,Cleveland Cavaliers,L,107,115,L 2,0-2,-8
3,1994-11-09,Orlando Magic,L,128,130,L 3,0-3,-2
4,1994-11-11,Milwaukee Bucks,W,123,115,W 1,1-3,8
5,1994-11-12,Detroit Pistons,W,113,100,W 2,2-3,13
6,1994-11-15,Cleveland Cavaliers,L,86,89,L 1,2-4,-3
7,1994-11-17,Los Angeles Clippers,W,99,83,W 1,3-4,16
8,1994-11-19,Indiana Pacers,L,89,102,L 1,3-5,-13
9,1994-11-22,Golden State Warriors,W,102,98,W 1,4-5,4
10,1994-11-23,Boston Celtics,L,91,98,L 1,4-6,-7
11,1994-11-26,New York Knicks,W,105,95,W 1,5-6,10
12,1994-11-29,Atlanta Hawks,W,90,85,W 2,6-6,5
13,1994-11-30,Miami Heat,W,105,87,W 3,7-6,18
14,1994-12-03,Denver Nuggets,L,88,99,L 1,7-7,-11
15,1994-12-05,Los Angeles Clippers,W,115,83,W 1,8-7,32
16,1994-12-06,Utah Jazz,W,106,97,W 2,9-7,9
17,1994-12-08,Houston Rockets,L,95,101,L 1,9-8,-6
18,1994-12-10,Dallas Mavericks,L,86,99,L 2,9-9,-13
19,1994-12-13,Milwaukee Bucks,W,107,101,W 1,10-9,6
20,1994-12-14,Detroit Pistons,W,106,93,W 2,11-9,13
21,1994-12-16,Indiana Pacers,L,91,93,L 1,11-10,-2
22,1994-12-17,Denver Nuggets,W,111,92,W 1,12-10,19
23,1994-12-20,Indiana Pacers,W,99,95,W 2,13-10,4
24,1994-12-22,Philadelphia 76ers,W,103,91,W 3,14-10,12
25,1994-12-23,Miami Heat,L,93,116,L 1,14-11,-23
26,1994-12-27,San Antonio Spurs,L,108,119,L 2,14-12,-11
27,1994-12-29,Orlando Magic,W,125,123,W 1,15-12,2
28,1994-12-30,Milwaukee Bucks,W,101,94,W 2,16-12,7
29,1995-01-04,Portland Trail Blazers,W,118,106,W 3,17-12,12
30,1995-01-06,New Jersey Nets,W,89,88,W 4,18-12,1
31,1995-01-07,Boston Celtics,W,106,98,W 5,19-12,8
32,1995-01-10,Cleveland Cavaliers,W,116,108,W 6,20-12,8
33,1995-01-11,Minnesota Timberwolves,W,100,91,W 7,21-12,9
34,1995-01-14,Chicago Bulls,W,96,85,W 8,22-12,11
35,1995-01-17,Orlando Magic,L,98,109,L 1,22-13,-11
36,1995-01-18,San Antonio Spurs,W,111,110,W 1,23-13,1
37,1995-01-20,New Jersey Nets,W,99,97,W 2,24-13,2
38,1995-01-22,Minnesota Timberwolves,L,83,100,L 1,24-14,-17
39,1995-01-23,Los Angeles Lakers,L,102,108,L 2,24-15,-6
40,1995-01-25,Atlanta Hawks,L,96,103,L 3,24-16,-7
41,1995-01-27,New York Knicks,W,105,90,W 1,25-16,15
42,1995-01-28,Atlanta Hawks,W,102,93,W 2,26-16,9
43,1995-01-31,Washington Bullets,W,97,88,W 3,27-16,9
44,1995-02-01,Boston Celtics,W,100,93,W 4,28-16,7
45,1995-02-03,Milwaukee Bucks,W,117,98,W 5,29-16,19
46,1995-02-05,Washington Bullets,W,111,105,W 6,30-16,6
47,1995-02-07,Indiana Pacers,L,92,95,L 1,30-17,-3
48,1995-02-08,Detroit Pistons,W,106,78,W 1,31-17,28
49,1995-02-14,New Jersey Nets,L,98,109,L 1,31-18,-11
50,1995-02-16,Houston Rockets,L,89,105,L 2,31-19,-16
51,1995-02-18,Detroit Pistons,W,110,88,W 1,32-19,22
52,1995-02-20,Chicago Bulls,W,115,104,W 2,33-19,11
53,1995-02-22,Sacramento Kings,W,100,89,W 3,34-19,11
54,1995-02-24,Los Angeles Lakers,L,93,95,L 1,34-20,-2
55,1995-02-26,Phoenix Suns,L,92,103,L 2,34-21,-11
56,1995-02-27,Seattle SuperSonics,W,116,114,W 1,35-21,2
57,1995-03-02,Portland Trail Blazers,W,109,99,W 2,36-21,10
58,1995-03-03,Golden State Warriors,W,116,86,W 3,37-21,30
59,1995-03-05,Sacramento Kings,L,80,88,L 1,37-22,-8
60,1995-03-09,Seattle SuperSonics,W,112,99,W 1,38-22,13
61,1995-03-11,Miami Heat,W,104,95,W 2,39-22,9
62,1995-03-13,Washington Bullets,L,103,106,L 1,39-23,-3
63,1995-03-14,Milwaukee Bucks,L,86,99,L 2,39-24,-13
64,1995-03-16,Phoenix Suns,L,105,108,L 3,39-25,-3
65,1995-03-19,Utah Jazz,W,108,104,W 1,40-25,4
66,1995-03-21,New York Knicks,W,78,69,W 2,41-25,9
67,1995-03-23,Orlando Magic,L,93,105,L 1,41-26,-12
68,1995-03-25,Cleveland Cavaliers,W,105,97,W 1,42-26,8
69,1995-03-29,Philadelphia 76ers,L,81,99,L 1,42-27,-18
70,1995-03-30,Dallas Mavericks,L,107,125,L 2,42-28,-18
71,1995-04-02,Miami Heat,W,105,92,W 1,43-28,13
72,1995-04-05,Philadelphia 76ers,W,84,66,W 2,44-28,18
73,1995-04-07,Washington Bullets,W,98,93,W 3,45-28,5
74,1995-04-09,Indiana Pacers,L,68,97,L 1,45-29,-29
75,1995-04-10,Boston Celtics,W,119,95,W 1,46-29,24
76,1995-04-12,New Jersey Nets,W,105,77,W 2,47-29,28
77,1995-04-14,Detroit Pistons,W,94,86,W 3,48-29,8
78,1995-04-16,Atlanta Hawks,L,93,94,L 1,48-30,-1
79,1995-04-17,Philadelphia 76ers,W,101,90,W 1,49-30,11
80,1995-04-20,New York Knicks,L,86,91,L 1,49-31,-5
81,1995-04-22,Chicago Bulls,L,100,116,L 2,49-32,-16
82,1995-04-23,Cleveland Cavaliers,W,97,72,W 1,50-32,25
