G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1982-10-29,San Antonio Spurs,L,114,120,L 1,0-1,-6
2,1982-10-30,Dallas Mavericks,W,128,123,W 1,1-1,5
3,1982-11-02,Seattle SuperSonics,L,92,120,L 1,1-2,-28
4,1982-11-04,Phoenix Suns,L,104,119,L 2,1-3,-15
5,1982-11-06,Los Angeles Lakers,L,101,104,L 3,1-4,-3
6,1982-11-09,San Antonio Spurs,L,104,118,L 4,1-5,-14
7,1982-11-10,Denver Nuggets,W,125,119,W 1,2-5,6
8,1982-11-12,Atlanta Hawks,L,98,106,L 1,2-6,-8
9,1982-11-17,New Jersey Nets,W,101,97,W 1,3-6,4
10,1982-11-19,Chicago Bulls,L,111,127,L 1,3-7,-16
11,1982-11-23,Cleveland Cavaliers,W,121,99,W 1,4-7,22
12,1982-11-24,Milwaukee Bucks,L,106,119,L 1,4-8,-13
13,1982-11-26,Boston Celtics,L,103,137,L 2,4-9,-34
14,1982-11-27,Philadelphia 76ers,L,113,126,L 3,4-10,-13
15,1982-11-30,New York Knicks,L,93,124,L 4,4-11,-31
16,1982-12-02,Portland Trail Blazers,W,119,112,W 1,5-11,7
17,1982-12-04,Chicago Bulls,W,131,124,W 2,6-11,7
18,1982-12-05,Golden State Warriors,L,111,119,L 1,6-12,-8
19,1982-12-07,Portland Trail Blazers,L,121,137,L 2,6-13,-16
20,1982-12-08,Houston Rockets,W,101,93,W 1,7-13,8
21,1982-12-10,Los Angeles Lakers,L,122,128,L 1,7-14,-6
22,1982-12-11,Houston Rockets,W,101,94,W 1,8-14,7
23,1982-12-15,San Diego Clippers,W,119,113,W 2,9-14,6
24,1982-12-17,San Antonio Spurs,L,103,110,L 1,9-15,-7
25,1982-12-18,Houston Rockets,W,116,97,W 1,10-15,19
26,1982-12-20,Kansas City Kings,W,119,117,W 2,11-15,2
27,1982-12-22,Los Angeles Lakers,L,100,124,L 1,11-16,-24
28,1982-12-25,Phoenix Suns,L,101,111,L 2,11-17,-10
29,1982-12-26,Kansas City Kings,L,118,120,L 3,11-18,-2
30,1982-12-28,Detroit Pistons,W,105,98,W 1,12-18,7
31,1982-12-29,Seattle SuperSonics,L,92,109,L 1,12-19,-17
32,1982-12-30,Indiana Pacers,L,114,115,L 2,12-20,-1
33,1983-01-01,Boston Celtics,L,112,127,L 3,12-21,-15
34,1983-01-04,Golden State Warriors,W,100,88,W 1,13-21,12
35,1983-01-05,San Diego Clippers,L,115,122,L 1,13-22,-7
36,1983-01-07,Kansas City Kings,L,117,139,L 2,13-23,-22
37,1983-01-08,Houston Rockets,W,87,82,W 1,14-23,5
38,1983-01-11,Kansas City Kings,W,106,98,W 2,15-23,8
39,1983-01-12,Denver Nuggets,L,118,126,L 1,15-24,-8
40,1983-01-15,Dallas Mavericks,W,107,105,W 1,16-24,2
41,1983-01-16,San Diego Clippers,W,115,111,W 2,17-24,4
42,1983-01-19,Golden State Warriors,L,95,103,L 1,17-25,-8
43,1983-01-21,New York Knicks,W,108,93,W 1,18-25,15
44,1983-01-22,Dallas Mavericks,L,88,126,L 1,18-26,-38
45,1983-01-25,San Antonio Spurs,L,106,116,L 2,18-27,-10
46,1983-01-27,Portland Trail Blazers,L,106,120,L 3,18-28,-14
47,1983-01-29,Philadelphia 76ers,L,109,126,L 4,18-29,-17
48,1983-02-02,Phoenix Suns,L,96,112,L 5,18-30,-16
49,1983-02-04,Milwaukee Bucks,L,110,122,L 6,18-31,-12
50,1983-02-05,Denver Nuggets,L,136,143,L 7,18-32,-7
51,1983-02-09,Los Angeles Lakers,L,99,113,L 8,18-33,-14
52,1983-02-10,Seattle SuperSonics,L,99,105,L 9,18-34,-6
53,1983-02-16,San Antonio Spurs,W,112,101,W 1,19-34,11
54,1983-02-18,Portland Trail Blazers,L,97,101,L 1,19-35,-4
55,1983-02-20,San Diego Clippers,L,97,107,L 2,19-36,-10
56,1983-02-22,Washington Bullets,L,98,99,L 3,19-37,-1
57,1983-02-24,Phoenix Suns,L,103,110,L 4,19-38,-7
58,1983-02-26,Los Angeles Lakers,W,101,92,W 1,20-38,9
59,1983-02-27,Seattle SuperSonics,L,98,101,L 1,20-39,-3
60,1983-03-01,San Diego Clippers,W,127,105,W 1,21-39,22
61,1983-03-03,Cleveland Cavaliers,W,118,113,W 2,22-39,5
62,1983-03-05,Golden State Warriors,L,121,127,L 1,22-40,-6
63,1983-03-06,Portland Trail Blazers,W,110,105,W 1,23-40,5
64,1983-03-09,Denver Nuggets,L,109,122,L 1,23-41,-13
65,1983-03-11,Dallas Mavericks,W,119,110,W 1,24-41,9
66,1983-03-13,Denver Nuggets,L,117,130,L 1,24-42,-13
67,1983-03-16,Detroit Pistons,W,125,115,W 1,25-42,10
68,1983-03-19,Atlanta Hawks,L,94,99,L 1,25-43,-5
69,1983-03-22,Washington Bullets,L,98,121,L 2,25-44,-23
70,1983-03-23,New Jersey Nets,L,104,124,L 3,25-45,-20
71,1983-03-25,Indiana Pacers,L,117,119,L 4,25-46,-2
72,1983-03-27,Seattle SuperSonics,L,108,122,L 5,25-47,-14
73,1983-03-29,Phoenix Suns,L,107,115,L 6,25-48,-8
74,1983-03-30,Dallas Mavericks,W,117,103,W 1,26-48,14
75,1983-04-01,Golden State Warriors,W,112,108,W 2,27-48,4
76,1983-04-05,Houston Rockets,W,126,97,W 3,28-48,29
77,1983-04-08,Kansas City Kings,L,97,112,L 1,28-49,-15
78,1983-04-09,Kansas City Kings,L,102,108,L 2,28-50,-6
79,1983-04-12,Denver Nuggets,W,125,116,W 1,29-50,9
80,1983-04-13,Dallas Mavericks,L,99,106,L 1,29-51,-7
81,1983-04-15,San Antonio Spurs,L,118,121,L 2,29-52,-3
82,1983-04-16,Houston Rockets,W,126,117,W 1,30-52,9
