G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1970-10-14,San Diego Rockets,W,123,105,W 1,1-0,18
2,1970-10-17,Los Angeles Lakers,W,118,116,W 2,2-0,2
3,1970-10-20,San Francisco Warriors,L,105,125,L 1,2-1,-20
4,1970-10-21,Cincinnati Royals,W,117,105,W 1,3-1,12
5,1970-10-23,New York Knicks,W,98,92,W 2,4-1,6
6,1970-10-24,Milwaukee Bucks,L,120,122,L 1,4-2,-2
7,1970-10-28,Detroit Pistons,L,103,109,L 2,4-3,-6
8,1970-10-30,Philadelphia 76ers,W,123,110,W 1,5-3,13
9,1970-10-31,Phoenix Suns,W,106,103,W 2,6-3,3
10,1970-11-04,San Francisco Warriors,L,100,111,L 1,6-4,-11
11,1970-11-05,Portland Trail Blazers,L,131,135,L 2,6-5,-4
12,1970-11-06,San Diego Rockets,W,125,118,W 1,7-5,7
13,1970-11-08,Los Angeles Lakers,L,105,124,L 1,7-6,-19
14,1970-11-11,Philadelphia 76ers,L,107,119,L 2,7-7,-12
15,1970-11-12,New York Knicks,W,110,108,W 1,8-7,2
16,1970-11-14,Boston Celtics,W,122,101,W 2,9-7,21
17,1970-11-15,Milwaukee Bucks,L,90,105,L 1,9-8,-15
18,1970-11-16,Cleveland Cavaliers,W,98,86,W 1,10-8,12
19,1970-11-18,Cleveland Cavaliers,W,111,98,W 2,11-8,13
20,1970-11-20,Phoenix Suns,W,121,110,W 3,12-8,11
21,1970-11-21,Atlanta Hawks,L,103,130,L 1,12-9,-27
22,1970-11-24,Portland Trail Blazers,W,156,104,W 1,13-9,52
23,1970-11-27,Boston Celtics,L,107,153,L 1,13-10,-46
24,1970-11-28,Chicago Bulls,W,99,91,W 1,14-10,8
25,1970-11-30,Philadelphia 76ers,L,98,104,L 1,14-11,-6
26,1970-12-01,Los Angeles Lakers,L,93,97,L 2,14-12,-4
27,1970-12-04,Seattle SuperSonics,W,131,116,W 1,15-12,15
28,1970-12-06,Cincinnati Royals,W,126,118,W 2,16-12,8
29,1970-12-09,Milwaukee Bucks,W,127,97,W 3,17-12,30
