G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1990-11-02,Los Angeles Clippers,L,80,90,L 1,0-1,-10
2,1990-11-03,Portland Trail Blazers,L,93,95,L 2,0-2,-2
3,1990-11-06,Atlanta Hawks,L,85,102,L 3,0-3,-17
4,1990-11-09,Los Angeles Lakers,L,86,100,L 4,0-4,-14
5,1990-11-10,New York Knicks,L,88,93,L 5,0-5,-5
6,1990-11-15,San Antonio Spurs,L,93,122,L 6,0-6,-29
7,1990-11-17,Golden State Warriors,L,111,112,L 7,0-7,-1
8,1990-11-20,Washington Bullets,W,87,82,W 1,1-7,5
9,1990-11-21,Philadelphia 76ers,L,99,101,L 1,1-8,-2
10,1990-11-23,Boston Celtics,L,105,115,L 2,1-9,-10
11,1990-11-25,Detroit Pistons,L,92,105,L 3,1-10,-13
12,1990-11-27,Minnesota Timberwolves,L,80,89,L 4,1-11,-9
13,1990-11-29,Denver Nuggets,L,128,136,L 5,1-12,-8
14,1990-12-01,Houston Rockets,L,93,117,L 6,1-13,-24
15,1990-12-04,Dallas Mavericks,W,103,83,W 1,2-13,20
16,1990-12-06,Washington Bullets,W,104,86,W 2,3-13,18
17,1990-12-08,Detroit Pistons,L,93,104,L 1,3-14,-11
18,1990-12-11,Phoenix Suns,L,90,113,L 2,3-15,-23
19,1990-12-13,Portland Trail Blazers,W,100,88,W 1,4-15,12
20,1990-12-15,Orlando Magic,W,117,108,W 2,5-15,9
21,1990-12-18,Minnesota Timberwolves,W,108,99,W 3,6-15,9
22,1990-12-20,Seattle SuperSonics,L,75,110,L 1,6-16,-35
23,1990-12-22,Seattle SuperSonics,L,93,121,L 2,6-17,-28
24,1990-12-23,Los Angeles Clippers,L,99,109,L 3,6-18,-10
25,1990-12-26,Denver Nuggets,L,112,128,L 4,6-19,-16
26,1990-12-28,San Antonio Spurs,L,88,104,L 5,6-20,-16
27,1990-12-29,Dallas Mavericks,L,79,90,L 6,6-21,-11
28,1991-01-03,Golden State Warriors,W,131,113,W 1,7-21,18
29,1991-01-05,Utah Jazz,L,98,106,L 1,7-22,-8
30,1991-01-07,Orlando Magic,L,83,111,L 2,7-23,-28
31,1991-01-08,Miami Heat,L,83,95,L 3,7-24,-12
32,1991-01-10,Charlotte Hornets,L,59,101,L 4,7-25,-42
33,1991-01-12,Seattle SuperSonics,W,101,85,W 1,8-25,16
34,1991-01-17,Los Angeles Lakers,L,78,93,L 1,8-26,-15
35,1991-01-19,Phoenix Suns,W,101,97,W 1,9-26,4
36,1991-01-21,Houston Rockets,W,97,94,W 2,10-26,3
37,1991-01-23,Milwaukee Bucks,W,95,91,W 3,11-26,4
38,1991-01-25,Utah Jazz,L,93,105,L 1,11-27,-12
39,1991-01-26,Portland Trail Blazers,L,96,121,L 2,11-28,-25
40,1991-01-28,New Jersey Nets,W,101,83,W 1,12-28,18
41,1991-01-30,Minnesota Timberwolves,L,86,95,L 1,12-29,-9
42,1991-02-01,Milwaukee Bucks,L,112,117,L 2,12-30,-5
43,1991-02-02,New York Knicks,L,78,92,L 3,12-31,-14
44,1991-02-04,Chicago Bulls,L,97,108,L 4,12-32,-11
45,1991-02-06,Portland Trail Blazers,W,97,93,W 1,13-32,4
46,1991-02-12,Los Angeles Clippers,W,103,101,W 2,14-32,2
47,1991-02-14,Philadelphia 76ers,W,98,81,W 3,15-32,17
48,1991-02-17,Indiana Pacers,L,110,113,L 1,15-33,-3
49,1991-02-19,New Jersey Nets,L,83,97,L 2,15-34,-14
50,1991-02-20,Cleveland Cavaliers,L,104,118,L 3,15-35,-14
51,1991-02-22,Chicago Bulls,L,82,129,L 4,15-36,-47
52,1991-02-24,Orlando Magic,L,90,120,L 5,15-37,-30
53,1991-02-25,Atlanta Hawks,L,88,96,L 6,15-38,-8
54,1991-02-27,Charlotte Hornets,L,90,96,L 7,15-39,-6
55,1991-03-01,Phoenix Suns,L,106,112,L 8,15-40,-6
