G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1999-02-06,Charlotte Hornets,W,113,107,W 1,1-0,6
2,1999-02-09,Toronto Raptors,W,91,77,W 2,2-0,14
3,1999-02-11,New Jersey Nets,W,95,75,W 3,3-0,20
4,1999-02-14,Orlando Magic,L,82,85,L 1,3-1,-3
5,1999-02-16,Philadelphia 76ers,W,93,92,W 1,4-1,1
6,1999-02-17,Chicago Bulls,W,91,83,W 2,5-1,8
7,1999-02-19,Toronto Raptors,L,82,90,L 1,5-2,-8
8,1999-02-20,Indiana Pacers,L,80,82,L 2,5-3,-2
9,1999-02-23,Chicago Bulls,W,90,88,W 1,6-3,2
10,1999-02-26,Denver Nuggets,L,95,96,L 1,6-4,-1
11,1999-02-28,Philadelphia 76ers,L,76,87,L 2,6-5,-11
12,1999-03-02,New Jersey Nets,W,94,86,W 1,7-5,8
13,1999-03-03,Golden State Warriors,W,106,78,W 2,8-5,28
14,1999-03-05,New York Knicks,W,88,87,W 3,9-5,1
15,1999-03-08,Chicago Bulls,W,81,76,W 4,10-5,5
16,1999-03-09,New York Knicks,W,87,86,W 5,11-5,1
17,1999-03-10,Seattle SuperSonics,W,101,97,W 6,12-5,4
18,1999-03-12,Indiana Pacers,L,104,109,L 1,12-6,-5
19,1999-03-14,Washington Wizards,L,86,98,L 2,12-7,-12
20,1999-03-15,New York Knicks,L,102,108,L 3,12-8,-6
21,1999-03-16,Phoenix Suns,L,92,110,L 4,12-9,-18
22,1999-03-18,Boston Celtics,W,99,83,W 1,13-9,16
23,1999-03-20,Atlanta Hawks,W,83,77,W 2,14-9,6
24,1999-03-21,Charlotte Hornets,L,87,94,L 1,14-10,-7
25,1999-03-22,Detroit Pistons,W,115,86,W 1,15-10,29
26,1999-03-24,Miami Heat,L,76,84,L 1,15-11,-8
27,1999-03-26,Detroit Pistons,L,85,90,L 2,15-12,-5
28,1999-03-28,Minnesota Timberwolves,W,94,85,W 1,16-12,9
29,1999-03-30,Washington Wizards,W,107,105,W 2,17-12,2
30,1999-03-31,Charlotte Hornets,W,102,94,W 3,18-12,8
31,1999-04-02,Boston Celtics,W,84,83,W 4,19-12,1
32,1999-04-04,Cleveland Cavaliers,L,74,98,L 1,19-13,-24
33,1999-04-06,Philadelphia 76ers,L,87,95,L 2,19-14,-8
34,1999-04-07,Cleveland Cavaliers,W,99,91,W 1,20-14,8
35,1999-04-09,Orlando Magic,L,83,95,L 1,20-15,-12
36,1999-04-11,Miami Heat,L,92,95,L 2,20-16,-3
37,1999-04-13,Atlanta Hawks,W,91,84,W 1,21-16,7
38,1999-04-14,Miami Heat,W,98,86,W 2,22-16,12
39,1999-04-16,Charlotte Hornets,L,94,95,L 1,22-17,-1
40,1999-04-18,Chicago Bulls,L,77,79,L 2,22-18,-2
41,1999-04-20,Orlando Magic,W,95,83,W 1,23-18,12
42,1999-04-21,Indiana Pacers,L,100,108,L 1,23-19,-8
43,1999-04-23,Cleveland Cavaliers,W,79,75,W 1,24-19,4
44,1999-04-25,Atlanta Hawks,L,70,85,L 1,24-20,-15
45,1999-04-26,Washington Wizards,W,99,91,W 1,25-20,8
46,1999-04-28,Toronto Raptors,W,115,102,W 2,26-20,13
47,1999-04-30,Detroit Pistons,L,76,81,L 1,26-21,-5
48,1999-05-01,Boston Celtics,W,88,79,W 1,27-21,9
49,1999-05-04,Toronto Raptors,W,99,86,W 2,28-21,13
50,1999-05-05,New Jersey Nets,L,107,115,L 1,28-22,-8
