G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2013-10-29,Indiana Pacers,L,87,97,L 1,0-1,-10
2,2013-10-30,Minnesota Timberwolves,L,115,120,L 2,0-2,-5
3,2013-11-01,New Orleans Pelicans,W,110,90,W 1,1-2,20
4,2013-11-03,Brooklyn Nets,W,107,86,W 2,2-2,21
5,2013-11-06,Los Angeles Clippers,W,98,90,W 3,3-2,8
6,2013-11-08,Boston Celtics,L,89,91,L 1,3-3,-2
7,2013-11-09,Atlanta Hawks,L,94,104,L 2,3-4,-10
8,2013-11-11,Boston Celtics,L,105,120,L 3,3-5,-15
9,2013-11-13,Milwaukee Bucks,W,94,91,W 1,4-5,3
10,2013-11-16,Dallas Mavericks,L,100,108,L 1,4-6,-8
11,2013-11-20,Miami Heat,L,92,120,L 2,4-7,-28
12,2013-11-23,Miami Heat,L,99,101,L 3,4-8,-2
13,2013-11-24,Phoenix Suns,L,96,104,L 4,4-9,-8
14,2013-11-26,Atlanta Hawks,W,109,92,W 1,5-9,17
15,2013-11-27,Philadelphia 76ers,W,105,94,W 2,6-9,11
16,2013-11-29,San Antonio Spurs,L,91,109,L 1,6-10,-18
17,2013-12-02,Washington Wizards,L,80,98,L 2,6-11,-18
18,2013-12-03,Philadelphia 76ers,L,125,126,L 3,6-12,-1
19,2013-12-06,New York Knicks,L,83,121,L 4,6-13,-38
20,2013-12-08,Houston Rockets,L,88,98,L 5,6-14,-10
21,2013-12-09,Memphis Grizzlies,L,85,94,L 6,6-15,-9
22,2013-12-11,Charlotte Bobcats,W,92,83,W 1,7-15,9
23,2013-12-13,Cleveland Cavaliers,L,100,109,L 1,7-16,-9
24,2013-12-15,Oklahoma City Thunder,L,98,101,L 2,7-17,-3
25,2013-12-16,Chicago Bulls,W,83,82,W 1,8-17,1
26,2013-12-18,Utah Jazz,L,82,86,L 1,8-18,-4
27,2013-12-21,Sacramento Kings,L,100,105,L 2,8-19,-5
28,2013-12-23,New York Knicks,L,98,103,L 3,8-20,-5
