G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1986-10-31,Utah Jazz,W,103,77,W 1,1-0,26
2,1986-11-01,San Antonio Spurs,L,105,108,L 1,1-1,-3
3,1986-11-04,Los Angeles Clippers,W,118,86,W 1,2-1,32
4,1986-11-06,Seattle SuperSonics,W,147,124,W 2,3-1,23
5,1986-11-07,Portland Trail Blazers,L,113,120,L 1,3-2,-7
6,1986-11-11,Utah Jazz,L,103,104,L 2,3-3,-1
7,1986-11-12,Houston Rockets,W,114,85,W 1,4-3,29
8,1986-11-14,Denver Nuggets,L,138,142,L 1,4-4,-4
9,1986-11-15,Cleveland Cavaliers,W,111,96,W 1,5-4,15
10,1986-11-18,Los Angeles Lakers,L,110,114,L 1,5-5,-4
11,1986-11-20,Los Angeles Clippers,W,113,108,W 1,6-5,5
12,1986-11-21,Phoenix Suns,W,130,122,W 2,7-5,8
13,1986-11-26,Sacramento Kings,W,129,117,W 3,8-5,12
14,1986-11-28,New Jersey Nets,W,119,94,W 4,9-5,25
15,1986-11-29,Utah Jazz,W,118,107,W 5,10-5,11
16,1986-12-02,Sacramento Kings,W,127,124,W 6,11-5,3
17,1986-12-05,Los Angeles Lakers,L,104,112,L 1,11-6,-8
18,1986-12-06,Golden State Warriors,W,109,104,W 1,12-6,5
19,1986-12-10,Portland Trail Blazers,W,130,129,W 2,13-6,1
20,1986-12-11,Utah Jazz,L,99,103,L 1,13-7,-4
21,1986-12-13,Seattle SuperSonics,W,126,109,W 1,14-7,17
22,1986-12-14,Portland Trail Blazers,L,100,134,L 1,14-8,-34
23,1986-12-16,San Antonio Spurs,W,101,98,W 1,15-8,3
24,1986-12-19,Denver Nuggets,W,141,118,W 2,16-8,23
25,1986-12-20,Los Angeles Lakers,W,130,119,W 3,17-8,11
26,1986-12-23,Phoenix Suns,L,119,120,L 1,17-9,-1
27,1986-12-26,Denver Nuggets,W,123,121,W 1,18-9,2
28,1986-12-27,Phoenix Suns,W,123,97,W 2,19-9,26
29,1987-01-02,Seattle SuperSonics,W,117,107,W 3,20-9,10
30,1987-01-03,San Antonio Spurs,W,106,89,W 4,21-9,17
31,1987-01-05,Indiana Pacers,L,135,144,L 1,21-10,-9
32,1987-01-07,San Antonio Spurs,W,108,103,W 1,22-10,5
33,1987-01-09,Denver Nuggets,L,113,116,L 1,22-11,-3
34,1987-01-10,Houston Rockets,L,96,106,L 2,22-12,-10
35,1987-01-13,New York Knicks,W,108,103,W 1,23-12,5
36,1987-01-14,Boston Celtics,L,108,117,L 1,23-13,-9
37,1987-01-16,Milwaukee Bucks,W,124,122,W 1,24-13,2
38,1987-01-17,Indiana Pacers,L,115,119,L 1,24-14,-4
39,1987-01-21,New York Knicks,W,113,93,W 1,25-14,20
40,1987-01-24,Los Angeles Lakers,W,132,117,W 2,26-14,15
41,1987-01-27,Washington Bullets,L,113,118,L 1,26-15,-5
42,1987-01-29,Denver Nuggets,W,132,102,W 1,27-15,30
43,1987-01-30,Milwaukee Bucks,W,133,117,W 2,28-15,16
44,1987-02-01,Portland Trail Blazers,L,117,133,L 1,28-16,-16
45,1987-02-02,Los Angeles Lakers,W,103,99,W 1,29-16,4
46,1987-02-04,Seattle SuperSonics,W,124,94,W 2,30-16,30
47,1987-02-10,Portland Trail Blazers,W,135,115,W 3,31-16,20
48,1987-02-12,Sacramento Kings,L,125,129,L 1,31-17,-4
49,1987-02-14,Los Angeles Clippers,W,138,107,W 1,32-17,31
50,1987-02-16,Houston Rockets,L,100,105,L 1,32-18,-5
51,1987-02-18,Boston Celtics,L,96,113,L 2,32-19,-17
52,1987-02-20,San Antonio Spurs,W,122,107,W 1,33-19,15
53,1987-02-21,Golden State Warriors,W,122,111,W 2,34-19,11
54,1987-02-23,Golden State Warriors,W,121,95,W 3,35-19,26
55,1987-02-25,Sacramento Kings,W,108,101,W 4,36-19,7
56,1987-02-27,Philadelphia 76ers,W,123,110,W 5,37-19,13
57,1987-02-28,San Antonio Spurs,L,98,123,L 1,37-20,-25
58,1987-03-02,Phoenix Suns,W,135,112,W 1,38-20,23
59,1987-03-04,Denver Nuggets,W,115,107,W 2,39-20,8
60,1987-03-06,Detroit Pistons,L,115,125,L 1,39-21,-10
61,1987-03-08,Chicago Bulls,L,105,115,L 2,39-22,-10
62,1987-03-11,Seattle SuperSonics,W,130,117,W 1,40-22,13
63,1987-03-13,Atlanta Hawks,L,105,113,L 1,40-23,-8
64,1987-03-14,Houston Rockets,W,118,109,W 1,41-23,9
65,1987-03-17,Chicago Bulls,W,114,96,W 2,42-23,18
66,1987-03-19,Sacramento Kings,W,105,104,W 3,43-23,1
67,1987-03-21,Detroit Pistons,W,122,118,W 4,44-23,4
68,1987-03-23,Philadelphia 76ers,W,103,100,W 5,45-23,3
69,1987-03-24,New Jersey Nets,W,119,107,W 6,46-23,12
70,1987-03-26,Atlanta Hawks,L,112,120,L 1,46-24,-8
71,1987-03-28,Washington Bullets,W,114,107,W 1,47-24,7
72,1987-03-29,Cleveland Cavaliers,W,101,98,W 2,48-24,3
73,1987-03-31,Los Angeles Clippers,W,118,102,W 3,49-24,16
74,1987-04-03,Golden State Warriors,W,136,116,W 4,50-24,20
75,1987-04-04,Utah Jazz,W,121,107,W 5,51-24,14
76,1987-04-06,Phoenix Suns,L,110,118,L 1,51-25,-8
77,1987-04-08,Utah Jazz,L,90,103,L 2,51-26,-13
78,1987-04-09,Golden State Warriors,W,125,100,W 1,52-26,25
79,1987-04-11,Los Angeles Clippers,W,129,100,W 2,53-26,29
80,1987-04-15,Houston Rockets,W,113,107,W 3,54-26,6
81,1987-04-17,Houston Rockets,L,99,121,L 1,54-27,-22
82,1987-04-18,Sacramento Kings,W,125,121,W 1,55-27,4
