G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1973-10-09,New York Knicks,L,100,101,L 1,0-1,-1
2,1973-10-12,Atlanta Hawks,W,122,105,W 1,1-1,17
3,1973-10-13,Chicago Bulls,L,94,101,L 1,1-2,-7
4,1973-10-14,Cleveland Cavaliers,W,95,83,W 1,2-2,12
5,1973-10-19,Milwaukee Bucks,L,94,96,L 1,2-3,-2
6,1973-10-20,Houston Rockets,W,107,104,W 1,3-3,3
7,1973-10-24,Phoenix Suns,W,115,99,W 2,4-3,16
8,1973-10-26,Los Angeles Lakers,L,92,94,L 1,4-4,-2
9,1973-10-27,Portland Trail Blazers,W,111,98,W 1,5-4,13
10,1973-10-28,Seattle SuperSonics,W,115,93,W 2,6-4,22
11,1973-10-31,Seattle SuperSonics,W,114,107,W 3,7-4,7
12,1973-11-02,Phoenix Suns,W,114,107,W 4,8-4,7
13,1973-11-03,Milwaukee Bucks,L,115,123,L 1,8-5,-8
14,1973-11-08,Atlanta Hawks,W,129,115,W 1,9-5,14
15,1973-11-10,Boston Celtics,L,97,102,L 1,9-6,-5
16,1973-11-14,Portland Trail Blazers,L,108,111,L 2,9-7,-3
17,1973-11-16,Kansas City-Omaha Kings,W,125,98,W 1,10-7,27
18,1973-11-17,Buffalo Braves,W,98,94,W 2,11-7,4
19,1973-11-18,Chicago Bulls,L,102,104,L 1,11-8,-2
20,1973-11-21,Phoenix Suns,W,107,104,W 1,12-8,3
21,1973-11-24,Chicago Bulls,L,112,114,L 1,12-9,-2
22,1973-11-28,Cleveland Cavaliers,L,91,96,L 2,12-10,-5
23,1973-11-30,Houston Rockets,L,95,110,L 3,12-11,-15
24,1973-12-01,Phoenix Suns,W,121,109,W 1,13-11,12
25,1973-12-02,Los Angeles Lakers,W,114,108,W 2,14-11,6
26,1973-12-04,Golden State Warriors,W,112,93,W 3,15-11,19
27,1973-12-06,Seattle SuperSonics,W,110,108,W 4,16-11,2
28,1973-12-08,Portland Trail Blazers,W,106,91,W 5,17-11,15
29,1973-12-09,Kansas City-Omaha Kings,W,86,80,W 6,18-11,6
30,1973-12-12,Los Angeles Lakers,W,114,96,W 7,19-11,18
31,1973-12-14,Philadelphia 76ers,L,93,96,L 1,19-12,-3
32,1973-12-15,Philadelphia 76ers,W,99,89,W 1,20-12,10
33,1973-12-16,Kansas City-Omaha Kings,L,104,105,L 1,20-13,-1
34,1973-12-19,Chicago Bulls,W,89,87,W 1,21-13,2
35,1973-12-21,Golden State Warriors,W,107,104,W 2,22-13,3
36,1973-12-22,New York Knicks,L,88,99,L 1,22-14,-11
37,1973-12-26,New York Knicks,L,91,96,L 2,22-15,-5
38,1973-12-28,Capital Bullets,W,102,93,W 1,23-15,9
39,1973-12-29,Chicago Bulls,L,103,108,L 1,23-16,-5
40,1973-12-30,Milwaukee Bucks,W,98,91,W 1,24-16,7
41,1974-01-02,Milwaukee Bucks,W,106,92,W 2,25-16,14
42,1974-01-04,Boston Celtics,W,106,101,W 3,26-16,5
43,1974-01-05,Capital Bullets,L,90,93,L 1,26-17,-3
44,1974-01-09,Los Angeles Lakers,W,123,94,W 1,27-17,29
45,1974-01-11,Cleveland Cavaliers,W,106,96,W 2,28-17,10
46,1974-01-12,Cleveland Cavaliers,L,112,117,L 1,28-18,-5
47,1974-01-18,Chicago Bulls,W,113,95,W 1,29-18,18
48,1974-01-20,Kansas City-Omaha Kings,W,105,79,W 2,30-18,26
49,1974-01-23,Portland Trail Blazers,W,121,95,W 3,31-18,26
50,1974-01-25,Houston Rockets,W,93,89,W 4,32-18,4
51,1974-01-26,Seattle SuperSonics,W,94,83,W 5,33-18,11
52,1974-01-27,Chicago Bulls,L,91,109,L 1,33-19,-18
53,1974-01-30,Buffalo Braves,W,111,96,W 1,34-19,15
54,1974-02-01,New York Knicks,W,96,91,W 2,35-19,5
55,1974-02-03,Seattle SuperSonics,W,114,100,W 3,36-19,14
56,1974-02-05,Portland Trail Blazers,W,104,102,W 4,37-19,2
57,1974-02-07,Golden State Warriors,W,110,86,W 5,38-19,24
58,1974-02-08,Phoenix Suns,W,99,94,W 6,39-19,5
59,1974-02-12,Kansas City-Omaha Kings,W,113,106,W 7,40-19,7
60,1974-02-14,Milwaukee Bucks,L,99,102,L 1,40-20,-3
61,1974-02-15,Buffalo Braves,L,116,118,L 2,40-21,-2
62,1974-02-17,Philadelphia 76ers,W,118,107,W 1,41-21,11
63,1974-02-19,Boston Celtics,L,97,107,L 1,41-22,-10
