G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2017-10-18,Portland Trail Blazers,L,76,124,L 1,0-1,-48
2,2017-10-20,Los Angeles Lakers,L,130,132,L 2,0-2,-2
3,2017-10-21,Los Angeles Clippers,L,88,130,L 3,0-3,-42
4,2017-10-23,Sacramento Kings,W,117,115,W 1,1-3,2
5,2017-10-25,Utah Jazz,W,97,88,W 2,2-3,9
6,2017-10-28,Portland Trail Blazers,L,107,114,L 1,2-4,-7
7,2017-10-31,Brooklyn Nets,W,122,114,W 1,3-4,8
8,2017-11-01,Washington Wizards,W,122,116,W 2,4-4,6
9,2017-11-03,New York Knicks,L,107,120,L 1,4-5,-13
10,2017-11-05,San Antonio Spurs,L,95,112,L 2,4-6,-17
11,2017-11-06,Brooklyn Nets,L,92,98,L 3,4-7,-6
12,2017-11-08,Miami Heat,L,115,126,L 4,4-8,-11
13,2017-11-10,Orlando Magic,L,112,128,L 5,4-9,-16
14,2017-11-11,Minnesota Timberwolves,W,118,110,W 1,5-9,8
15,2017-11-13,Los Angeles Lakers,L,93,100,L 1,5-10,-7
16,2017-11-16,Houston Rockets,L,116,142,L 2,5-11,-26
17,2017-11-17,Los Angeles Lakers,W,122,113,W 1,6-11,9
18,2017-11-19,Chicago Bulls,W,113,105,W 2,7-11,8
19,2017-11-22,Milwaukee Bucks,L,107,113,L 1,7-12,-6
20,2017-11-24,New Orleans Pelicans,L,91,115,L 2,7-13,-24
21,2017-11-26,Minnesota Timberwolves,L,108,119,L 3,7-14,-11
22,2017-11-28,Chicago Bulls,W,104,99,W 1,8-14,5
23,2017-11-29,Detroit Pistons,L,107,131,L 1,8-15,-24
24,2017-12-02,Boston Celtics,L,111,116,L 2,8-16,-5
25,2017-12-04,Philadelphia 76ers,W,115,101,W 1,9-16,14
26,2017-12-05,Toronto Raptors,L,113,126,L 1,9-17,-13
27,2017-12-07,Washington Wizards,L,99,109,L 2,9-18,-10
28,2017-12-09,San Antonio Spurs,L,101,104,L 3,9-19,-3
29,2017-12-12,Sacramento Kings,L,92,99,L 4,9-20,-7
30,2017-12-13,Toronto Raptors,L,109,115,L 5,9-21,-6
31,2017-12-16,Minnesota Timberwolves,W,108,106,W 1,10-21,2
32,2017-12-18,Dallas Mavericks,W,97,91,W 2,11-21,6
33,2017-12-20,Los Angeles Clippers,L,95,108,L 1,11-22,-13
34,2017-12-21,Memphis Grizzlies,W,97,95,W 1,12-22,2
35,2017-12-23,Minnesota Timberwolves,L,106,115,L 1,12-23,-9
36,2017-12-26,Memphis Grizzlies,W,99,97,W 1,13-23,2
37,2017-12-29,Sacramento Kings,W,111,101,W 2,14-23,10
38,2017-12-31,Philadelphia 76ers,L,110,123,L 1,14-24,-13
39,2018-01-02,Atlanta Hawks,W,104,103,W 1,15-24,1
40,2018-01-03,Denver Nuggets,L,111,134,L 1,15-25,-23
41,2018-01-05,San Antonio Spurs,L,89,103,L 2,15-26,-14
42,2018-01-07,Oklahoma City Thunder,W,114,100,W 1,16-26,14
43,2018-01-12,Houston Rockets,L,95,112,L 1,16-27,-17
44,2018-01-14,Indiana Pacers,L,97,120,L 2,16-28,-23
45,2018-01-16,Portland Trail Blazers,L,111,118,L 3,16-29,-7
46,2018-01-19,Denver Nuggets,W,108,100,W 1,17-29,8
47,2018-01-22,Milwaukee Bucks,L,105,109,L 1,17-30,-4
48,2018-01-24,Indiana Pacers,L,101,116,L 2,17-31,-15
49,2018-01-26,New York Knicks,L,85,107,L 3,17-32,-22
50,2018-01-28,Houston Rockets,L,102,113,L 4,17-33,-11
51,2018-01-29,Memphis Grizzlies,L,109,120,L 5,17-34,-11
52,2018-01-31,Dallas Mavericks,W,102,88,W 1,18-34,14
53,2018-02-02,Utah Jazz,L,97,129,L 1,18-35,-32
54,2018-02-04,Charlotte Hornets,L,110,115,L 2,18-36,-5
55,2018-02-06,Los Angeles Lakers,L,93,112,L 3,18-37,-19
56,2018-02-07,San Antonio Spurs,L,81,129,L 4,18-38,-48
57,2018-02-10,Denver Nuggets,L,113,123,L 5,18-39,-10
58,2018-02-12,Golden State Warriors,L,83,129,L 6,18-40,-46
59,2018-02-14,Utah Jazz,L,97,107,L 7,18-41,-10
60,2018-02-23,Los Angeles Clippers,L,117,128,L 8,18-42,-11
61,2018-02-24,Portland Trail Blazers,L,104,106,L 9,18-43,-2
62,2018-02-26,New Orleans Pelicans,L,116,125,L 10,18-44,-9
63,2018-02-28,Memphis Grizzlies,W,110,102,W 1,19-44,8
64,2018-03-02,Oklahoma City Thunder,L,116,124,L 1,19-45,-8
65,2018-03-04,Atlanta Hawks,L,112,113,L 2,19-46,-1
66,2018-03-05,Miami Heat,L,103,125,L 3,19-47,-22
67,2018-03-08,Oklahoma City Thunder,L,87,115,L 4,19-48,-28
68,2018-03-10,Charlotte Hornets,L,115,122,L 5,19-49,-7
69,2018-03-13,Cleveland Cavaliers,L,107,129,L 6,19-50,-22
70,2018-03-15,Utah Jazz,L,88,116,L 7,19-51,-28
71,2018-03-17,Golden State Warriors,L,109,124,L 8,19-52,-15
72,2018-03-20,Detroit Pistons,L,88,115,L 9,19-53,-27
73,2018-03-23,Cleveland Cavaliers,L,95,120,L 10,19-54,-25
74,2018-03-24,Orlando Magic,L,99,105,L 11,19-55,-6
75,2018-03-26,Boston Celtics,L,94,102,L 12,19-56,-8
76,2018-03-28,Los Angeles Clippers,L,99,111,L 13,19-57,-12
77,2018-03-30,Houston Rockets,L,103,104,L 14,19-58,-1
78,2018-04-01,Golden State Warriors,L,107,117,L 15,19-59,-10
79,2018-04-03,Sacramento Kings,W,97,94,W 1,20-59,3
80,2018-04-06,New Orleans Pelicans,L,103,122,L 1,20-60,-19
81,2018-04-08,Golden State Warriors,L,100,117,L 2,20-61,-17
82,2018-04-10,Dallas Mavericks,W,124,97,W 1,21-61,27
