G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1999-11-02,Miami Heat,L,122,128,L 1,0-1,-6
2,1999-11-03,Orlando Magic,L,94,103,L 2,0-2,-9
3,1999-11-05,New York Knicks,L,91,103,L 3,0-3,-12
4,1999-11-06,Milwaukee Bucks,L,111,121,L 4,0-4,-10
5,1999-11-10,Boston Celtics,W,110,92,W 1,1-4,18
6,1999-11-11,Toronto Raptors,L,106,123,L 1,1-5,-17
7,1999-11-13,Seattle SuperSonics,W,107,99,W 1,2-5,8
8,1999-11-16,Toronto Raptors,L,85,89,L 1,2-6,-4
9,1999-11-17,New Jersey Nets,W,109,107,W 1,3-6,2
10,1999-11-19,Cleveland Cavaliers,W,101,90,W 2,4-6,11
11,1999-11-21,Milwaukee Bucks,W,113,94,W 3,5-6,19
12,1999-11-25,Indiana Pacers,W,107,99,W 4,6-6,8
13,1999-11-26,Atlanta Hawks,W,93,91,W 5,7-6,2
14,1999-11-28,Orlando Magic,L,99,108,L 1,7-7,-9
15,1999-11-30,San Antonio Spurs,L,87,106,L 2,7-8,-19
16,1999-12-01,Denver Nuggets,L,96,100,L 3,7-9,-4
17,1999-12-03,San Antonio Spurs,W,102,80,W 1,8-9,22
18,1999-12-04,Atlanta Hawks,L,110,112,L 1,8-10,-2
19,1999-12-07,Milwaukee Bucks,W,116,112,W 1,9-10,4
20,1999-12-10,Los Angeles Clippers,W,107,83,W 2,10-10,24
21,1999-12-12,Los Angeles Lakers,L,93,101,L 1,10-11,-8
22,1999-12-14,Phoenix Suns,L,104,114,L 2,10-12,-10
23,1999-12-16,Golden State Warriors,W,116,108,W 1,11-12,8
24,1999-12-18,Philadelphia 76ers,W,104,91,W 2,12-12,13
25,1999-12-20,Philadelphia 76ers,L,121,122,L 1,12-13,-1
26,1999-12-21,Washington Wizards,L,83,97,L 2,12-14,-14
27,1999-12-26,Charlotte Hornets,W,114,96,W 1,13-14,18
28,1999-12-29,Chicago Bulls,W,91,77,W 2,14-14,14
29,1999-12-30,Atlanta Hawks,W,106,105,W 3,15-14,1
30,2000-01-03,Orlando Magic,W,118,106,W 4,16-14,12
31,2000-01-05,Atlanta Hawks,W,120,108,W 5,17-14,12
32,2000-01-06,Milwaukee Bucks,W,101,95,W 6,18-14,6
33,2000-01-08,Minnesota Timberwolves,L,105,110,L 1,18-15,-5
34,2000-01-12,New York Knicks,W,114,108,W 1,19-15,6
35,2000-01-14,Washington Wizards,W,105,98,W 2,20-15,7
36,2000-01-15,Washington Wizards,W,112,107,W 3,21-15,5
37,2000-01-17,New York Knicks,L,94,105,L 1,21-16,-11
38,2000-01-20,New Jersey Nets,L,120,122,L 2,21-17,-2
39,2000-01-22,Chicago Bulls,L,92,98,L 3,21-18,-6
40,2000-01-23,Dallas Mavericks,L,91,99,L 4,21-19,-8
41,2000-01-25,Cleveland Cavaliers,L,107,116,L 5,21-20,-9
42,2000-01-27,Charlotte Hornets,L,102,117,L 6,21-21,-15
43,2000-01-29,Philadelphia 76ers,W,90,88,W 1,22-21,2
44,2000-01-31,Miami Heat,L,82,104,L 1,22-22,-22
45,2000-02-02,Sacramento Kings,L,110,113,L 2,22-23,-3
46,2000-02-04,Cleveland Cavaliers,W,105,96,W 1,23-23,9
47,2000-02-06,Houston Rockets,W,109,105,W 2,24-23,4
48,2000-02-09,Toronto Raptors,W,115,108,W 3,25-23,7
49,2000-02-15,Houston Rockets,L,102,107,L 1,25-24,-5
50,2000-02-17,Dallas Mavericks,L,97,106,L 2,25-25,-9
51,2000-02-19,Utah Jazz,L,87,91,L 3,25-26,-4
52,2000-02-21,Miami Heat,W,95,87,W 1,26-26,8
53,2000-02-23,Indiana Pacers,L,111,118,L 1,26-27,-7
54,2000-02-25,Golden State Warriors,W,131,99,W 1,27-27,32
55,2000-02-27,Chicago Bulls,W,93,90,W 2,28-27,3
