G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1986-10-31,Los Angeles Clippers,W,107,106,W 1,1-0,1
2,1986-11-01,Seattle SuperSonics,L,103,114,L 1,1-1,-11
3,1986-11-04,Houston Rockets,L,84,100,L 2,1-2,-16
4,1986-11-06,New York Knicks,L,95,106,L 3,1-3,-11
5,1986-11-08,Houston Rockets,L,90,102,L 4,1-4,-12
6,1986-11-11,Cleveland Cavaliers,W,119,114,W 1,2-4,5
7,1986-11-12,Denver Nuggets,W,110,108,W 2,3-4,2
8,1986-11-16,Los Angeles Lakers,L,111,113,L 1,3-5,-2
9,1986-11-18,Seattle SuperSonics,L,105,119,L 2,3-6,-14
10,1986-11-20,Indiana Pacers,W,92,83,W 1,4-6,9
11,1986-11-22,Milwaukee Bucks,L,99,107,L 1,4-7,-8
12,1986-11-25,Phoenix Suns,W,123,102,W 1,5-7,21
13,1986-11-26,Dallas Mavericks,L,117,129,L 1,5-8,-12
14,1986-11-28,Golden State Warriors,L,97,103,L 2,5-9,-6
15,1986-11-30,Atlanta Hawks,L,109,113,L 3,5-10,-4
16,1986-12-02,Dallas Mavericks,L,124,127,L 4,5-11,-3
17,1986-12-04,Portland Trail Blazers,L,102,106,L 5,5-12,-4
18,1986-12-06,Utah Jazz,L,111,114,L 6,5-13,-3
19,1986-12-09,New Jersey Nets,W,120,107,W 1,6-13,13
20,1986-12-10,Detroit Pistons,L,101,108,L 1,6-14,-7
21,1986-12-12,Atlanta Hawks,L,120,130,L 2,6-15,-10
22,1986-12-13,Houston Rockets,L,106,119,L 3,6-16,-13
23,1986-12-16,Denver Nuggets,L,119,120,L 4,6-17,-1
24,1986-12-18,Los Angeles Clippers,W,117,113,W 1,7-17,4
25,1986-12-20,Phoenix Suns,W,122,114,W 2,8-17,8
26,1986-12-23,Los Angeles Lakers,L,117,127,L 1,8-18,-10
27,1986-12-27,Philadelphia 76ers,L,95,99,L 2,8-19,-4
28,1986-12-29,Boston Celtics,L,102,119,L 3,8-20,-17
29,1987-01-02,Golden State Warriors,L,109,115,L 4,8-21,-6
30,1987-01-04,Portland Trail Blazers,L,111,128,L 5,8-22,-17
31,1987-01-06,Denver Nuggets,W,112,104,W 1,9-22,8
32,1987-01-09,Boston Celtics,L,99,109,L 1,9-23,-10
33,1987-01-10,New York Knicks,L,115,119,L 2,9-24,-4
34,1987-01-12,Washington Bullets,L,109,113,L 3,9-25,-4
35,1987-01-13,Milwaukee Bucks,L,89,113,L 4,9-26,-24
36,1987-01-15,Portland Trail Blazers,W,120,118,W 1,10-26,2
37,1987-01-17,Seattle SuperSonics,W,125,115,W 2,11-26,10
38,1987-01-20,Golden State Warriors,W,123,114,W 3,12-26,9
39,1987-01-23,Portland Trail Blazers,L,89,109,L 1,12-27,-20
40,1987-01-24,Detroit Pistons,W,138,113,W 1,13-27,25
41,1987-01-27,New Jersey Nets,W,118,115,W 2,14-27,3
42,1987-01-29,San Antonio Spurs,L,107,113,L 1,14-28,-6
43,1987-01-31,Denver Nuggets,L,113,142,L 2,14-29,-29
44,1987-02-01,Utah Jazz,L,113,121,L 3,14-30,-8
45,1987-02-03,Utah Jazz,L,95,101,L 4,14-31,-6
46,1987-02-04,Los Angeles Lakers,L,92,128,L 5,14-32,-36
47,1987-02-10,Los Angeles Lakers,L,98,114,L 6,14-33,-16
48,1987-02-12,Dallas Mavericks,W,129,125,W 1,15-33,4
49,1987-02-14,Washington Bullets,W,136,111,W 2,16-33,25
50,1987-02-16,Chicago Bulls,W,124,120,W 3,17-33,4
51,1987-02-18,Cleveland Cavaliers,L,119,129,L 1,17-34,-10
52,1987-02-20,Philadelphia 76ers,L,91,123,L 2,17-35,-32
53,1987-02-22,Indiana Pacers,L,101,103,L 3,17-36,-2
54,1987-02-24,San Antonio Spurs,W,112,106,W 1,18-36,6
55,1987-02-25,Dallas Mavericks,L,101,108,L 1,18-37,-7
56,1987-02-28,Los Angeles Clippers,L,106,111,L 2,18-38,-5
57,1987-03-02,Denver Nuggets,W,117,114,W 1,19-38,3
58,1987-03-04,Houston Rockets,L,102,108,L 1,19-39,-6
59,1987-03-06,San Antonio Spurs,L,119,130,L 2,19-40,-11
60,1987-03-07,Phoenix Suns,L,102,105,L 3,19-41,-3
61,1987-03-10,Golden State Warriors,L,114,125,L 4,19-42,-11
62,1987-03-12,Utah Jazz,L,109,113,L 5,19-43,-4
63,1987-03-14,Utah Jazz,L,116,123,L 6,19-44,-7
64,1987-03-15,Seattle SuperSonics,W,107,106,W 1,20-44,1
65,1987-03-17,San Antonio Spurs,L,106,108,L 1,20-45,-2
66,1987-03-19,Dallas Mavericks,L,104,105,L 2,20-46,-1
67,1987-03-21,Chicago Bulls,L,97,112,L 3,20-47,-15
68,1987-03-22,Los Angeles Lakers,L,121,129,L 4,20-48,-8
69,1987-03-24,Portland Trail Blazers,W,128,116,W 1,21-48,12
70,1987-03-26,Phoenix Suns,W,124,115,W 2,22-48,9
71,1987-03-28,Los Angeles Clippers,W,113,91,W 3,23-48,22
72,1987-03-31,Seattle SuperSonics,L,129,132,L 1,23-49,-3
73,1987-04-02,Los Angeles Clippers,W,125,115,W 1,24-49,10
74,1987-04-04,Houston Rockets,W,120,108,W 2,25-49,12
75,1987-04-06,Utah Jazz,W,110,104,W 3,26-49,6
76,1987-04-08,San Antonio Spurs,W,111,110,W 4,27-49,1
77,1987-04-09,Houston Rockets,L,102,112,L 1,27-50,-10
78,1987-04-11,Golden State Warriors,L,118,124,L 2,27-51,-6
79,1987-04-13,San Antonio Spurs,W,123,118,W 1,28-51,5
80,1987-04-14,Phoenix Suns,L,123,132,L 1,28-52,-9
81,1987-04-16,Denver Nuggets,W,123,117,W 1,29-52,6
82,1987-04-18,Dallas Mavericks,L,121,125,L 1,29-53,-4
