G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1994-11-04,Golden State Warriors,L,118,123,L 1,0-1,-5
2,1994-11-07,New Jersey Nets,W,105,96,W 1,1-1,9
3,1994-11-09,Utah Jazz,W,109,101,W 2,2-1,8
4,1994-11-12,New York Knicks,W,101,82,W 3,3-1,19
5,1994-11-15,Denver Nuggets,L,99,112,L 1,3-2,-13
6,1994-11-16,Chicago Bulls,L,92,94,L 2,3-3,-2
7,1994-11-19,Minnesota Timberwolves,W,109,101,W 1,4-3,8
8,1994-11-21,New York Knicks,L,88,92,L 1,4-4,-4
9,1994-11-23,Portland Trail Blazers,W,110,105,W 1,5-4,5
10,1994-11-25,Seattle SuperSonics,L,94,114,L 1,5-5,-20
11,1994-11-26,Phoenix Suns,L,108,111,L 2,5-6,-3
12,1994-11-28,Minnesota Timberwolves,W,92,88,W 1,6-6,4
13,1994-11-30,Seattle SuperSonics,L,100,109,L 1,6-7,-9
14,1994-12-02,Portland Trail Blazers,W,95,91,W 1,7-7,4
15,1994-12-06,Dallas Mavericks,L,121,124,L 1,7-8,-3
16,1994-12-08,Utah Jazz,L,114,117,L 2,7-9,-3
17,1994-12-10,Houston Rockets,W,108,96,W 1,8-9,12
18,1994-12-12,Washington Bullets,W,122,101,W 2,9-9,21
19,1994-12-14,Boston Celtics,W,122,110,W 3,10-9,12
20,1994-12-17,Los Angeles Lakers,W,116,102,W 4,11-9,14
21,1994-12-21,Denver Nuggets,W,111,97,W 5,12-9,14
22,1994-12-23,Houston Rockets,W,98,96,W 6,13-9,2
23,1994-12-27,Charlotte Hornets,W,119,108,W 7,14-9,11
24,1994-12-29,Atlanta Hawks,L,121,127,L 1,14-10,-6
25,1994-12-30,Washington Bullets,W,115,101,W 1,15-10,14
26,1995-01-03,Golden State Warriors,W,91,86,W 2,16-10,5
27,1995-01-05,Utah Jazz,W,104,103,W 3,17-10,1
28,1995-01-07,Los Angeles Clippers,W,103,88,W 4,18-10,15
29,1995-01-10,Los Angeles Clippers,W,108,97,W 5,19-10,11
30,1995-01-12,Miami Heat,W,113,108,W 6,20-10,5
31,1995-01-13,Houston Rockets,L,100,103,L 1,20-11,-3
32,1995-01-15,Dallas Mavericks,L,103,108,L 2,20-12,-5
33,1995-01-17,Boston Celtics,W,101,92,W 1,21-12,9
34,1995-01-18,Charlotte Hornets,L,110,111,L 1,21-13,-1
35,1995-01-20,Miami Heat,W,115,114,W 1,22-13,1
36,1995-01-22,Indiana Pacers,L,93,98,L 1,22-14,-5
37,1995-01-24,Chicago Bulls,W,104,102,W 1,23-14,2
38,1995-01-26,Houston Rockets,W,103,100,W 2,24-14,3
39,1995-01-28,Denver Nuggets,W,103,77,W 3,25-14,26
40,1995-01-31,Sacramento Kings,W,97,96,W 4,26-14,1
41,1995-02-01,Portland Trail Blazers,W,111,107,W 5,27-14,4
42,1995-02-03,Dallas Mavericks,W,114,103,W 6,28-14,11
43,1995-02-04,Sacramento Kings,W,97,96,W 7,29-14,1
44,1995-02-07,Seattle SuperSonics,W,106,103,W 8,30-14,3
45,1995-02-08,Los Angeles Lakers,L,99,115,L 1,30-15,-16
46,1995-02-14,Utah Jazz,W,112,96,W 1,31-15,16
47,1995-02-16,Utah Jazz,L,113,120,L 1,31-16,-7
48,1995-02-18,Atlanta Hawks,W,111,97,W 1,32-16,14
49,1995-02-21,Houston Rockets,W,98,97,W 2,33-16,1
50,1995-02-22,Phoenix Suns,W,105,100,W 3,34-16,5
51,1995-02-24,Detroit Pistons,W,114,97,W 4,35-16,17
52,1995-02-26,Golden State Warriors,W,129,99,W 5,36-16,30
53,1995-02-28,Cleveland Cavaliers,W,100,83,W 6,37-16,17
54,1995-03-03,Orlando Magic,W,112,111,W 7,38-16,1
55,1995-03-05,Houston Rockets,W,124,103,W 8,39-16,21
56,1995-03-07,Indiana Pacers,L,100,117,L 1,39-17,-17
57,1995-03-09,Cleveland Cavaliers,W,100,98,W 1,40-17,2
58,1995-03-10,Philadelphia 76ers,W,100,94,W 2,41-17,6
59,1995-03-12,Orlando Magic,L,104,110,L 1,41-18,-6
60,1995-03-14,Minnesota Timberwolves,W,115,100,W 1,42-18,15
61,1995-03-16,Philadelphia 76ers,W,112,86,W 2,43-18,26
62,1995-03-18,Dallas Mavericks,W,116,106,W 3,44-18,10
63,1995-03-20,Seattle SuperSonics,W,104,96,W 4,45-18,8
64,1995-03-22,New Jersey Nets,W,102,85,W 5,46-18,17
65,1995-03-24,Minnesota Timberwolves,W,111,97,W 6,47-18,14
66,1995-03-25,Milwaukee Bucks,W,113,105,W 7,48-18,8
67,1995-03-27,Detroit Pistons,W,114,93,W 8,49-18,21
68,1995-03-29,Los Angeles Lakers,W,107,84,W 9,50-18,23
69,1995-03-31,Milwaukee Bucks,W,118,102,W 10,51-18,16
70,1995-04-02,Phoenix Suns,W,109,106,W 11,52-18,3
71,1995-04-04,Los Angeles Clippers,W,113,89,W 12,53-18,24
72,1995-04-06,Sacramento Kings,W,96,94,W 13,54-18,2
73,1995-04-08,Golden State Warriors,W,112,99,W 14,55-18,13
74,1995-04-09,Los Angeles Lakers,W,101,87,W 15,56-18,14
75,1995-04-11,Portland Trail Blazers,L,71,91,L 1,56-19,-20
76,1995-04-12,Phoenix Suns,L,111,115,L 2,56-20,-4
77,1995-04-14,Sacramento Kings,W,98,88,W 1,57-20,10
78,1995-04-16,Denver Nuggets,W,112,109,W 2,58-20,3
79,1995-04-18,Denver Nuggets,W,107,96,W 3,59-20,11
80,1995-04-20,Dallas Mavericks,W,112,111,W 4,60-20,1
81,1995-04-21,Los Angeles Clippers,W,107,96,W 5,61-20,11
82,1995-04-23,Minnesota Timberwolves,W,97,91,W 6,62-20,6
