G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1970-10-13,Chicago Bulls,L,96,111,L 1,0-1,-15
2,1970-10-14,Baltimore Bullets,L,105,123,L 2,0-2,-18
3,1970-10-16,Philadelphia 76ers,L,119,127,L 3,0-3,-8
4,1970-10-17,Buffalo Braves,W,102,93,W 1,1-3,9
5,1970-10-20,Phoenix Suns,W,115,114,W 2,2-3,1
6,1970-10-22,Cleveland Cavaliers,W,140,110,W 3,3-3,30
7,1970-10-24,Philadelphia 76ers,W,116,111,W 4,4-3,5
8,1970-10-25,Phoenix Suns,L,98,117,L 1,4-4,-19
9,1970-10-27,Milwaukee Bucks,L,113,126,L 2,4-5,-13
10,1970-10-28,Cleveland Cavaliers,W,110,99,W 1,5-5,11
11,1970-10-29,New York Knicks,L,107,114,L 1,5-6,-7
12,1970-10-31,Atlanta Hawks,W,121,117,W 1,6-6,4
13,1970-11-04,New York Knicks,L,100,109,L 1,6-7,-9
14,1970-11-06,Baltimore Bullets,L,118,125,L 2,6-8,-7
15,1970-11-07,San Francisco Warriors,L,102,114,L 3,6-9,-12
16,1970-11-11,Cincinnati Royals,W,127,120,W 1,7-9,7
17,1970-11-13,San Francisco Warriors,L,102,107,L 1,7-10,-5
18,1970-11-14,Detroit Pistons,W,112,101,W 1,8-10,11
19,1970-11-16,Portland Trail Blazers,W,136,118,W 2,9-10,18
20,1970-11-18,Milwaukee Bucks,L,111,117,L 1,9-11,-6
21,1970-11-20,Seattle SuperSonics,W,121,106,W 1,10-11,15
22,1970-11-21,Seattle SuperSonics,W,115,114,W 2,11-11,1
23,1970-11-24,Detroit Pistons,L,104,111,L 1,11-12,-7
24,1970-11-25,Cincinnati Royals,W,138,120,W 1,12-12,18
25,1970-11-27,Atlanta Hawks,W,128,127,W 2,13-12,1
26,1970-11-28,Phoenix Suns,W,117,116,W 3,14-12,1
27,1970-11-29,Los Angeles Lakers,L,112,130,L 1,14-13,-18
28,1970-12-01,Portland Trail Blazers,W,120,114,W 1,15-13,6
29,1970-12-05,Los Angeles Lakers,W,119,116,W 2,16-13,3
30,1970-12-06,Phoenix Suns,L,102,108,L 1,16-14,-6
31,1970-12-11,Phoenix Suns,W,110,104,W 1,17-14,6
32,1970-12-12,Chicago Bulls,L,98,103,L 1,17-15,-5
33,1970-12-13,Cleveland Cavaliers,W,118,95,W 1,18-15,23
34,1970-12-15,Philadelphia 76ers,L,98,122,L 1,18-16,-24
35,1970-12-16,Atlanta Hawks,L,117,128,L 2,18-17,-11
36,1970-12-18,Detroit Pistons,L,116,129,L 3,18-18,-13
37,1970-12-19,Portland Trail Blazers,W,118,108,W 1,19-18,10
38,1970-12-20,Seattle SuperSonics,W,110,108,W 2,20-18,2
39,1970-12-23,Atlanta Hawks,W,133,102,W 3,21-18,31
40,1970-12-27,Chicago Bulls,L,101,110,L 1,21-19,-9
41,1970-12-29,Boston Celtics,L,108,110,L 2,21-20,-2
42,1971-01-01,Los Angeles Lakers,W,117,106,W 1,22-20,11
43,1971-01-02,Los Angeles Lakers,W,109,108,W 2,23-20,1
44,1971-01-05,Chicago Bulls,L,103,116,L 1,23-21,-13
45,1971-01-06,Detroit Pistons,L,99,100,L 2,23-22,-1
46,1971-01-08,San Francisco Warriors,L,117,120,L 3,23-23,-3
47,1971-01-09,San Francisco Warriors,L,103,109,L 4,23-24,-6
48,1971-01-15,Baltimore Bullets,L,117,124,L 5,23-25,-7
49,1971-01-17,Philadelphia 76ers,L,105,106,L 6,23-26,-1
50,1971-01-19,New York Knicks,L,113,117,L 7,23-27,-4
51,1971-01-20,Boston Celtics,L,112,142,L 8,23-28,-30
52,1971-01-22,Buffalo Braves,L,94,101,L 9,23-29,-7
53,1971-01-23,Baltimore Bullets,L,120,127,L 10,23-30,-7
54,1971-01-25,Buffalo Braves,W,114,106,W 1,24-30,8
55,1971-01-27,Chicago Bulls,L,106,111,L 1,24-31,-5
56,1971-01-29,Detroit Pistons,L,104,131,L 2,24-32,-27
57,1971-01-30,Cincinnati Royals,L,110,116,L 3,24-33,-6
58,1971-01-31,Atlanta Hawks,L,120,131,L 4,24-34,-11
59,1971-02-02,Los Angeles Lakers,L,105,133,L 5,24-35,-28
60,1971-02-03,Milwaukee Bucks,L,101,108,L 6,24-36,-7
61,1971-02-05,Cleveland Cavaliers,W,116,105,W 1,25-36,11
62,1971-02-06,Los Angeles Lakers,L,108,115,L 1,25-37,-7
63,1971-02-07,Seattle SuperSonics,W,124,107,W 1,26-37,17
64,1971-02-09,Seattle SuperSonics,W,132,115,W 2,27-37,17
65,1971-02-11,San Francisco Warriors,W,119,111,W 3,28-37,8
66,1971-02-13,Cincinnati Royals,W,120,116,W 4,29-37,4
67,1971-02-18,New York Knicks,L,115,116,L 1,29-38,-1
68,1971-02-19,San Francisco Warriors,W,109,103,W 1,30-38,6
69,1971-02-20,Boston Celtics,W,128,118,W 2,31-38,10
70,1971-02-23,New York Knicks,W,126,109,W 3,32-38,17
71,1971-02-24,Milwaukee Bucks,L,104,139,L 1,32-39,-35
72,1971-03-02,Philadelphia 76ers,W,111,103,W 1,33-39,8
73,1971-03-03,Boston Celtics,L,113,128,L 1,33-40,-15
74,1971-03-05,Seattle SuperSonics,L,110,111,L 2,33-41,-1
75,1971-03-06,Chicago Bulls,L,99,105,L 3,33-42,-6
76,1971-03-07,Portland Trail Blazers,W,135,121,W 1,34-42,14
77,1971-03-09,Buffalo Braves,W,106,96,W 2,35-42,10
78,1971-03-11,Boston Celtics,W,115,91,W 3,36-42,24
79,1971-03-13,Baltimore Bullets,W,121,115,W 4,37-42,6
80,1971-03-17,Detroit Pistons,W,106,99,W 5,38-42,7
81,1971-03-19,Milwaukee Bucks,W,111,99,W 6,39-42,12
82,1971-03-21,Phoenix Suns,W,132,114,W 7,40-42,18
