G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2016-10-27,Atlanta Hawks,L,99,114,L 1,0-1,-15
2,2016-10-30,Memphis Grizzlies,L,103,112,L 2,0-2,-9
3,2016-11-02,Toronto Raptors,L,103,113,L 3,0-3,-10
4,2016-11-04,Atlanta Hawks,W,95,92,W 1,1-3,3
5,2016-11-05,Orlando Magic,L,86,88,L 1,1-4,-2
6,2016-11-07,Houston Rockets,L,106,114,L 2,1-5,-8
7,2016-11-09,Boston Celtics,W,118,93,W 1,2-5,25
8,2016-11-11,Cleveland Cavaliers,L,94,105,L 1,2-6,-11
9,2016-11-12,Chicago Bulls,L,95,106,L 2,2-7,-11
10,2016-11-16,Philadelphia 76ers,L,102,109,L 3,2-8,-7
11,2016-11-17,New York Knicks,W,119,112,W 1,3-8,7
12,2016-11-19,Miami Heat,L,111,114,L 1,3-9,-3
13,2016-11-21,Phoenix Suns,W,106,101,W 1,4-9,5
14,2016-11-25,Orlando Magic,W,94,91,W 2,5-9,3
15,2016-11-26,San Antonio Spurs,L,100,112,L 1,5-10,-12
16,2016-11-28,Sacramento Kings,W,101,95,W 1,6-10,6
17,2016-11-30,Oklahoma City Thunder,L,115,126,L 1,6-11,-11
18,2016-12-02,San Antonio Spurs,L,105,107,L 2,6-12,-2
19,2016-12-05,Brooklyn Nets,W,118,113,W 1,7-12,5
20,2016-12-06,Orlando Magic,L,116,124,L 1,7-13,-8
21,2016-12-08,Denver Nuggets,W,92,85,W 1,8-13,7
22,2016-12-10,Milwaukee Bucks,W,110,105,W 2,9-13,5
23,2016-12-12,Miami Heat,L,101,112,L 1,9-14,-11
24,2016-12-14,Charlotte Hornets,W,109,106,W 1,10-14,3
25,2016-12-16,Detroit Pistons,W,122,108,W 2,11-14,14
26,2016-12-18,Los Angeles Clippers,W,117,110,W 3,12-14,7
27,2016-12-19,Indiana Pacers,L,105,107,L 1,12-15,-2
28,2016-12-21,Chicago Bulls,W,107,97,W 1,13-15,10
29,2016-12-23,Milwaukee Bucks,L,96,123,L 1,13-16,-27
30,2016-12-26,Milwaukee Bucks,W,107,102,W 1,14-16,5
31,2016-12-28,Indiana Pacers,W,111,105,W 2,15-16,6
32,2016-12-30,Brooklyn Nets,W,118,95,W 3,16-16,23
33,2017-01-02,Houston Rockets,L,91,101,L 1,16-17,-10
34,2017-01-03,Dallas Mavericks,L,105,113,L 2,16-18,-8
35,2017-01-06,Minnesota Timberwolves,W,112,105,W 1,17-18,7
36,2017-01-08,Milwaukee Bucks,W,107,101,W 2,18-18,6
37,2017-01-10,Chicago Bulls,W,101,99,W 3,19-18,2
38,2017-01-11,Boston Celtics,L,108,117,L 1,19-19,-9
39,2017-01-14,Philadelphia 76ers,W,109,93,W 1,20-19,16
40,2017-01-16,Portland Trail Blazers,W,120,101,W 2,21-19,19
41,2017-01-18,Memphis Grizzlies,W,104,101,W 3,22-19,3
42,2017-01-19,New York Knicks,W,113,110,W 4,23-19,3
43,2017-01-21,Detroit Pistons,L,112,113,L 1,23-20,-1
