G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1999-11-02,Orlando Magic,W,100,86,W 1,1-0,14
2,1999-11-04,Indiana Pacers,W,98,89,W 2,2-0,9
3,1999-11-05,Boston Celtics,L,100,103,L 1,2-1,-3
4,1999-11-07,Toronto Raptors,L,99,109,L 2,2-2,-10
5,1999-11-10,Milwaukee Bucks,W,117,111,W 1,3-2,6
6,1999-11-12,New Jersey Nets,W,96,92,W 2,4-2,4
7,1999-11-13,San Antonio Spurs,L,79,95,L 1,4-3,-16
8,1999-11-16,Atlanta Hawks,L,98,103,L 2,4-4,-5
9,1999-11-17,Dallas Mavericks,W,104,99,W 1,5-4,5
10,1999-11-19,Orlando Magic,W,103,92,W 2,6-4,11
11,1999-11-20,Portland Trail Blazers,L,96,100,L 1,6-5,-4
12,1999-11-24,Vancouver Grizzlies,W,89,73,W 1,7-5,16
13,1999-11-26,Washington Wizards,W,118,85,W 2,8-5,33
14,1999-11-27,Cleveland Cavaliers,L,89,106,L 1,8-6,-17
15,1999-12-01,Portland Trail Blazers,L,90,94,L 2,8-7,-4
16,1999-12-03,Vancouver Grizzlies,W,113,94,W 1,9-7,19
17,1999-12-05,Seattle SuperSonics,W,103,81,W 2,10-7,22
18,1999-12-08,Golden State Warriors,W,113,106,W 3,11-7,7
19,1999-12-10,Denver Nuggets,W,106,99,W 4,12-7,7
20,1999-12-11,Philadelphia 76ers,W,106,84,W 5,13-7,22
21,1999-12-15,Minnesota Timberwolves,W,103,98,W 6,14-7,5
22,1999-12-17,Cleveland Cavaliers,W,99,86,W 7,15-7,13
23,1999-12-18,Miami Heat,W,106,89,W 8,16-7,17
24,1999-12-20,New York Knicks,L,109,112,L 1,16-8,-3
25,1999-12-23,Orlando Magic,L,106,110,L 2,16-9,-4
26,1999-12-26,Detroit Pistons,L,96,114,L 3,16-10,-18
27,1999-12-27,Atlanta Hawks,W,108,104,W 1,17-10,4
28,1999-12-29,Milwaukee Bucks,W,109,105,W 2,18-10,4
29,1999-12-30,Indiana Pacers,L,99,109,L 1,18-11,-10
30,2000-01-04,Phoenix Suns,L,80,86,L 2,18-12,-6
31,2000-01-05,Utah Jazz,L,96,118,L 3,18-13,-22
32,2000-01-07,Los Angeles Lakers,L,83,87,L 4,18-14,-4
33,2000-01-08,Denver Nuggets,L,92,97,L 5,18-15,-5
34,2000-01-10,Milwaukee Bucks,L,87,137,L 6,18-16,-50
35,2000-01-15,New York Knicks,L,79,91,L 7,18-17,-12
36,2000-01-17,Toronto Raptors,W,115,94,W 1,19-17,21
37,2000-01-19,Chicago Bulls,W,96,86,W 2,20-17,10
38,2000-01-20,Philadelphia 76ers,W,109,100,W 3,21-17,9
39,2000-01-22,Boston Celtics,W,110,96,W 4,22-17,14
40,2000-01-25,Sacramento Kings,L,99,110,L 1,22-18,-11
41,2000-01-27,Detroit Pistons,W,117,102,W 1,23-18,15
42,2000-01-29,Phoenix Suns,W,100,79,W 2,24-18,21
43,2000-02-01,Houston Rockets,L,83,99,L 1,24-19,-16
44,2000-02-03,Dallas Mavericks,L,96,106,L 2,24-20,-10
45,2000-02-05,Washington Wizards,W,110,102,W 1,25-20,8
46,2000-02-07,New York Knicks,W,95,85,W 2,26-20,10
47,2000-02-09,Cleveland Cavaliers,W,103,95,W 3,27-20,8
48,2000-02-15,Philadelphia 76ers,W,95,93,W 4,28-20,2
49,2000-02-16,Los Angeles Lakers,L,85,92,L 1,28-21,-7
50,2000-02-18,Los Angeles Clippers,W,115,87,W 1,29-21,28
51,2000-02-20,Miami Heat,L,80,85,L 1,29-22,-5
52,2000-02-22,Houston Rockets,W,102,97,W 1,30-22,5
53,2000-02-24,San Antonio Spurs,L,70,72,L 1,30-23,-2
54,2000-02-26,New Jersey Nets,L,93,104,L 2,30-24,-11
55,2000-02-28,Seattle SuperSonics,L,81,84,L 3,30-25,-3
56,2000-02-29,Minnesota Timberwolves,W,92,87,W 1,31-25,5
57,2000-03-02,Orlando Magic,L,96,104,L 1,31-26,-8
58,2000-03-03,Utah Jazz,L,87,89,L 2,31-27,-2
59,2000-03-05,Chicago Bulls,W,100,94,W 1,32-27,6
60,2000-03-07,Golden State Warriors,W,102,99,W 2,33-27,3
61,2000-03-08,Sacramento Kings,L,92,105,L 1,33-28,-13
62,2000-03-10,Los Angeles Clippers,W,118,101,W 1,34-28,17
63,2000-03-15,Chicago Bulls,W,77,74,W 2,35-28,3
64,2000-03-17,New York Knicks,L,99,118,L 1,35-29,-19
65,2000-03-18,Indiana Pacers,L,99,113,L 2,35-30,-14
66,2000-03-20,Philadelphia 76ers,L,96,102,L 3,35-31,-6
67,2000-03-22,New Jersey Nets,W,119,103,W 1,36-31,16
68,2000-03-24,Toronto Raptors,W,102,84,W 2,37-31,18
69,2000-03-25,Atlanta Hawks,W,86,70,W 3,38-31,16
70,2000-03-29,Detroit Pistons,W,98,91,W 4,39-31,7
71,2000-03-31,Toronto Raptors,W,110,101,W 5,40-31,9
72,2000-04-01,Chicago Bulls,W,90,87,W 6,41-31,3
73,2000-04-04,Boston Celtics,W,112,105,W 7,42-31,7
74,2000-04-06,Miami Heat,L,70,76,L 1,42-32,-6
75,2000-04-07,Detroit Pistons,L,82,97,L 2,42-33,-15
76,2000-04-09,Indiana Pacers,W,96,80,W 1,43-33,16
77,2000-04-10,Washington Wizards,W,107,105,W 2,44-33,2
78,2000-04-12,Atlanta Hawks,W,119,87,W 3,45-33,32
79,2000-04-14,Milwaukee Bucks,W,109,106,W 4,46-33,3
80,2000-04-16,Boston Celtics,W,105,102,W 5,47-33,3
81,2000-04-18,Cleveland Cavaliers,W,103,88,W 6,48-33,15
82,2000-04-19,Miami Heat,W,83,73,W 7,49-33,10
