G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1983-10-28,Portland Trail Blazers,L,93,107,L 1,0-1,-14
2,1983-10-29,Denver Nuggets,W,141,128,W 1,1-1,13
3,1983-11-02,Los Angeles Lakers,W,110,106,W 2,2-1,4
4,1983-11-04,Seattle SuperSonics,W,121,97,W 3,3-1,24
5,1983-11-05,Denver Nuggets,L,121,127,L 1,3-2,-6
6,1983-11-08,Washington Bullets,L,113,119,L 2,3-3,-6
7,1983-11-09,Boston Celtics,L,122,129,L 3,3-4,-7
8,1983-11-11,New York Knicks,L,95,116,L 4,3-5,-21
9,1983-11-13,Philadelphia 76ers,L,116,124,L 5,3-6,-8
10,1983-11-15,Atlanta Hawks,L,102,107,L 6,3-7,-5
11,1983-11-17,Milwaukee Bucks,W,141,122,W 1,4-7,19
12,1983-11-20,Cleveland Cavaliers,W,99,97,W 2,5-7,2
13,1983-11-22,Kansas City Kings,L,99,118,L 1,5-8,-19
14,1983-11-23,Denver Nuggets,L,114,133,L 2,5-9,-19
15,1983-11-25,San Antonio Spurs,L,120,133,L 3,5-10,-13
16,1983-11-26,New Jersey Nets,L,102,104,L 4,5-11,-2
17,1983-11-29,Seattle SuperSonics,L,114,119,L 5,5-12,-5
18,1983-11-30,Utah Jazz,L,115,117,L 6,5-13,-2
19,1983-12-02,Golden State Warriors,W,109,108,W 1,6-13,1
20,1983-12-04,Los Angeles Lakers,L,99,120,L 1,6-14,-21
21,1983-12-07,San Antonio Spurs,W,106,102,W 1,7-14,4
22,1983-12-09,New York Knicks,L,92,111,L 1,7-15,-19
23,1983-12-10,Phoenix Suns,L,93,109,L 2,7-16,-16
24,1983-12-11,Dallas Mavericks,W,118,116,W 1,8-16,2
25,1983-12-14,San Antonio Spurs,L,114,129,L 1,8-17,-15
26,1983-12-16,Los Angeles Lakers,L,109,122,L 2,8-18,-13
27,1983-12-18,Golden State Warriors,L,97,99,L 3,8-19,-2
28,1983-12-21,Houston Rockets,W,128,97,W 1,9-19,31
29,1983-12-23,Phoenix Suns,L,115,121,L 1,9-20,-6
30,1983-12-27,Houston Rockets,W,110,95,W 1,10-20,15
31,1983-12-28,Dallas Mavericks,L,92,109,L 1,10-21,-17
32,1983-12-30,Kansas City Kings,W,99,96,W 1,11-21,3
33,1984-01-04,Kansas City Kings,W,122,121,W 2,12-21,1
34,1984-01-06,Dallas Mavericks,L,106,123,L 1,12-22,-17
35,1984-01-10,Seattle SuperSonics,L,106,111,L 2,12-23,-5
36,1984-01-11,Phoenix Suns,L,104,129,L 3,12-24,-25
