G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2012-10-31,San Antonio Spurs,L,95,99,L 1,0-1,-4
2,2012-11-02,Utah Jazz,W,88,86,W 1,1-1,2
3,2012-11-03,Chicago Bulls,W,89,82,W 2,2-1,7
4,2012-11-07,Philadelphia 76ers,L,62,77,L 1,2-2,-15
5,2012-11-09,Charlotte Bobcats,W,107,99,W 1,3-2,8
6,2012-11-14,Houston Rockets,L,96,100,L 1,3-3,-4
7,2012-11-16,Oklahoma City Thunder,L,95,110,L 2,3-4,-15
8,2012-11-17,Milwaukee Bucks,L,113,117,L 3,3-5,-4
9,2012-11-20,New York Knicks,L,80,102,L 4,3-6,-22
10,2012-11-21,Indiana Pacers,L,107,115,L 5,3-7,-8
11,2012-11-23,Phoenix Suns,L,108,111,L 6,3-8,-3
12,2012-11-25,Denver Nuggets,L,84,102,L 7,3-9,-18
13,2012-11-26,Los Angeles Clippers,W,105,98,W 1,4-9,7
14,2012-11-28,Utah Jazz,L,84,96,L 1,4-10,-12
15,2012-12-01,Oklahoma City Thunder,L,79,100,L 2,4-11,-21
16,2012-12-03,Milwaukee Bucks,W,102,81,W 1,5-11,21
17,2012-12-05,Los Angeles Lakers,L,87,103,L 1,5-12,-16
18,2012-12-07,Memphis Grizzlies,L,89,96,L 2,5-13,-7
19,2012-12-08,Miami Heat,L,90,106,L 3,5-14,-16
20,2012-12-11,Washington Wizards,L,70,77,L 4,5-15,-7
21,2012-12-12,Oklahoma City Thunder,L,88,92,L 5,5-16,-4
22,2012-12-14,Minnesota Timberwolves,L,102,113,L 6,5-17,-11
23,2012-12-16,Portland Trail Blazers,L,94,95,L 7,5-18,-1
24,2012-12-18,Golden State Warriors,L,96,103,L 8,5-19,-7
25,2012-12-19,Los Angeles Clippers,L,77,93,L 9,5-20,-16
26,2012-12-21,San Antonio Spurs,L,94,99,L 10,5-21,-5
27,2012-12-22,Indiana Pacers,L,75,81,L 11,5-22,-6
28,2012-12-26,Orlando Magic,W,97,94,W 1,6-22,3
29,2012-12-28,Toronto Raptors,L,97,104,L 1,6-23,-7
30,2012-12-29,Charlotte Bobcats,W,98,95,W 1,7-23,3
31,2013-01-01,Atlanta Hawks,L,86,95,L 1,7-24,-9
32,2013-01-02,Houston Rockets,L,92,104,L 2,7-25,-12
33,2013-01-05,Dallas Mavericks,W,99,96,W 1,8-25,3
34,2013-01-07,San Antonio Spurs,W,95,88,W 2,9-25,7
35,2013-01-09,Houston Rockets,W,88,79,W 3,10-25,9
36,2013-01-11,Minnesota Timberwolves,W,104,92,W 4,11-25,12
37,2013-01-13,New York Knicks,L,87,100,L 1,11-26,-13
38,2013-01-15,Philadelphia 76ers,W,111,99,W 1,12-26,12
39,2013-01-16,Boston Celtics,W,90,78,W 2,13-26,12
40,2013-01-19,Golden State Warriors,L,112,116,L 1,13-27,-4
41,2013-01-21,Sacramento Kings,W,114,105,W 1,14-27,9
42,2013-01-23,San Antonio Spurs,L,102,106,L 1,14-28,-4
43,2013-01-25,Houston Rockets,L,82,100,L 2,14-29,-18
44,2013-01-27,Memphis Grizzlies,W,91,83,W 1,15-29,8
45,2013-01-29,Los Angeles Lakers,L,106,111,L 1,15-30,-5
46,2013-01-30,Utah Jazz,L,99,104,L 2,15-31,-5
47,2013-02-01,Denver Nuggets,L,98,113,L 3,15-32,-15
48,2013-02-02,Minnesota Timberwolves,L,86,115,L 4,15-33,-29
49,2013-02-06,Phoenix Suns,W,93,84,W 1,16-33,9
50,2013-02-08,Atlanta Hawks,W,111,100,W 2,17-33,11
51,2013-02-10,Toronto Raptors,L,89,102,L 1,17-34,-13
52,2013-02-11,Detroit Pistons,W,105,86,W 1,18-34,19
53,2013-02-13,Portland Trail Blazers,W,99,63,W 2,19-34,36
54,2013-02-19,Chicago Bulls,L,87,96,L 1,19-35,-9
55,2013-02-20,Cleveland Cavaliers,L,100,105,L 2,19-36,-5
56,2013-02-22,Dallas Mavericks,L,100,104,L 3,19-37,-4
57,2013-02-24,Sacramento Kings,W,110,95,W 1,20-37,15
58,2013-02-26,Brooklyn Nets,L,97,101,L 1,20-38,-4
59,2013-02-27,Oklahoma City Thunder,L,74,119,L 2,20-39,-45
60,2013-03-01,Detroit Pistons,W,100,95,W 1,21-39,5
61,2013-03-04,Orlando Magic,L,102,105,L 1,21-40,-3
62,2013-03-06,Los Angeles Lakers,L,102,108,L 2,21-41,-6
63,2013-03-09,Memphis Grizzlies,L,85,96,L 3,21-42,-11
64,2013-03-10,Portland Trail Blazers,W,98,96,W 1,22-42,2
65,2013-03-12,Brooklyn Nets,L,98,108,L 1,22-43,-10
66,2013-03-15,Washington Wizards,L,87,96,L 2,22-44,-9
67,2013-03-17,Minnesota Timberwolves,L,95,97,L 3,22-45,-2
68,2013-03-18,Golden State Warriors,L,72,93,L 4,22-46,-21
69,2013-03-20,Boston Celtics,W,87,86,W 1,23-46,1
70,2013-03-22,Memphis Grizzlies,W,90,83,W 2,24-46,7
71,2013-03-25,Denver Nuggets,W,110,86,W 3,25-46,24
72,2013-03-27,Los Angeles Clippers,L,91,105,L 1,25-47,-14
73,2013-03-29,Miami Heat,L,89,108,L 2,25-48,-19
74,2013-03-31,Cleveland Cavaliers,W,112,92,W 1,26-48,20
75,2013-04-03,Golden State Warriors,L,88,98,L 1,26-49,-10
76,2013-04-05,Utah Jazz,L,83,95,L 2,26-50,-12
77,2013-04-07,Phoenix Suns,W,95,92,W 1,27-50,3
78,2013-04-09,Los Angeles Lakers,L,96,104,L 1,27-51,-8
79,2013-04-10,Sacramento Kings,L,110,121,L 2,27-52,-11
80,2013-04-12,Los Angeles Clippers,L,93,96,L 3,27-53,-3
81,2013-04-14,Dallas Mavericks,L,89,107,L 4,27-54,-18
82,2013-04-17,Dallas Mavericks,L,87,99,L 5,27-55,-12
