G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1968-10-16,Atlanta Hawks,W,125,110,W 1,1-0,15
2,1968-10-19,Detroit Pistons,W,127,115,W 2,2-0,12
3,1968-10-22,Los Angeles Lakers,W,107,103,W 3,3-0,4
4,1968-10-23,Boston Celtics,L,101,108,L 1,3-1,-7
5,1968-10-26,New York Knicks,L,92,98,L 2,3-2,-6
6,1968-10-30,New York Knicks,W,118,114,W 1,4-2,4
7,1968-11-01,Milwaukee Bucks,W,132,114,W 2,5-2,18
8,1968-11-02,Philadelphia 76ers,W,119,113,W 3,6-2,6
9,1968-11-06,Chicago Bulls,W,133,122,W 4,7-2,11
10,1968-11-09,Chicago Bulls,W,110,104,W 5,8-2,6
11,1968-11-12,Baltimore Bullets,W,126,115,W 6,9-2,11
12,1968-11-13,Baltimore Bullets,L,111,115,L 1,9-3,-4
13,1968-11-14,New York Knicks,W,110,101,W 1,10-3,9
14,1968-11-15,Boston Celtics,L,105,116,L 1,10-4,-11
15,1968-11-16,Atlanta Hawks,W,130,125,W 1,11-4,5
16,1968-11-19,Detroit Pistons,L,107,121,L 1,11-5,-14
17,1968-11-20,San Francisco Warriors,W,113,107,W 1,12-5,6
18,1968-11-23,Philadelphia 76ers,L,105,120,L 1,12-6,-15
19,1968-11-27,Atlanta Hawks,L,91,94,L 2,12-7,-3
20,1968-11-29,Detroit Pistons,W,122,112,W 1,13-7,10
21,1968-11-30,Atlanta Hawks,L,109,126,L 1,13-8,-17
22,1968-12-03,Baltimore Bullets,W,129,127,W 1,14-8,2
23,1968-12-07,Boston Celtics,L,114,117,L 1,14-9,-3
24,1968-12-08,New York Knicks,W,120,115,W 1,15-9,5
25,1968-12-10,Milwaukee Bucks,W,107,96,W 2,16-9,11
26,1968-12-11,San Diego Rockets,W,116,110,W 3,17-9,6
27,1968-12-13,Phoenix Suns,W,130,123,W 4,18-9,7
28,1968-12-14,Milwaukee Bucks,W,121,115,W 5,19-9,6
29,1968-12-15,Phoenix Suns,W,119,101,W 6,20-9,18
30,1968-12-17,Los Angeles Lakers,L,108,112,L 1,20-10,-4
31,1968-12-18,Phoenix Suns,L,114,123,L 2,20-11,-9
32,1968-12-21,San Diego Rockets,L,124,132,L 3,20-12,-8
33,1968-12-25,Chicago Bulls,W,103,98,W 1,21-12,5
34,1968-12-26,Chicago Bulls,L,96,104,L 1,21-13,-8
35,1968-12-28,Philadelphia 76ers,L,123,128,L 2,21-14,-5
36,1968-12-31,Boston Celtics,W,114,112,W 1,22-14,2
37,1969-01-01,San Francisco Warriors,L,101,106,L 1,22-15,-5
38,1969-01-02,Milwaukee Bucks,W,113,109,W 1,23-15,4
39,1969-01-03,Baltimore Bullets,L,125,130,L 1,23-16,-5
40,1969-01-06,Chicago Bulls,W,106,104,W 1,24-16,2
41,1969-01-07,Milwaukee Bucks,L,101,116,L 1,24-17,-15
42,1969-01-09,Seattle SuperSonics,L,110,119,L 2,24-18,-9
43,1969-01-11,Detroit Pistons,L,115,118,L 3,24-19,-3
44,1969-01-12,Detroit Pistons,L,111,113,L 4,24-20,-2
45,1969-01-16,San Diego Rockets,W,120,109,W 1,25-20,11
46,1969-01-17,Los Angeles Lakers,L,107,128,L 1,25-21,-21
47,1969-01-19,Los Angeles Lakers,L,117,132,L 2,25-22,-15
48,1969-01-21,San Francisco Warriors,W,113,107,W 1,26-22,6
49,1969-01-26,Los Angeles Lakers,L,113,126,L 1,26-23,-13
50,1969-01-28,San Francisco Warriors,L,100,107,L 2,26-24,-7
51,1969-01-30,Philadelphia 76ers,W,116,115,W 1,27-24,1
52,1969-01-31,Boston Celtics,L,101,116,L 1,27-25,-15
53,1969-02-01,Seattle SuperSonics,W,111,96,W 1,28-25,15
54,1969-02-04,Detroit Pistons,W,125,114,W 2,29-25,11
55,1969-02-05,San Diego Rockets,L,93,110,L 1,29-26,-17
56,1969-02-06,Phoenix Suns,W,124,103,W 1,30-26,21
57,1969-02-07,Seattle SuperSonics,L,97,102,L 1,30-27,-5
58,1969-02-08,San Francisco Warriors,W,117,116,W 1,31-27,1
59,1969-02-11,Philadelphia 76ers,L,112,129,L 1,31-28,-17
60,1969-02-12,San Diego Rockets,L,114,118,L 2,31-29,-4
61,1969-02-15,Chicago Bulls,W,111,101,W 1,32-29,10
62,1969-02-16,Phoenix Suns,L,113,125,L 1,32-30,-12
63,1969-02-17,Baltimore Bullets,W,117,112,W 1,33-30,5
64,1969-02-18,Atlanta Hawks,L,123,124,L 1,33-31,-1
65,1969-02-19,New York Knicks,W,110,100,W 1,34-31,10
66,1969-02-23,Baltimore Bullets,L,109,126,L 1,34-32,-17
67,1969-02-25,Philadelphia 76ers,L,119,120,L 2,34-33,-1
68,1969-02-27,San Diego Rockets,L,112,127,L 3,34-34,-15
69,1969-02-28,San Francisco Warriors,L,115,131,L 4,34-35,-16
70,1969-03-01,Seattle SuperSonics,L,122,134,L 5,34-36,-12
71,1969-03-03,Seattle SuperSonics,W,113,107,W 1,35-36,6
72,1969-03-04,Phoenix Suns,W,141,122,W 2,36-36,19
73,1969-03-06,Milwaukee Bucks,W,112,110,W 3,37-36,2
74,1969-03-07,Detroit Pistons,L,105,114,L 1,37-37,-9
75,1969-03-09,Atlanta Hawks,L,107,134,L 2,37-38,-27
76,1969-03-13,Boston Celtics,W,120,110,W 1,38-38,10
77,1969-03-14,Baltimore Bullets,L,128,130,L 1,38-39,-2
78,1969-03-15,New York Knicks,L,108,121,L 2,38-40,-13
79,1969-03-19,Los Angeles Lakers,W,136,128,W 1,39-40,8
80,1969-03-21,Boston Celtics,L,119,145,L 1,39-41,-26
81,1969-03-22,Seattle SuperSonics,W,134,127,W 1,40-41,7
82,1969-03-24,Philadelphia 76ers,W,125,119,W 2,41-41,6
