G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2018-10-17,Sacramento Kings,W,123,117,W 1,1-0,6
2,2018-10-19,Golden State Warriors,L,123,124,L 1,1-1,-1
3,2018-10-22,Memphis Grizzlies,L,84,92,L 2,1-2,-8
4,2018-10-24,Houston Rockets,W,100,89,W 1,2-2,11
5,2018-10-27,New Orleans Pelicans,W,132,111,W 2,3-2,21
6,2018-10-28,Dallas Mavericks,W,113,104,W 3,4-2,9
7,2018-10-31,Minnesota Timberwolves,L,125,128,L 1,4-3,-3
8,2018-11-02,Memphis Grizzlies,L,100,110,L 2,4-4,-10
9,2018-11-03,Denver Nuggets,L,88,103,L 3,4-5,-15
10,2018-11-05,Toronto Raptors,L,111,124,L 4,4-6,-13
11,2018-11-07,Dallas Mavericks,W,117,102,W 1,5-6,15
12,2018-11-09,Boston Celtics,W,123,115,W 2,6-6,8
13,2018-11-12,Memphis Grizzlies,W,96,88,W 3,7-6,8
14,2018-11-14,Dallas Mavericks,L,68,118,L 1,7-7,-50
15,2018-11-16,Philadelphia 76ers,L,107,113,L 2,7-8,-6
16,2018-11-17,Boston Celtics,W,98,86,W 1,8-8,12
17,2018-11-19,Indiana Pacers,L,94,121,L 1,8-9,-27
18,2018-11-21,Sacramento Kings,L,110,119,L 2,8-10,-9
19,2018-11-23,Los Angeles Lakers,L,83,90,L 3,8-11,-7
20,2018-11-25,Sacramento Kings,W,133,112,W 1,9-11,21
21,2018-11-26,Indiana Pacers,L,88,121,L 1,9-12,-33
22,2018-11-28,Brooklyn Nets,W,101,91,W 1,10-12,10
23,2018-11-30,Charlotte Hornets,W,119,111,W 2,11-12,8
24,2018-12-02,Miami Heat,L,100,102,L 1,11-13,-2
25,2018-12-04,San Antonio Spurs,W,139,105,W 1,12-13,34
26,2018-12-06,Houston Rockets,W,118,91,W 2,13-13,27
27,2018-12-09,San Antonio Spurs,L,97,110,L 1,13-14,-13
28,2018-12-10,Oklahoma City Thunder,L,113,122,L 2,13-15,-9
29,2018-12-12,Miami Heat,W,111,84,W 1,14-15,27
30,2018-12-15,Orlando Magic,L,89,96,L 1,14-16,-7
31,2018-12-17,Houston Rockets,L,97,102,L 2,14-17,-5
32,2018-12-19,Golden State Warriors,W,108,103,W 1,15-17,5
33,2018-12-21,Portland Trail Blazers,W,120,90,W 2,16-17,30
34,2018-12-22,Oklahoma City Thunder,L,106,107,L 1,16-18,-1
35,2018-12-25,Portland Trail Blazers,W,117,96,W 1,17-18,21
36,2018-12-27,Philadelphia 76ers,L,97,114,L 1,17-19,-17
37,2018-12-29,New York Knicks,W,129,97,W 1,18-19,32
38,2019-01-01,Toronto Raptors,L,116,122,L 1,18-20,-6
