G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2014-10-28,Orlando Magic,W,101,84,W 1,1-0,17
2,2014-11-01,Dallas Mavericks,L,104,109,L 1,1-1,-5
3,2014-11-03,Memphis Grizzlies,L,81,93,L 2,1-2,-12
4,2014-11-04,Charlotte Hornets,W,100,91,W 1,2-2,9
5,2014-11-08,San Antonio Spurs,W,100,99,W 2,3-2,1
6,2014-11-10,Cleveland Cavaliers,L,111,118,L 1,3-3,-7
7,2014-11-12,Los Angeles Lakers,W,109,102,W 1,4-3,7
8,2014-11-14,Minnesota Timberwolves,W,139,91,W 2,5-3,48
9,2014-11-17,Portland Trail Blazers,L,93,102,L 1,5-4,-9
10,2014-11-18,Sacramento Kings,W,106,100,W 1,6-4,6
11,2014-11-21,Denver Nuggets,L,97,117,L 1,6-5,-20
12,2014-11-22,Utah Jazz,W,106,94,W 1,7-5,12
13,2014-11-25,Sacramento Kings,L,89,99,L 1,7-6,-10
14,2014-11-28,Atlanta Hawks,L,91,100,L 2,7-7,-9
15,2014-11-29,Washington Wizards,L,80,83,L 3,7-8,-3
16,2014-12-02,Oklahoma City Thunder,W,112,104,W 1,8-8,8
17,2014-12-04,Golden State Warriors,L,85,112,L 1,8-9,-27
18,2014-12-06,Los Angeles Clippers,L,100,120,L 2,8-10,-20
19,2014-12-07,Los Angeles Lakers,W,104,87,W 1,9-10,17
20,2014-12-09,New York Knicks,W,104,93,W 2,10-10,11
21,2014-12-10,Dallas Mavericks,L,107,112,L 1,10-11,-5
22,2014-12-12,Cleveland Cavaliers,W,119,114,W 1,11-11,5
23,2014-12-14,Golden State Warriors,L,122,128,L 1,11-12,-6
24,2014-12-16,Utah Jazz,W,119,111,W 1,12-12,8
25,2014-12-18,Houston Rockets,W,99,90,W 2,13-12,9
26,2014-12-20,Portland Trail Blazers,L,88,114,L 1,13-13,-26
27,2014-12-21,Oklahoma City Thunder,W,101,99,W 1,14-13,2
28,2014-12-23,Indiana Pacers,L,84,96,L 1,14-14,-12
29,2014-12-26,San Antonio Spurs,W,97,90,W 1,15-14,7
30,2014-12-27,Chicago Bulls,L,100,107,L 1,15-15,-7
31,2014-12-30,Phoenix Suns,W,110,106,W 1,16-15,4
32,2014-12-31,San Antonio Spurs,L,93,95,L 1,16-16,-2
33,2015-01-02,Houston Rockets,W,111,83,W 1,17-16,28
34,2015-01-05,Washington Wizards,L,85,92,L 1,17-17,-7
35,2015-01-07,Charlotte Hornets,L,94,98,L 2,17-18,-4
36,2015-01-09,Memphis Grizzlies,W,106,95,W 1,18-18,11
37,2015-01-12,Boston Celtics,L,100,108,L 1,18-19,-8
38,2015-01-14,Detroit Pistons,W,105,94,W 1,19-19,11
39,2015-01-16,Philadelphia 76ers,L,81,96,L 1,19-20,-15
40,2015-01-18,Toronto Raptors,W,95,93,W 1,20-20,2
41,2015-01-19,New York Knicks,L,92,99,L 1,20-21,-7
42,2015-01-21,Los Angeles Lakers,W,96,80,W 1,21-21,16
43,2015-01-23,Minnesota Timberwolves,W,92,84,W 2,22-21,8
44,2015-01-25,Dallas Mavericks,W,109,106,W 3,23-21,3
45,2015-01-26,Philadelphia 76ers,W,99,74,W 4,24-21,25
46,2015-01-28,Denver Nuggets,L,85,93,L 1,24-22,-8
47,2015-01-30,Los Angeles Clippers,W,108,103,W 1,25-22,5
48,2015-02-02,Atlanta Hawks,W,115,100,W 2,26-22,15
49,2015-02-04,Oklahoma City Thunder,L,91,102,L 1,26-23,-11
50,2015-02-06,Oklahoma City Thunder,W,116,113,W 1,27-23,3
51,2015-02-07,Chicago Bulls,L,72,107,L 1,27-24,-35
52,2015-02-09,Utah Jazz,L,96,100,L 2,27-25,-4
53,2015-02-11,Indiana Pacers,L,93,106,L 3,27-26,-13
54,2015-02-20,Orlando Magic,L,84,95,L 4,27-27,-11
55,2015-02-21,Miami Heat,W,105,91,W 1,28-27,14
56,2015-02-23,Toronto Raptors,W,100,97,W 2,29-27,3
57,2015-02-25,Brooklyn Nets,W,102,96,W 3,30-27,6
58,2015-02-27,Miami Heat,W,104,102,W 4,31-27,2
59,2015-03-01,Denver Nuggets,W,99,92,W 5,32-27,7
60,2015-03-02,Dallas Mavericks,L,93,102,L 1,32-28,-9
61,2015-03-04,Detroit Pistons,W,88,85,W 1,33-28,3
62,2015-03-06,Boston Celtics,L,98,104,L 1,33-29,-6
63,2015-03-07,Memphis Grizzlies,W,95,89,W 1,34-29,6
64,2015-03-09,Milwaukee Bucks,W,114,103,W 2,35-29,11
65,2015-03-10,Brooklyn Nets,W,111,91,W 3,36-29,20
66,2015-03-15,Denver Nuggets,L,111,118,L 1,36-30,-7
67,2015-03-17,Milwaukee Bucks,W,85,84,W 1,37-30,1
68,2015-03-19,Phoenix Suns,L,72,74,L 1,37-31,-2
69,2015-03-20,Golden State Warriors,L,96,112,L 2,37-32,-16
70,2015-03-22,Los Angeles Clippers,L,100,107,L 3,37-33,-7
71,2015-03-25,Houston Rockets,L,93,95,L 4,37-34,-2
72,2015-03-27,Sacramento Kings,W,102,88,W 1,38-34,14
73,2015-03-29,Minnesota Timberwolves,W,110,88,W 2,39-34,22
74,2015-04-01,Los Angeles Lakers,W,113,92,W 3,40-34,21
75,2015-04-03,Sacramento Kings,W,101,95,W 4,41-34,6
76,2015-04-04,Portland Trail Blazers,L,90,99,L 1,41-35,-9
77,2015-04-07,Golden State Warriors,W,103,100,W 1,42-35,3
78,2015-04-08,Memphis Grizzlies,L,74,110,L 1,42-36,-36
79,2015-04-10,Phoenix Suns,W,90,75,W 1,43-36,15
80,2015-04-12,Houston Rockets,L,114,121,L 1,43-37,-7
81,2015-04-13,Minnesota Timberwolves,W,100,88,W 1,44-37,12
82,2015-04-15,San Antonio Spurs,W,108,103,W 2,45-37,5
