G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,2018-10-17,Milwaukee Bucks,L,112,113,L 1,0-1,-1
2,2018-10-19,Orlando Magic,W,120,88,W 1,1-1,32
3,2018-10-20,Miami Heat,W,113,112,W 2,2-1,1
4,2018-10-22,Toronto Raptors,L,106,127,L 1,2-2,-21
5,2018-10-24,Chicago Bulls,L,110,112,L 2,2-3,-2
6,2018-10-26,Chicago Bulls,W,135,106,W 1,3-3,29
7,2018-10-27,Philadelphia 76ers,L,103,105,L 1,3-4,-2
8,2018-10-30,Miami Heat,W,125,113,W 1,4-4,12
9,2018-11-01,Oklahoma City Thunder,L,107,111,L 1,4-5,-4
10,2018-11-03,Cleveland Cavaliers,W,126,94,W 1,5-5,32
11,2018-11-06,Atlanta Hawks,W,113,102,W 2,6-5,11
12,2018-11-09,Philadelphia 76ers,L,132,133,L 1,6-6,-1
13,2018-11-11,Detroit Pistons,W,113,103,W 1,7-6,10
14,2018-11-13,Cleveland Cavaliers,L,89,113,L 1,7-7,-24
15,2018-11-17,Philadelphia 76ers,L,119,122,L 2,7-8,-3
16,2018-11-19,Boston Celtics,W,117,112,W 1,8-8,5
17,2018-11-21,Indiana Pacers,W,127,109,W 2,9-8,18
18,2018-11-23,Oklahoma City Thunder,L,104,109,L 1,9-9,-5
19,2018-11-25,Atlanta Hawks,L,123,124,L 2,9-10,-1
20,2018-11-26,Milwaukee Bucks,W,110,107,W 1,10-10,3
21,2018-11-28,Atlanta Hawks,W,108,94,W 2,11-10,14
22,2018-11-30,Utah Jazz,L,111,119,L 1,11-11,-8
23,2018-12-02,New Orleans Pelicans,L,109,119,L 2,11-12,-10
24,2018-12-05,Minnesota Timberwolves,L,104,121,L 3,11-13,-17
25,2018-12-07,Denver Nuggets,W,113,107,W 1,12-13,6
26,2018-12-09,New York Knicks,W,119,107,W 2,13-13,12
27,2018-12-12,Detroit Pistons,W,108,107,W 3,14-13,1
28,2018-12-14,New York Knicks,L,124,126,L 1,14-14,-2
29,2018-12-15,Los Angeles Lakers,L,100,128,L 2,14-15,-28
30,2018-12-19,Cleveland Cavaliers,W,110,99,W 1,15-15,11
31,2018-12-21,Detroit Pistons,W,98,86,W 2,16-15,12
32,2018-12-23,Boston Celtics,L,103,119,L 1,16-16,-16
33,2018-12-26,Brooklyn Nets,L,132,134,L 2,16-17,-2
34,2018-12-28,Brooklyn Nets,W,100,87,W 1,17-17,13
35,2018-12-29,Washington Wizards,L,126,130,L 1,17-18,-4
36,2018-12-31,Orlando Magic,W,125,100,W 1,18-18,25
37,2019-01-02,Dallas Mavericks,L,84,122,L 1,18-19,-38
38,2019-01-05,Denver Nuggets,L,110,123,L 2,18-20,-13
39,2019-01-06,Phoenix Suns,W,119,113,W 1,19-20,6
40,2019-01-08,Los Angeles Clippers,L,109,128,L 1,19-21,-19
41,2019-01-11,Portland Trail Blazers,L,96,127,L 2,19-22,-31
42,2019-01-12,Sacramento Kings,L,97,104,L 3,19-23,-7
43,2019-01-14,San Antonio Spurs,W,108,93,W 1,20-23,15
44,2019-01-17,Sacramento Kings,W,114,95,W 2,21-23,19
45,2019-01-19,Phoenix Suns,W,135,115,W 3,22-23,20
46,2019-01-20,Indiana Pacers,L,95,120,L 1,22-24,-25
47,2019-01-23,Memphis Grizzlies,W,118,107,W 1,23-24,11
48,2019-01-25,Milwaukee Bucks,L,99,108,L 1,23-25,-9
49,2019-01-28,New York Knicks,W,101,92,W 1,24-25,9
50,2019-01-30,Boston Celtics,L,94,126,L 1,24-26,-32
51,2019-02-01,Memphis Grizzlies,W,100,92,W 1,25-26,8
52,2019-02-02,Chicago Bulls,W,125,118,W 2,26-26,7
53,2019-02-05,Los Angeles Clippers,L,115,117,L 1,26-27,-2
54,2019-02-06,Dallas Mavericks,L,93,99,L 2,26-28,-6
55,2019-02-09,Atlanta Hawks,W,129,120,W 1,27-28,9
56,2019-02-11,Indiana Pacers,L,90,99,L 1,27-29,-9
57,2019-02-14,Orlando Magic,L,89,127,L 2,27-30,-38
58,2019-02-22,Washington Wizards,W,123,110,W 1,28-30,13
59,2019-02-23,Brooklyn Nets,L,115,117,L 1,28-31,-2
60,2019-02-25,Golden State Warriors,L,110,121,L 2,28-32,-11
61,2019-02-27,Houston Rockets,L,113,118,L 3,28-33,-5
62,2019-03-01,Brooklyn Nets,W,123,112,W 1,29-33,11
63,2019-03-03,Portland Trail Blazers,L,108,118,L 1,29-34,-10
64,2019-03-06,Miami Heat,L,84,91,L 2,29-35,-7
65,2019-03-08,Washington Wizards,W,112,111,W 1,30-35,1
66,2019-03-09,Milwaukee Bucks,L,114,131,L 1,30-36,-17
67,2019-03-11,Houston Rockets,L,106,118,L 2,30-37,-12
68,2019-03-15,Washington Wizards,W,116,110,W 1,31-37,6
69,2019-03-17,Miami Heat,L,75,93,L 1,31-38,-18
70,2019-03-19,Philadelphia 76ers,L,114,118,L 2,31-39,-4
71,2019-03-21,Minnesota Timberwolves,W,113,106,W 1,32-39,7
72,2019-03-23,Boston Celtics,W,124,117,W 2,33-39,7
73,2019-03-24,Toronto Raptors,W,115,114,W 3,34-39,1
74,2019-03-26,San Antonio Spurs,W,125,116,W 4,35-39,9
75,2019-03-29,Los Angeles Lakers,L,115,129,L 1,35-40,-14
76,2019-03-31,Golden State Warriors,L,90,137,L 2,35-41,-47
77,2019-04-01,Utah Jazz,L,102,111,L 3,35-42,-9
78,2019-04-03,New Orleans Pelicans,W,115,109,W 1,36-42,6
79,2019-04-05,Toronto Raptors,W,113,111,W 2,37-42,2
80,2019-04-07,Detroit Pistons,W,104,91,W 3,38-42,13
81,2019-04-09,Cleveland Cavaliers,W,124,97,W 4,39-42,27
82,2019-04-10,Orlando Magic,L,114,122,L 1,39-43,-8
