G,Date,Opponent,Result,Tm,Opp,Streak,Record,Margin
1,1975-10-25,Golden State Warriors,W,104,92,W 1,1-0,12
2,1975-10-28,Houston Rockets,W,124,108,W 2,2-0,16
3,1975-10-31,Philadelphia 76ers,W,92,87,W 3,3-0,5
4,1975-11-01,Detroit Pistons,W,97,93,W 4,4-0,4
5,1975-11-04,Philadelphia 76ers,L,114,121,L 1,4-1,-7
6,1975-11-05,Boston Celtics,L,95,105,L 2,4-2,-10
7,1975-11-08,Phoenix Suns,W,110,105,W 1,5-2,5
8,1975-11-11,Washington Bullets,L,90,105,L 1,5-3,-15
9,1975-11-12,Houston Rockets,W,93,80,W 1,6-3,13
10,1975-11-14,Milwaukee Bucks,W,112,98,W 2,7-3,14
11,1975-11-15,Boston Celtics,L,110,112,L 1,7-4,-2
12,1975-11-18,Los Angeles Lakers,W,120,106,W 1,8-4,14
13,1975-11-20,Cleveland Cavaliers,W,118,115,W 2,9-4,3
14,1975-11-21,Detroit Pistons,L,94,104,L 1,9-5,-10
15,1975-11-22,Portland Trail Blazers,L,104,109,L 2,9-6,-5
16,1975-11-26,Phoenix Suns,L,106,107,L 3,9-7,-1
17,1975-11-28,Los Angeles Lakers,L,105,126,L 4,9-8,-21
18,1975-11-29,Portland Trail Blazers,L,115,130,L 5,9-9,-15
19,1975-12-02,New Orleans Jazz,L,96,108,L 6,9-10,-12
20,1975-12-05,Cleveland Cavaliers,W,125,88,W 1,10-10,37
21,1975-12-06,New York Knicks,L,98,108,L 1,10-11,-10
22,1975-12-09,Kansas City Kings,W,126,107,W 1,11-11,19
23,1975-12-11,Atlanta Hawks,L,99,122,L 1,11-12,-23
24,1975-12-12,New York Knicks,W,123,110,W 1,12-12,13
25,1975-12-13,Chicago Bulls,W,103,101,W 2,13-12,2
26,1975-12-16,Washington Bullets,L,94,100,L 1,13-13,-6
27,1975-12-17,Houston Rockets,W,88,85,W 1,14-13,3
28,1975-12-19,Washington Bullets,W,104,88,W 2,15-13,16
29,1975-12-20,Kansas City Kings,W,117,110,W 3,16-13,7
30,1975-12-23,Boston Celtics,W,101,92,W 4,17-13,9
31,1975-12-26,Philadelphia 76ers,L,95,96,L 1,17-14,-1
32,1975-12-27,Philadelphia 76ers,W,130,105,W 1,18-14,25
33,1975-12-28,Cleveland Cavaliers,L,88,111,L 1,18-15,-23
34,1975-12-30,Milwaukee Bucks,W,118,106,W 1,19-15,12
35,1976-01-02,New York Knicks,W,106,105,W 2,20-15,1
